architecture,training_seed,budget,objective,selection,restart,attack_loss,accuracy_pct,normalized_accuracy,rho_abs,rho_rel_calibration,n_eff,max_layer_share,dominant_layer,entropy_normalized,identity_relative_error,c_L1,c_L2,c_L3,c_L4,c_L5,c_L6,c_L7,c_L8,c_L9,c_L10,c_L11,c_L12
vits,1011,0.01,task_loss,loss_selected,0,4.632976187765598,6.784064665127021,0.0861121289849762,0.1213847342540537,0.09298470005336264,9.207999908265396,0.19436004807899532,4,0.9390341680697778,1.1773405766781613e-16,0.009215832726309638,0.04613565651414585,0.05462965406652445,0.19436004807899532,0.1134037799678363,0.13803056538043268,0.09381304703506708,0.06539457704106241,0.06338334222568602,0.08091512291885508,0.06109011825063325,0.07962825579445189
vits,1011,0.01,task_loss,rho_selected,3,4.632967537641525,6.784064665127021,0.0861121289849762,0.1213870134696305,0.09298644600748172,9.207453892771076,0.19438984448266455,4,0.9390252183229177,1.177296364571571e-16,0.009218301592612424,0.046136827059341266,0.054630296107494196,0.19438984448266455,0.11341088208593575,0.13802235321765063,0.09381208789651085,0.06538972871387123,0.06337604017200321,0.08090435153977121,0.06108420905650958,0.07962507807563506
vits,1011,0.02,task_loss,loss_selected,4,7.401809012889862,1.5877598152424943,0.020153902528398684,0.10003569784557485,0.07663063577114479,10.913750094661845,0.12327762400809282,10,0.9745623785555666,0.0,0.01422779697652495,0.07366191474521991,0.06941271157286676,0.10088711037785598,0.08353790142899915,0.07795841758071828,0.10138970835641796,0.08516708061584735,0.11232978419928247,0.12327762400809282,0.0858659627899088,0.07228398734826551
vits,1011,0.02,task_loss,rho_selected,4,7.401809012889862,1.5877598152424943,0.020153902528398684,0.10003569784557485,0.07663063577114479,10.913750094661845,0.12327762400809282,10,0.9745623785555666,0.0,0.01422779697652495,0.07366191474521991,0.06941271157286676,0.10088711037785598,0.08353790142899915,0.07795841758071828,0.10138970835641796,0.08516708061584735,0.11232978419928247,0.12327762400809282,0.0858659627899088,0.07228398734826551
vits,1011,0.009,task_loss,loss_selected,1,3.8370685905218123,19.024249422632796,0.24148039574935878,0.10879118800581551,0.08333762929362686,9.077501187856537,0.19143408339560583,4,0.9354944180169849,1.465692336878442e-16,0.00958070348952566,0.046416807092019445,0.05231465497763442,0.19143408339560583,0.1161985920421425,0.14892254952466405,0.09892621956373399,0.07129330921135396,0.06677179015493306,0.08253648069908956,0.05391756619045608,0.061687243658841436
vits,1011,0.009,task_loss,rho_selected,4,3.836991861462593,19.024249422632796,0.24148039574935878,0.10879215276265032,0.08333836832910328,9.077392139287083,0.1914393675579258,4,0.9354929319638764,0.0,0.00958151967127213,0.046417358273576695,0.05231601194286973,0.1914393675579258,0.11619895696248315,0.14892525738015783,0.09892496964106694,0.07129178243208693,0.06676714064396529,0.08253006539296616,0.05391728312163836,0.06169028697999097
vits,42,0.0095,task_loss,loss_selected,0,4.62098675519228,7.361431870669746,0.09316770186335403,0.12881290523996197,0.09379674395478407,9.223693606833365,0.20205693147086284,4,0.9400188391430246,0.0,0.008631338387957321,0.0584586485658276,0.053745178295547306,0.20205693147086284,0.10699176612507848,0.10788073401413215,0.1168533296541081,0.07421599416530929,0.07423794132804229,0.08167168225363745,0.04934541848273189,0.06591103725676528
vits,42,0.0095,task_loss,rho_selected,0,4.62098675519228,7.361431870669746,0.09316770186335403,0.12881290523996197,0.09379674395478407,9.223693606833365,0.20205693147086284,4,0.9400188391430246,0.0,0.008631338387957321,0.0584586485658276,0.053745178295547306,0.20205693147086284,0.10699176612507848,0.10788073401413215,0.1168533296541081,0.07421599416530929,0.07423794132804229,0.08167168225363745,0.04934541848273189,0.06591103725676528
vits,42,0.01,task_loss,loss_selected,4,4.821665869653225,5.687066974595843,0.07197661673364998,0.13177623612091227,0.09595453076485572,8.916713768796242,0.21750876380438833,4,0.9340108368900745,1.9979566172724515e-16,0.008046854580653037,0.0534041810338911,0.05105976060241753,0.21750876380438833,0.10482584591334974,0.10481682326671439,0.11115125780647396,0.07375818648877003,0.0746418260302796,0.08366802838536501,0.05097588704244077,0.06614258504525647
vits,42,0.01,task_loss,rho_selected,3,4.821535633504391,5.715935334872979,0.07234198027036902,0.13177985399205006,0.09595716516342115,8.920916051736164,0.2173306319557046,4,0.9340952376092047,1.9978469153698006e-16,0.008048679051937919,0.05342039666067426,0.05106167176096347,0.2173306319557046,0.10481181023545336,0.10481379856948904,0.11117012065218634,0.07377963094970479,0.07467365070628393,0.08370395945325892,0.051001029947088466,0.06618462005725488
