dataset,family,seed,draw_seed,budget,rho,accuracy,source
cifar,rope,456,1269834480,0.4,0.4103847362524599,0.957244272345918,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,456,1269834480,0.5,0.5101286773743118,0.9217489512746049,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,456,748602735,0.025,0.025420570207444176,1.000161342368506,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,456,748602735,0.05,0.05083318212664626,0.999838657631494,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,456,748602735,0.1,0.10173105043732351,0.9977412068409164,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,456,748602735,0.2,0.20391053636812584,0.9920942239432076,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,456,748602735,0.3,0.30583646914471274,0.9788641497257181,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,456,748602735,0.4,0.4072087970381312,0.9533720555017747,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,456,748602735,0.5,0.5069957701617537,0.9133591481122942,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,456,232799592,0.025,0.02357767181696884,0.9991932881574701,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,456,232799592,0.05,0.047148891548378626,0.9985479186834463,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,456,232799592,0.1,0.09441362113564392,0.9983865763149403,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,456,232799592,0.2,0.19008744159063412,0.9937076476282672,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,456,232799592,0.3,0.28768809832686126,0.9724104549854793,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,456,232799592,0.4,0.3862225987266247,0.9385285575992256,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,456,232799592,0.5,0.48413141949965105,0.8881897386253631,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,456,1515444192,0.025,0.023942965236233845,0.9985479186834463,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,456,1515444192,0.05,0.04792397784208364,0.9972571797353985,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,456,1515444192,0.1,0.09611697036703243,0.9974185221039045,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,456,1515444192,0.2,0.1938845871784137,0.9953210713133269,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,456,1515444192,0.3,0.29349168183055796,0.97918683446273,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,456,1515444192,0.4,0.39365678430515466,0.9598257502420136,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,456,1515444192,0.5,0.4924255446136175,0.926427879961278,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,480992697,0.025,0.023937187604047536,1.0004870920603994,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,480992697,0.05,0.04790269916074711,0.9990258158792011,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,480992697,0.1,0.09601786525259709,1.0,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,480992697,0.2,0.19346883749691068,0.9946419873356065,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,480992697,0.3,0.2928470240328745,0.9826270498457542,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,480992697,0.4,0.3926950803426176,0.9616820912485793,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,480992697,0.5,0.4906304213629384,0.9339178438058128,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,499098383,0.025,0.023889004540269237,0.998863451859068,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,499098383,0.05,0.0478233286702247,0.9970774476376035,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,499098383,0.1,0.09593637384696473,0.9954538074362721,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,499098383,0.2,0.19345452280132422,0.987010878389349,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,499098383,0.3,0.29220977794557723,0.9717486604968341,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,499098383,0.4,0.39083041226448717,0.9514531579801916,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,499098383,0.5,0.4882371728301404,0.9113492450073064,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,1484136836,0.025,0.02525156739177572,0.9991881798993343,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,1484136836,0.05,0.05053000588538145,0.9993505439194674,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,1484136836,0.1,0.10126274506310103,0.996427991557071,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,1484136836,0.2,0.20363763765289097,0.9887968826108134,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,1484136836,0.3,0.306829585015911,0.9756453969800294,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,1484136836,0.4,0.4098458277591152,0.9534015262217893,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,1484136836,0.5,0.5114692800273384,0.9222276343562266,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,1949810196,0.025,0.023743779887412855,0.9987010878389349,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,1949810196,0.05,0.04749944446982521,0.9967527195973372,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,1949810196,0.1,0.0951636187393819,0.9948043513557396,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,1949810196,0.2,0.19160292090312203,0.9887968826108134,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,1949810196,0.3,0.289717879281086,0.9777561292417601,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,1949810196,0.4,0.38845577258639213,0.949504789738594,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,1949810196,0.5,0.48591581373076975,0.8964117551550577,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,718483333,0.025,0.025782363991157218,0.9991881798993343,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,718483333,0.05,0.05160703682623836,0.9980516317584024,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,718483333,0.1,0.1034949934889758,0.9967527195973372,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,718483333,0.2,0.20858917068200267,0.9873356064296153,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,718483333,0.3,0.3148443441301068,0.9626562753693781,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,718483333,0.4,0.4201049801273935,0.9331060237051471,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,718483333,0.5,0.5219876619925704,0.8800129891216106,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,1920916044,0.025,0.024375609376357004,0.9990258158792011,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,1920916044,0.05,0.04875963214526545,0.9980516317584024,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,1920916044,0.1,0.09768936552555087,0.9957785354765384,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,1920916044,0.2,0.19682416003481176,0.9912323429128106,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,1920916044,0.3,0.2975265880749674,0.9720733885371003,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,1920916044,0.4,0.3984704170841115,0.9399253125507389,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,1920916044,0.5,0.497812497422298,0.8879688261081345,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,75097514,0.025,0.023085560784207083,0.9982139957785355,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,75097514,0.05,0.04617526192593908,0.9985387238188017,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,75097514,0.1,0.09250758397248822,0.9967527195973372,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,75097514,0.2,0.18646341411599293,0.9896087027114792,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,75097514,0.3,0.28267603913886263,0.9788926773826921,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,75097514,0.4,0.3808385119397519,0.9590842669264491,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,75097514,0.5,0.4797898836520804,0.9280727390810197,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,1838896125,0.025,0.024909068633203215,0.9987010878389349,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,1838896125,0.05,0.04984791472776754,0.9993505439194674,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,1838896125,0.1,0.09994582241352092,0.996427991557071,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,1838896125,0.2,0.2013350338443237,0.9886345185906804,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,1838896125,0.3,0.3037285757972515,0.976457217080695,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,1838896125,0.4,0.40497059126904056,0.9559993505439195,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,1838896125,0.5,0.503554101359827,0.924825458678357,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,956457833,0.025,0.025121569142985474,0.9995129079396006,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,956457833,0.05,0.050240028055165524,0.9982139957785355,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,956457833,0.1,0.10054255679402177,0.9954538074362721,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,956457833,0.2,0.20167033054461847,0.9865237863289495,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,956457833,0.3,0.30339344544311414,0.9782432213021596,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,956457833,0.4,0.404624073598334,0.957785354765384,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,956457833,0.5,0.5035529274071852,0.9267738269199547,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,599568522,0.025,0.022031519362075334,0.9991881798993343,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,599568522,0.05,0.04409333517120298,0.998863451859068,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,599568522,0.1,0.08844020201398277,0.9995129079396006,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,599568522,0.2,0.17865153742557038,0.9946419873356065,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,599568522,0.3,0.2713862293798511,0.9816528657249555,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,599568522,0.4,0.36621869905294363,0.9621691833089787,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,rope,789,599568522,0.5,0.46204174180451985,0.9327812956648808,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,794217802,0.005,0.021550900323118714,1.0015850651637903,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,794217802,0.01,0.043040117611543485,0.9987671715392744,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,794217802,0.025,0.10725622217221069,0.9808030996829871,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,794217802,0.05,0.21379100269913878,0.9249735822472703,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,794217802,0.075,0.3199470246482113,0.8462486791123636,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,794217802,0.1,0.42588109650606976,0.7706939063050371,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,794217802,0.15,0.6375102279016184,0.610426206410708,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,794217802,0.2,0.8490275336736649,0.48432546671363164,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,650510565,0.005,0.02344530947827061,0.9947164494540331,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,650510565,0.01,0.04737740310506106,0.9871433603381473,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,650510565,0.025,0.12075100217485234,0.9522719267347659,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,650510565,0.05,0.23685960065015452,0.8062698133145475,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,650510565,0.075,0.3432944969170989,0.6155336386051427,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,650510565,0.1,0.4458063074312072,0.4365973934483973,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,650510565,0.15,0.648665727362997,0.22173300457907716,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,650510565,0.2,0.8519196176169247,0.1382529059528003,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,1336624712,0.005,0.021803114673129814,1.0005283550545967,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,1336624712,0.01,0.0435793834160894,0.9991194082423388,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,1336624712,0.025,0.10872184751537266,0.9841493483620994,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,1336624712,0.05,0.21683752682342813,0.9496301514617824,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,1336624712,0.075,0.324890548227648,0.874955970412117,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,1336624712,0.1,0.4323709419488548,0.766819302571328,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,1336624712,0.15,0.64546893738915,0.567453328636844,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,1336624712,0.2,0.8597214934819438,0.41299753434307857,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,1266112268,0.005,0.022211638411509884,0.997710461430081,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,1266112268,0.01,0.04429992252681014,0.9966537513208876,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,1266112268,0.025,0.11027043398443488,0.9603733709052485,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,1266112268,0.05,0.21805131465758484,0.8332159210989786,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,1266112268,0.075,0.3243278775063923,0.6960197252553717,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,1266112268,0.1,0.4311057899384736,0.5723846424797465,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,1266112268,0.15,0.6461045442013621,0.3531172948221205,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,1266112268,0.2,0.8606693484928051,0.24004931313842906,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,1226451937,0.005,0.022686073779659234,0.9940119760479043,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,1226451937,0.01,0.04593660540712622,0.9827404015498415,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,1226451937,0.025,0.1187776088895562,0.9390630503698486,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,1226451937,0.05,0.23339313204612552,0.7876012680521312,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,1226451937,0.075,0.33848208575023553,0.5922860162028883,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,1226451937,0.1,0.441759877790261,0.44011976047904194,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,1226451937,0.15,0.6484040654430681,0.28742514970059885,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,1226451937,0.2,0.8566047445799796,0.22349418809439944,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,110430652,0.005,0.021430779658675222,0.9992955265938711,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,110430652,0.01,0.04286216436941304,0.9968298696724199,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,110430652,0.025,0.10722043548432948,0.9841493483620994,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,110430652,0.05,0.21483457510313697,0.9239168721380769,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,110430652,0.075,0.3229125573364503,0.8013384994716449,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,110430652,0.1,0.43054405308454924,0.6623811201127158,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,110430652,0.15,0.6434003065617601,0.44540331102500885,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,110430652,0.2,0.8547327430490648,0.3256428319830927,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,1269834480,0.005,0.02211660440313151,1.0003522367030644,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,1269834480,0.01,0.04397556731534416,1.0017611835153224,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,1269834480,0.025,0.1085509807354239,0.9903134906657274,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,1269834480,0.05,0.21562116760097833,0.9499823881648469,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,1269834480,0.075,0.32392349792968755,0.8582247270165553,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,1269834480,0.1,0.4314500917390696,0.7222613596336739,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,1269834480,0.15,0.6436103714610243,0.516026769989433,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,1269834480,0.2,0.8543506435227078,0.38200070447340617,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,748602735,0.005,0.022074144561246005,0.9980626981331455,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,748602735,0.01,0.04420389981471239,0.9929552659387109,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,748602735,0.025,0.10994809021559689,0.9614300810144418,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,748602735,0.05,0.21819275395363208,0.8349771046143009,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,748602735,0.075,0.32893943531892444,0.6209933075026419,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,748602735,0.1,0.4359247908796776,0.4834448749559705,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,748602735,0.15,0.6439551990262175,0.35663966185276513,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,748602735,0.2,0.8538230037340034,0.2835505459668898,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,232799592,0.005,0.021958774721698392,0.9994716449454033,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,232799592,0.01,0.04381862565809,0.9987671715392744,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,232799592,0.025,0.10889539803413684,0.9771046143008102,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,232799592,0.05,0.21597488489410033,0.9276153575202537,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,232799592,0.075,0.3217215670198208,0.8645649876717154,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,232799592,0.1,0.42674499439020264,0.7962310672772104,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,232799592,0.15,0.6363387246238661,0.6729482212046496,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,232799592,0.2,0.8462453014073605,0.5783726664318423,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,1515444192,0.005,0.0229025454622421,0.9984149348362099,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,1515444192,0.01,0.04609243059727389,0.9957731595632265,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,1515444192,0.025,0.11671271621830105,0.9742867206762946,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,alibi,456,1515444192,0.05,0.2299290084293767,0.887988728425502,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
