dataset,family,seed,draw_seed,budget,rho,accuracy,source
imagenet,alibi,789,1920916044,0.005,0.021936962240222308,0.996065808297568,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/noise_all_families.json
imagenet,alibi,789,1920916044,0.01,0.04407448692111263,0.9853361945636624,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/noise_all_families.json
imagenet,alibi,789,1920916044,0.025,0.11004692791126987,0.9130901287553648,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/noise_all_families.json
imagenet,alibi,789,1920916044,0.05,0.21742156928537856,0.6895565092989986,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/noise_all_families.json
imagenet,alibi,789,75097514,0.001,0.004373553596723031,0.9971387696709584,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/noise_all_families.json
imagenet,alibi,789,75097514,0.0025,0.010936182559342823,0.9910586552217453,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/noise_all_families.json
imagenet,alibi,789,75097514,0.005,0.02187920253406053,0.9899856938483549,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/noise_all_families.json
imagenet,alibi,789,75097514,0.01,0.043766736074281505,0.978898426323319,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/noise_all_families.json
imagenet,alibi,789,75097514,0.025,0.10923337935623614,0.9016452074391988,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/noise_all_families.json
imagenet,alibi,789,75097514,0.05,0.21751338942572299,0.7195994277539342,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/noise_all_families.json
imagenet,alibi,789,1838896125,0.001,0.0046614127703139595,1.0007153075822603,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/noise_all_families.json
imagenet,alibi,789,1838896125,0.0025,0.011562872690150125,0.996423462088698,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/noise_all_families.json
imagenet,alibi,789,1838896125,0.005,0.02289968259899687,0.9867668097281832,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/noise_all_families.json
imagenet,alibi,789,1838896125,0.01,0.04519215573328458,0.9502861230329042,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/noise_all_families.json
imagenet,alibi,789,1838896125,0.025,0.11063862806808727,0.8140200286123033,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/noise_all_families.json
imagenet,alibi,789,1838896125,0.05,0.2187010152243127,0.6097997138769671,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/noise_all_families.json
imagenet,alibi,789,956457833,0.001,0.004477657854777569,0.9996423462088697,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/noise_all_families.json
imagenet,alibi,789,956457833,0.0025,0.011161741922163881,0.996065808297568,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/noise_all_families.json
imagenet,alibi,789,956457833,0.005,0.022218077247973696,0.9932045779685266,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/noise_all_families.json
imagenet,alibi,789,956457833,0.01,0.0440895925420365,0.9814020028612302,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/noise_all_families.json
imagenet,alibi,789,956457833,0.025,0.10919818302046533,0.9449213161659513,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/noise_all_families.json
imagenet,alibi,789,956457833,0.05,0.21761563683760557,0.8408440629470673,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/noise_all_families.json
imagenet,alibi,789,599568522,0.001,0.0043363684357048534,0.9996423462088697,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/noise_all_families.json
imagenet,alibi,789,599568522,0.0025,0.010846961912520194,1.0007153075822603,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/noise_all_families.json
imagenet,alibi,789,599568522,0.005,0.02171373088549475,0.9957081545064378,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/noise_all_families.json
imagenet,alibi,789,599568522,0.01,0.04349605768628972,0.9874821173104436,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/noise_all_families.json
imagenet,alibi,789,599568522,0.025,0.10892753312979886,0.9388412017167382,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/noise_all_families.json
imagenet,alibi,789,599568522,0.05,0.2172486486464939,0.7643061516452074,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/noise_all_families.json
imagenet,learned,1011,275189094,0.0025,0.003926373661865829,0.9992724627137141,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,275189094,0.005,0.007851138019143994,0.9989086940705711,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,275189094,0.01,0.015873435264457184,0.9978173881411423,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,275189094,0.02,0.03285544476038424,0.9978173881411423,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,275189094,0.04,0.06836495967825716,0.9952710076391417,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,275189094,0.05,0.08542588501761374,0.9930883957802839,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,275189094,0.06,0.10163199839371956,0.991997089850855,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,275189094,0.08,0.13205914655035592,0.9865405602037105,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1758743687,0.0025,0.003689424222204002,0.9996362313568571,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1758743687,0.005,0.007389208519783673,0.9992724627137141,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1758743687,0.01,0.015002743214152774,0.9996362313568571,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1758743687,0.02,0.03136358177169945,0.9981811567842852,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1758743687,0.04,0.06656229047477998,0.9934521644234267,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1758743687,0.05,0.0838138134428222,0.9909057839214259,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1758743687,0.06,0.10022953016482655,0.9890869407057112,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1758743687,0.08,0.13062393730270372,0.9879956347762824,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1358209263,0.0025,0.0038448704172603268,0.9989086940705711,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1358209263,0.005,0.007685778232581008,0.9985449254274283,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1358209263,0.01,0.015535776497445043,0.9992724627137141,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1358209263,0.02,0.032187091626836646,0.9981811567842852,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1358209263,0.04,0.06767443539834454,0.9981811567842852,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1358209263,0.05,0.08492256264295986,0.9970898508548564,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1358209263,0.06,0.10117237538280101,0.9927246271371407,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1358209263,0.08,0.13104589887227228,0.9887231720625683,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,538054647,0.0025,0.0036262362360821544,0.9985449254274283,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,538054647,0.005,0.007254799535652938,0.9974536194979993,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,538054647,0.01,0.014725947595882421,0.9981811567842852,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,538054647,0.02,0.030977954058440813,0.9978173881411423,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,538054647,0.04,0.06700997593449431,0.9945434703528557,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,538054647,0.05,0.08483457221818777,0.9945434703528557,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,538054647,0.06,0.10170257159504603,0.9927246271371407,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,538054647,0.08,0.1326492338173475,0.9898144779919972,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1562974180,0.0025,0.00362803966467265,0.9992724627137141,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1562974180,0.005,0.007300378085802173,0.9989086940705711,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1562974180,0.01,0.014963873620839488,0.9981811567842852,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1562974180,0.02,0.031793150382023246,0.9985449254274283,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1562974180,0.04,0.0683066676733902,0.9952710076391417,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1562974180,0.05,0.08598053953056332,0.9923608584939979,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1562974180,0.06,0.1025364931174043,0.991997089850855,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1562974180,0.08,0.13273955727082803,0.9898144779919972,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1453668639,0.0025,0.0036004912810347874,0.9996362313568571,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1453668639,0.005,0.007212116095540748,0.9992724627137141,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1453668639,0.01,0.014662719825817697,0.9992724627137141,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1453668639,0.02,0.03084895018575113,0.9989086940705711,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1453668639,0.04,0.06619407682312296,0.9956347762822845,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1453668639,0.05,0.08370887190515658,0.9938159330665698,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1453668639,0.06,0.10044473074983706,0.9923608584939979,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1453668639,0.08,0.13138425815821456,0.9890869407057112,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1609069331,0.0025,0.0036424589310661247,0.9996362313568571,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1609069331,0.005,0.007319162639857489,0.9992724627137141,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1609069331,0.01,0.014975748257275854,0.9996362313568571,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1609069331,0.02,0.03154916144249366,0.9989086940705711,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1609069331,0.04,0.06708688798723789,0.9981811567842852,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1609069331,0.05,0.08448252559653123,0.9952710076391417,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1609069331,0.06,0.10101801768885646,0.9927246271371407,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1609069331,0.08,0.13165240738919357,0.9861767915605676,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1720193045,0.0025,0.0036772939512967847,0.9989086940705711,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1720193045,0.005,0.00740788093301825,0.9989086940705711,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1720193045,0.01,0.015115320226352405,1.0,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1720193045,0.02,0.031775520539921866,1.0,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1720193045,0.04,0.06761868826407916,0.9956347762822845,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1720193045,0.05,0.08522521594099432,0.9927246271371407,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1720193045,0.06,0.10197449174866784,0.9934521644234267,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1720193045,0.08,0.13290309067964134,0.9890869407057112,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1152993491,0.0025,0.0036690456189077884,0.9989086940705711,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1152993491,0.005,0.007349204171274318,0.9989086940705711,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1152993491,0.01,0.014928630697221598,0.9985449254274283,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1152993491,0.02,0.03118306095232291,0.9974536194979993,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1152993491,0.04,0.06587492212674295,0.9949072389959985,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1152993491,0.05,0.08292779316023609,0.9927246271371407,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1152993491,0.06,0.0992865859608805,0.9927246271371407,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,1152993491,0.08,0.12989363972635803,0.9869043288468534,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,853537900,0.0025,0.003499842658137361,0.9996362313568571,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,853537900,0.005,0.006999581170903034,0.9989086940705711,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,853537900,0.01,0.014178328808395304,0.9985449254274283,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,853537900,0.02,0.029749215900204396,0.9989086940705711,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,853537900,0.04,0.06442445605327166,0.9949072389959985,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,853537900,0.05,0.08199121052169002,0.9938159330665698,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,853537900,0.06,0.09894957210869683,0.9938159330665698,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,853537900,0.08,0.13056415489795078,0.9839941797017098,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,275189094,0.01,0.008760243209217889,0.9985959985959986,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,275189094,0.025,0.02229119992122873,0.9982449982449982,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,275189094,0.05,0.04478190714337776,0.998946998946999,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,275189094,0.1,0.091841836136816,0.9933309933309934,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,275189094,0.2,0.18876010645272798,0.9835029835029836,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,1758743687,0.01,0.008942510361944229,1.0,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,1758743687,0.025,0.022444674821488507,1.0,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,1758743687,0.05,0.04482331867198363,0.9985959985959986,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,1758743687,0.1,0.09208225297993157,0.9964899964899966,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,1758743687,0.2,0.18808823152406373,0.9803439803439804,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,1358209263,0.01,0.008881100002601743,0.9982449982449982,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,1358209263,0.025,0.02190362911124648,0.9975429975429976,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,1358209263,0.05,0.04362515305239023,0.997893997893998,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,1358209263,0.1,0.09008179507966484,0.997893997893998,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,1358209263,0.2,0.18539655079800327,0.9873639873639873,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,538054647,0.01,0.008499474370878824,0.9985959985959986,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,538054647,0.025,0.021526471573914473,0.9975429975429976,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,538054647,0.05,0.04367351108781211,0.9971919971919972,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,538054647,0.1,0.08984692111230022,0.9901719901719902,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,538054647,0.2,0.18450064217963397,0.9757809757809758,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,1562974180,0.01,0.008852075771651443,0.998946998946999,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,1562974180,0.025,0.021603463964393266,0.9996489996489997,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,1562974180,0.05,0.04412414337270219,0.9985959985959986,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,1562974180,0.1,0.09181173020400114,0.9947349947349948,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,1562974180,0.2,0.18838985369983682,0.9831519831519832,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,1453668639,0.01,0.00875087205943211,0.9985959985959986,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,1453668639,0.025,0.021733447117362695,0.9982449982449982,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,1453668639,0.05,0.04390698890420981,1.0014040014040015,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,1453668639,0.1,0.09006474769376817,0.9950859950859952,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,1453668639,0.2,0.18578423874288214,0.9831519831519832,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,1609069331,0.01,0.008437782886425499,0.997893997893998,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,1609069331,0.025,0.021373109549118773,0.997893997893998,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,1609069331,0.05,0.04334133783377434,0.997893997893998,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,1609069331,0.1,0.09000930533999277,0.9933309933309934,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,1609069331,0.2,0.18524055071840753,0.985959985959986,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,1720193045,0.01,0.008629301663349435,0.998946998946999,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,1720193045,0.025,0.021621982089695953,0.9982449982449982,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,1720193045,0.05,0.04380786290218592,0.9982449982449982,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,1720193045,0.1,0.09008929816542866,0.9961389961389961,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,1720193045,0.2,0.18523867302282487,0.9873639873639873,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,1152993491,0.01,0.008709434300071069,1.0003510003510006,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,1152993491,0.025,0.02184452459817362,0.9992979992979992,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,1152993491,0.05,0.044341996650255816,0.9957879957879958,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,1152993491,0.1,0.09147348428645379,0.9940329940329942,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,1152993491,0.2,0.1878280062652798,0.9813969813969814,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,853537900,0.01,0.008462172781600984,1.0,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,853537900,0.025,0.021069621987409037,0.9996489996489997,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,853537900,0.05,0.043429390168590654,1.0003510003510006,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,853537900,0.1,0.0906348613851066,0.9985959985959986,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,853537900,0.2,0.18641200995914065,0.9856089856089856,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,rope,1011,275189094,0.025,0.024056356489182557,1.0,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,rope,1011,275189094,0.05,0.04812903828811713,0.9986282578875171,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,rope,1011,275189094,0.1,0.09646639441547637,0.9969135802469136,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,rope,1011,275189094,0.2,0.19460238703064195,0.9934842249657063,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,rope,1011,275189094,0.4,0.3965631798854353,0.9643347050754457,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
