dataset,family,seed,regime,point_index,rho,accuracy,exact_clean_anchor,adversarial_lower_envelope
imagenet,rope,42,adversarial,6,0.13736459069198237,0.472621492128679,False,True
imagenet,rope,42,adversarial,7,0.14381839803997426,0.31793292265571527,False,True
imagenet,rope,42,adversarial,8,0.15221343326195913,0.18514715947980837,False,True
imagenet,rope,42,adversarial,9,0.1650690188919318,0.08829568788501027,False,True
imagenet,rope,42,adversarial,10,0.17690151138693405,0.060232717316906235,False,True
imagenet,rope,42,adversarial_raw,0,0.0,1.0,True,False
imagenet,rope,42,adversarial_raw,1,0.01934129838893027,0.9955509924709103,False,False
imagenet,rope,42,adversarial_raw,2,0.03268049685232364,0.9876796714579055,False,False
imagenet,rope,42,adversarial_raw,3,0.049010925511211445,0.972621492128679,False,False
imagenet,rope,42,adversarial_raw,4,0.07953193456001827,0.904517453798768,False,False
imagenet,rope,42,adversarial_raw,5,0.1101489733910826,0.7522245037645449,False,False
imagenet,rope,42,adversarial_raw,6,0.13736459069198237,0.472621492128679,False,False
imagenet,rope,42,adversarial_raw,7,0.14381839803997426,0.31793292265571527,False,False
imagenet,rope,42,adversarial_raw,8,0.15221343326195913,0.18514715947980837,False,False
imagenet,rope,42,adversarial_raw,9,0.1650690188919318,0.08829568788501027,False,False
imagenet,rope,42,adversarial_raw,10,0.17690151138693405,0.060232717316906235,False,False
imagenet,rope,123,noise,0,0.0,1.0,True,False
imagenet,rope,123,noise,1,0.02422782477047704,0.999346405228758,False,False
imagenet,rope,123,noise,2,0.04848125194807981,0.9988304093567251,False,False
imagenet,rope,123,noise,3,0.09716775077543247,0.9981768145854832,False,False
imagenet,rope,123,noise,4,0.19562081281906288,0.9951152390780873,False,False
imagenet,rope,123,noise,5,0.396541476866904,0.9709666322669419,False,False
imagenet,rope,123,adversarial,0,0.0,1.0,True,True
imagenet,rope,123,adversarial,1,0.02350169297779859,0.9955280357757137,False,True
imagenet,rope,123,adversarial,2,0.031172332047151228,0.9917440660474716,False,True
imagenet,rope,123,adversarial,3,0.04979620274910563,0.9656002751977985,False,True
imagenet,rope,123,adversarial,4,0.07673827737893485,0.8844169246646026,False,True
imagenet,rope,123,adversarial,5,0.09594790132997633,0.7162022703818369,False,True
imagenet,rope,123,adversarial,6,0.11112375611600724,0.42380460956312344,False,True
imagenet,rope,123,adversarial,7,0.11653567145491965,0.28207774337805297,False,True
imagenet,rope,123,adversarial,8,0.12275551907961023,0.1874785001719986,False,True
imagenet,rope,123,adversarial,9,0.1340420183739759,0.09700722394220845,False,True
imagenet,rope,123,adversarial,10,0.1441585463562157,0.06776745786033711,False,True
imagenet,rope,123,adversarial_raw,0,0.0,1.0,True,False
imagenet,rope,123,adversarial_raw,1,0.02350169297779859,0.9955280357757137,False,False
imagenet,rope,123,adversarial_raw,2,0.031172332047151228,0.9917440660474716,False,False
imagenet,rope,123,adversarial_raw,3,0.04979620274910563,0.9656002751977985,False,False
imagenet,rope,123,adversarial_raw,4,0.07673827737893485,0.8844169246646026,False,False
imagenet,rope,123,adversarial_raw,5,0.09594790132997633,0.7162022703818369,False,False
imagenet,rope,123,adversarial_raw,6,0.11112375611600724,0.42380460956312344,False,False
imagenet,rope,123,adversarial_raw,7,0.11653567145491965,0.28207774337805297,False,False
imagenet,rope,123,adversarial_raw,8,0.12275551907961023,0.1874785001719986,False,False
imagenet,rope,123,adversarial_raw,9,0.1340420183739759,0.09700722394220845,False,False
imagenet,rope,123,adversarial_raw,10,0.1441585463562157,0.06776745786033711,False,False
imagenet,rope,456,noise,0,0.0,1.0,True,False
imagenet,rope,456,noise,1,0.02446019499433335,0.9996569468267582,False,False
imagenet,rope,456,noise,2,0.04891004640692895,0.9993825042881648,False,False
imagenet,rope,456,noise,3,0.0979216843346733,0.9984562607204117,False,False
imagenet,rope,456,noise,4,0.1973076689040697,0.9936192109777016,False,False
imagenet,rope,456,noise,5,0.40085872274090306,0.9648027444253859,False,False
imagenet,rope,456,adversarial,0,0.0,1.0,True,True
imagenet,rope,456,adversarial,1,0.022933192906942776,1.0,False,True
imagenet,rope,456,adversarial,2,0.03308427223375716,0.9934819897084048,False,True
imagenet,rope,456,adversarial,3,0.05224675931451624,0.9612349914236707,False,True
imagenet,rope,456,adversarial,4,0.07957536425451862,0.8888507718696398,False,True
imagenet,rope,456,adversarial,5,0.09882895053946845,0.7197255574614065,False,True
imagenet,rope,456,adversarial,6,0.11326943081690141,0.39656946826758155,False,True
imagenet,rope,456,adversarial,7,0.11917144259835294,0.2490566037735849,False,True
imagenet,rope,456,adversarial,8,0.12577415092758368,0.17358490566037735,False,True
imagenet,rope,456,adversarial,9,0.13527921641875268,0.08473413379073756,False,True
imagenet,rope,456,adversarial,10,0.14678083606675324,0.06243567753001716,False,True
imagenet,rope,456,adversarial_raw,0,0.0,1.0,True,False
imagenet,rope,456,adversarial_raw,1,0.022933192906942776,1.0017152658662092,False,False
imagenet,rope,456,adversarial_raw,2,0.03308427223375716,0.9934819897084048,False,False
imagenet,rope,456,adversarial_raw,3,0.05224675931451624,0.9612349914236707,False,False
imagenet,rope,456,adversarial_raw,4,0.07957536425451862,0.8888507718696398,False,False
imagenet,rope,456,adversarial_raw,5,0.09882895053946845,0.7197255574614065,False,False
imagenet,rope,456,adversarial_raw,6,0.11326943081690141,0.39656946826758155,False,False
imagenet,rope,456,adversarial_raw,7,0.11917144259835294,0.2490566037735849,False,False
imagenet,rope,456,adversarial_raw,8,0.12577415092758368,0.17358490566037735,False,False
imagenet,rope,456,adversarial_raw,9,0.13527921641875268,0.08473413379073756,False,False
imagenet,rope,456,adversarial_raw,10,0.14678083606675324,0.06243567753001716,False,False
imagenet,rope,789,noise,0,0.0,1.0,True,False
imagenet,rope,789,noise,1,0.024724375886650076,0.9999659284497444,False,False
imagenet,rope,789,noise,2,0.04952217834707281,0.9996252129471891,False,False
imagenet,rope,789,noise,3,0.09906883692158881,0.9981260647359453,False,False
imagenet,rope,789,noise,4,0.19936502533063966,0.994037478705281,False,False
imagenet,rope,789,noise,5,0.4047039698917005,0.9691311754684838,False,False
imagenet,rope,789,adversarial,0,0.0,1.0,True,True
imagenet,rope,789,adversarial,1,0.019635474449633344,0.9969335604770017,False,True
imagenet,rope,789,adversarial,2,0.028172269668562018,0.9908006814310051,False,True
imagenet,rope,789,adversarial,3,0.04538761075047529,0.9625212947189098,False,True
imagenet,rope,789,adversarial,4,0.07349061913575283,0.8695059625212948,False,True
imagenet,rope,789,adversarial,5,0.09359498731839097,0.6606473594548552,False,True
imagenet,rope,789,adversarial,6,0.11204876624036988,0.3441226575809199,False,True
imagenet,rope,789,adversarial,7,0.11779149267953186,0.21396933560477,False,True
imagenet,rope,789,adversarial,8,0.12567510327046366,0.1434412265758092,False,True
imagenet,rope,789,adversarial,9,0.1375720964226727,0.08756388415672912,False,True
imagenet,rope,789,adversarial,10,0.14962034156462223,0.05792163543441227,False,True
imagenet,rope,789,adversarial_raw,0,0.0,1.0,True,False
imagenet,rope,789,adversarial_raw,1,0.019635474449633344,0.9969335604770017,False,False
imagenet,rope,789,adversarial_raw,2,0.028172269668562018,0.9908006814310051,False,False
imagenet,rope,789,adversarial_raw,3,0.04538761075047529,0.9625212947189098,False,False
imagenet,rope,789,adversarial_raw,4,0.07349061913575283,0.8695059625212948,False,False
imagenet,rope,789,adversarial_raw,5,0.09359498731839097,0.6606473594548552,False,False
imagenet,rope,789,adversarial_raw,6,0.11204876624036988,0.3441226575809199,False,False
imagenet,rope,789,adversarial_raw,7,0.11779149267953186,0.21396933560477,False,False
imagenet,rope,789,adversarial_raw,8,0.12567510327046366,0.1434412265758092,False,False
imagenet,rope,789,adversarial_raw,9,0.1375720964226727,0.08756388415672912,False,False
imagenet,rope,789,adversarial_raw,10,0.14962034156462223,0.05792163543441227,False,False
imagenet,rope,1011,noise,0,0.0,1.0,True,False
imagenet,rope,1011,noise,1,0.02405117148244678,0.9991769547325102,False,False
imagenet,rope,1011,noise,2,0.04813611945101389,0.9984910836762688,False,False
imagenet,rope,1011,noise,3,0.09646432806854477,0.9968106995884772,False,False
imagenet,rope,1011,noise,4,0.19433602932577396,0.991460905349794,False,False
imagenet,rope,1011,noise,5,0.39524297426945065,0.9653978052126199,False,False
imagenet,rope,1011,adversarial,0,0.0,1.0,True,True
imagenet,rope,1011,adversarial,1,0.020338535064103682,0.9996570644718792,False,True
imagenet,rope,1011,adversarial,2,0.033065122960332066,0.9907407407407407,False,True
imagenet,rope,1011,adversarial,3,0.05288581165123381,0.9790809327846365,False,True
imagenet,rope,1011,adversarial,4,0.08778417726363623,0.8919753086419752,False,True
imagenet,rope,1011,adversarial,5,0.11875385620320429,0.7270233196159122,False,True
imagenet,rope,1011,adversarial,6,0.13690896039818734,0.38340192043895743,False,True
imagenet,rope,1011,adversarial,7,0.14367974360114208,0.25891632373113854,False,True
imagenet,rope,1011,adversarial,8,0.14976125862061831,0.15054869684499314,False,True
imagenet,rope,1011,adversarial,9,0.16072112698458513,0.07510288065843622,False,True
imagenet,rope,1011,adversarial,10,0.17046010676121465,0.05452674897119341,False,True
imagenet,rope,1011,adversarial_raw,0,0.0,1.0,True,False
imagenet,rope,1011,adversarial_raw,1,0.020338535064103682,0.9996570644718792,False,False
imagenet,rope,1011,adversarial_raw,2,0.033065122960332066,0.9907407407407407,False,False
imagenet,rope,1011,adversarial_raw,3,0.05288581165123381,0.9790809327846365,False,False
imagenet,rope,1011,adversarial_raw,4,0.08778417726363623,0.8919753086419752,False,False
imagenet,rope,1011,adversarial_raw,5,0.11875385620320429,0.7270233196159122,False,False
imagenet,rope,1011,adversarial_raw,6,0.13690896039818734,0.38340192043895743,False,False
imagenet,rope,1011,adversarial_raw,7,0.14367974360114208,0.25891632373113854,False,False
imagenet,rope,1011,adversarial_raw,8,0.14976125862061831,0.15054869684499314,False,False
imagenet,rope,1011,adversarial_raw,9,0.16072112698458513,0.07510288065843622,False,False
imagenet,rope,1011,adversarial_raw,10,0.17046010676121465,0.05452674897119341,False,False
imagenet,rope,1213,noise,0,0.0,1.0,True,False
imagenet,rope,1213,noise,1,0.025281603598222867,0.9995891817870592,False,False
imagenet,rope,1213,noise,2,0.05047708360492083,0.9998972954467649,False,False
imagenet,rope,1213,noise,3,0.10089194478570777,0.9980486134885312,False,False
imagenet,rope,1213,noise,4,0.20267675264210155,0.9914755220814788,False,False
imagenet,rope,1213,noise,5,0.40959589556059023,0.9635056487504279,False,False
imagenet,rope,1213,adversarial,0,0.0,1.0,True,True
imagenet,rope,1213,adversarial,1,0.02159239584565684,0.9979459089352961,False,True
imagenet,rope,1213,adversarial,2,0.03544043600360341,0.9904142416980485,False,True
imagenet,rope,1213,adversarial,3,0.04969084902961034,0.9657651489216021,False,True
imagenet,rope,1213,adversarial,4,0.07532781577739123,0.9014036288942142,False,True
imagenet,rope,1213,adversarial,5,0.10096029532752554,0.7363916466963368,False,True
imagenet,rope,1213,adversarial,6,0.11961863183809139,0.43135912358781237,False,True
imagenet,rope,1213,adversarial,7,0.1288077834205875,0.2916809311879493,False,True
imagenet,rope,1213,adversarial,8,0.1355048635700807,0.1807600136939404,False,True
imagenet,rope,1213,adversarial,9,0.14734749411013023,0.08558712769599451,False,True
imagenet,rope,1213,adversarial,10,0.15863692245894911,0.0657309140705238,False,True
imagenet,rope,1213,adversarial_raw,0,0.0,1.0,True,False
imagenet,rope,1213,adversarial_raw,1,0.02159239584565684,0.9979459089352961,False,False
imagenet,rope,1213,adversarial_raw,2,0.03544043600360341,0.9904142416980485,False,False
imagenet,rope,1213,adversarial_raw,3,0.04969084902961034,0.9657651489216021,False,False
imagenet,rope,1213,adversarial_raw,4,0.07532781577739123,0.9014036288942142,False,False
imagenet,rope,1213,adversarial_raw,5,0.10096029532752554,0.7363916466963368,False,False
imagenet,rope,1213,adversarial_raw,6,0.11961863183809139,0.43135912358781237,False,False
imagenet,rope,1213,adversarial_raw,7,0.1288077834205875,0.2916809311879493,False,False
imagenet,rope,1213,adversarial_raw,8,0.1355048635700807,0.1807600136939404,False,False
imagenet,rope,1213,adversarial_raw,9,0.14734749411013023,0.08558712769599451,False,False
imagenet,rope,1213,adversarial_raw,10,0.15863692245894911,0.0657309140705238,False,False
imagenet,alibi,42,noise,0,0.0,1.0,True,False
imagenet,alibi,42,noise,1,0.004436223210833194,0.9988971896122377,False,False
imagenet,alibi,42,noise,2,0.01109723004702791,0.9976165065812879,False,False
imagenet,alibi,42,noise,3,0.02220055197906614,0.9923514763429384,False,False
imagenet,alibi,42,noise,4,0.044365341999894746,0.9749555318392031,False,False
imagenet,alibi,42,noise,5,0.11039385163782076,0.8800782639630025,False,False
imagenet,alibi,42,noise,6,0.21787596764873052,0.6501245108502313,False,False
imagenet,alibi,42,adversarial,0,0.0,1.0,True,True
imagenet,alibi,42,adversarial,1,0.011871486707873894,0.9871931696905017,False,True
imagenet,alibi,42,adversarial,2,0.02344294124747467,0.9580220562077554,False,True
imagenet,alibi,42,adversarial,3,0.051448866920336234,0.8384916399857703,False,True
imagenet,alibi,42,adversarial,4,0.06400935764894843,0.7317680540732836,False,True
imagenet,alibi,42,adversarial,5,0.07605946428856944,0.6207755247242974,False,True
imagenet,alibi,42,adversarial,6,0.09885957205718719,0.424048381358947,False,True
imagenet,alibi,42,adversarial,7,0.12049825139216758,0.2746353610814657,False,True
imagenet,alibi,42,adversarial_raw,0,0.0,1.0,True,False
imagenet,alibi,42,adversarial_raw,1,0.011871486707873894,0.9871931696905017,False,False
imagenet,alibi,42,adversarial_raw,2,0.02344294124747467,0.9580220562077554,False,False
imagenet,alibi,42,adversarial_raw,3,0.051448866920336234,0.8384916399857703,False,False
imagenet,alibi,42,adversarial_raw,4,0.06400935764894843,0.7317680540732836,False,False
imagenet,alibi,42,adversarial_raw,5,0.07605946428856944,0.6207755247242974,False,False
imagenet,alibi,42,adversarial_raw,6,0.09885957205718719,0.424048381358947,False,False
imagenet,alibi,42,adversarial_raw,7,0.12049825139216758,0.2746353610814657,False,False
imagenet,alibi,123,noise,0,0.0,1.0,True,False
imagenet,alibi,123,noise,1,0.004470796797172893,0.9982238010657195,False,False
imagenet,alibi,123,noise,2,0.011175717736446782,0.9956305506216697,False,False
imagenet,alibi,123,noise,3,0.0223439554741341,0.9911545293072825,False,False
imagenet,alibi,123,noise,4,0.04464058285269914,0.9729662522202487,False,False
imagenet,alibi,123,noise,5,0.1108229196544545,0.8157371225577265,False,False
imagenet,alibi,123,noise,6,0.21865059502338352,0.5144227353463589,False,False
imagenet,alibi,123,adversarial,0,0.0,1.0,True,True
imagenet,alibi,123,adversarial,1,0.012231312285763256,0.985790408525755,False,True
imagenet,alibi,123,adversarial,2,0.023993779301492824,0.9673179396092363,False,True
imagenet,alibi,123,adversarial,3,0.05304609461657292,0.8238010657193606,False,True
imagenet,alibi,123,adversarial,4,0.06605359146152201,0.7214920071047958,False,True
imagenet,alibi,123,adversarial,5,0.0783221177971553,0.6095914742451155,False,True
imagenet,alibi,123,adversarial,6,0.10063814838317084,0.3996447602131439,False,True
imagenet,alibi,123,adversarial,7,0.12307873248140365,0.2536412078152753,False,True
imagenet,alibi,123,adversarial_raw,0,0.0,1.0,True,False
imagenet,alibi,123,adversarial_raw,1,0.012231312285763256,0.985790408525755,False,False
imagenet,alibi,123,adversarial_raw,2,0.023993779301492824,0.9673179396092363,False,False
imagenet,alibi,123,adversarial_raw,3,0.05304609461657292,0.8238010657193606,False,False
imagenet,alibi,123,adversarial_raw,4,0.06605359146152201,0.7214920071047958,False,False
imagenet,alibi,123,adversarial_raw,5,0.0783221177971553,0.6095914742451155,False,False
imagenet,alibi,123,adversarial_raw,6,0.10063814838317084,0.3996447602131439,False,False
imagenet,alibi,123,adversarial_raw,7,0.12307873248140365,0.2536412078152753,False,False
imagenet,alibi,456,noise,0,0.0,1.0,True,False
imagenet,alibi,456,noise,1,0.004423620811831284,0.9984604368063014,False,False
imagenet,alibi,456,noise,2,0.011061409762988623,0.9970998925886143,False,False
imagenet,alibi,456,noise,3,0.02213128565893651,0.9923379878267096,False,False
imagenet,alibi,456,noise,4,0.04428439495027976,0.9751163623344073,False,False
imagenet,alibi,456,noise,5,0.11035938612698529,0.8528822055137845,False,False
imagenet,alibi,456,noise,6,0.21864292439652497,0.5504833512352308,False,False
imagenet,alibi,456,adversarial,0,0.0,1.0,True,True
imagenet,alibi,456,adversarial,1,0.01200795241186736,0.9867525957751521,False,True
imagenet,alibi,456,adversarial,2,0.023573575583011153,0.9595417114214106,False,True
imagenet,alibi,456,adversarial,3,0.04587846261621027,0.8775510204081631,False,True
imagenet,alibi,456,adversarial,4,0.06476894331013897,0.7440028643036162,False,True
imagenet,alibi,456,adversarial,5,0.07697429763287883,0.623344074471894,False,True
imagenet,alibi,456,adversarial,6,0.10014030796530721,0.4153240243465807,False,True
imagenet,alibi,456,adversarial,7,0.12231729742645932,0.25277479412817755,False,True
imagenet,alibi,456,adversarial_raw,0,0.0,1.0,True,False
imagenet,alibi,456,adversarial_raw,1,0.01200795241186736,0.9867525957751521,False,False
imagenet,alibi,456,adversarial_raw,2,0.023573575583011153,0.9595417114214106,False,False
imagenet,alibi,456,adversarial_raw,3,0.04587846261621027,0.8775510204081631,False,False
imagenet,alibi,456,adversarial_raw,4,0.06476894331013897,0.7440028643036162,False,False
imagenet,alibi,456,adversarial_raw,5,0.07697429763287883,0.623344074471894,False,False
imagenet,alibi,456,adversarial_raw,6,0.10014030796530721,0.4153240243465807,False,False
imagenet,alibi,456,adversarial_raw,7,0.12231729742645932,0.25277479412817755,False,False
imagenet,alibi,789,noise,0,0.0,1.0,True,False
imagenet,alibi,789,noise,1,0.004419317479494699,0.9994277539341916,False,False
imagenet,alibi,789,noise,2,0.011040960957217077,0.9975321888412017,False,False
imagenet,alibi,789,noise,3,0.022065657579354088,0.9934191702432045,False,False
imagenet,alibi,789,noise,4,0.04409315897461034,0.9802217453505007,False,False
imagenet,alibi,789,noise,5,0.1097191812636376,0.9082260371959944,False,False
imagenet,alibi,789,noise,6,0.21778006964418428,0.7204935622317596,False,False
imagenet,alibi,789,adversarial,0,0.0,1.0,True,True
imagenet,alibi,789,adversarial,1,0.012133049466770981,0.990343347639485,False,True
imagenet,alibi,789,adversarial,2,0.023881334558597492,0.9717453505007152,False,True
imagenet,alibi,789,adversarial,3,0.05119169520840806,0.8454935622317595,False,True
imagenet,alibi,789,adversarial,4,0.06379862792038689,0.7535765379113019,False,True
imagenet,alibi,789,adversarial,5,0.0759387719632624,0.650214592274678,False,True
imagenet,alibi,789,adversarial,6,0.09910934382500373,0.42739628040057226,False,True
imagenet,alibi,789,adversarial,7,0.12119486644812684,0.28290414878397707,False,True
imagenet,alibi,789,adversarial_raw,0,0.0,1.0,True,False
imagenet,alibi,789,adversarial_raw,1,0.012133049466770981,0.990343347639485,False,False
imagenet,alibi,789,adversarial_raw,2,0.023881334558597492,0.9717453505007152,False,False
imagenet,alibi,789,adversarial_raw,3,0.05119169520840806,0.8454935622317595,False,False
imagenet,alibi,789,adversarial_raw,4,0.06379862792038689,0.7535765379113019,False,False
imagenet,alibi,789,adversarial_raw,5,0.0759387719632624,0.650214592274678,False,False
imagenet,alibi,789,adversarial_raw,6,0.09910934382500373,0.42739628040057226,False,False
imagenet,alibi,789,adversarial_raw,7,0.12119486644812684,0.28290414878397707,False,False
imagenet,alibi,1011,noise,0,0.0,1.0,True,False
imagenet,alibi,1011,noise,1,0.004553030931767581,0.9978068623983022,False,False
imagenet,alibi,1011,noise,2,0.011381967052268103,0.9958259639193493,False,False
imagenet,alibi,1011,noise,3,0.022732278087580635,0.9902016271666078,False,False
imagenet,alibi,1011,noise,4,0.045282394166065894,0.9661832331093032,False,False
imagenet,alibi,1011,noise,5,0.11150673609496671,0.8296073576229219,False,False
imagenet,alibi,1011,noise,6,0.21830429967774778,0.5684824902723735,False,False
imagenet,alibi,1011,adversarial,0,0.0,1.0,True,True
imagenet,alibi,1011,adversarial,1,0.012215570735179104,0.9886805801202688,False,True
imagenet,alibi,1011,adversarial,2,0.024133473641477533,0.9635656172621153,False,True
imagenet,alibi,1011,adversarial,3,0.05231423162046233,0.8107534488857447,False,True
imagenet,alibi,1011,adversarial,4,0.06493926537656577,0.7110010611956138,False,True
imagenet,alibi,1011,adversarial,5,0.07780444525749311,0.5843650512911214,False,True
imagenet,alibi,1011,adversarial,6,0.09987204814125204,0.4248319773611603,False,True
imagenet,alibi,1011,adversarial,7,0.12332677005482341,0.2260346657233817,False,True
imagenet,alibi,1011,adversarial_raw,0,0.0,1.0,True,False
imagenet,alibi,1011,adversarial_raw,1,0.012215570735179104,0.9886805801202688,False,False
imagenet,alibi,1011,adversarial_raw,2,0.024133473641477533,0.9635656172621153,False,False
imagenet,alibi,1011,adversarial_raw,3,0.05231423162046233,0.8107534488857447,False,False
imagenet,alibi,1011,adversarial_raw,4,0.06493926537656577,0.7110010611956138,False,False
imagenet,alibi,1011,adversarial_raw,5,0.07780444525749311,0.5843650512911214,False,False
imagenet,alibi,1011,adversarial_raw,6,0.09987204814125204,0.4248319773611603,False,False
imagenet,alibi,1011,adversarial_raw,7,0.12332677005482341,0.2260346657233817,False,False
imagenet,alibi,1213,noise,0,0.0,1.0,True,False
imagenet,alibi,1213,noise,1,0.004748507391176353,0.9986719310839914,False,False
imagenet,alibi,1213,noise,2,0.011882627019925837,0.9965541995692749,False,False
imagenet,alibi,1213,noise,3,0.023786445445697652,0.9897702799712851,False,False
imagenet,alibi,1213,noise,4,0.047593048199970185,0.9660804020100503,False,False
imagenet,alibi,1213,noise,5,0.11653573519985232,0.8066044508255563,False,False
imagenet,alibi,1213,noise,6,0.22380593787640285,0.5469849246231157,False,False
imagenet,alibi,1213,adversarial,0,0.0,1.0,True,True
imagenet,alibi,1213,adversarial,1,0.013206398726246165,0.9881550610193827,False,True
imagenet,alibi,1213,adversarial,2,0.026308400729496584,0.969849246231156,False,True
imagenet,alibi,1213,adversarial,3,0.05887526336210574,0.8557071069633885,False,True
imagenet,alibi,1213,adversarial,4,0.073507846767792,0.7674084709260589,False,True
imagenet,alibi,1213,adversarial,5,0.08295176309731546,0.648600143575018,False,True
imagenet,alibi,1213,adversarial,6,0.10674881304385847,0.4260588657573583,False,True
imagenet,alibi,1213,adversarial,7,0.12918397487392716,0.2627422828427854,False,True
imagenet,alibi,1213,adversarial_raw,0,0.0,1.0,True,False
imagenet,alibi,1213,adversarial_raw,1,0.013206398726246165,0.9881550610193827,False,False
imagenet,alibi,1213,adversarial_raw,2,0.026308400729496584,0.969849246231156,False,False
imagenet,alibi,1213,adversarial_raw,3,0.05887526336210574,0.8557071069633885,False,False
imagenet,alibi,1213,adversarial_raw,4,0.073507846767792,0.7674084709260589,False,False
imagenet,alibi,1213,adversarial_raw,5,0.08295176309731546,0.648600143575018,False,False
imagenet,alibi,1213,adversarial_raw,6,0.10674881304385847,0.4260588657573583,False,False
imagenet,alibi,1213,adversarial_raw,7,0.12918397487392716,0.2627422828427854,False,False
cifar,learned,42,noise,0,0.0,1.0,True,False
cifar,learned,42,noise,1,0.017973789024490403,0.9991752577319588,False,False
cifar,learned,42,noise,2,0.036220727637048436,0.999106529209622,False,False
cifar,learned,42,noise,3,0.07457499139181298,0.9984364261168384,False,False
cifar,learned,42,noise,4,0.11586277808208294,0.9966494845360824,False,False
cifar,learned,42,noise,5,0.1587534017886676,0.9949828178694158,False,False
cifar,learned,42,noise,6,0.24211017275740915,0.9890721649484536,False,False
cifar,learned,42,noise,7,0.31764563539198964,0.9806357388316151,False,False
cifar,learned,42,noise,8,0.38492863887196604,0.9694845360824742,False,False
cifar,learned,42,adversarial,0,0.0,1.0,True,True
cifar,learned,42,adversarial,1,0.011591611661201612,0.9993127147766323,False,True
cifar,learned,42,adversarial,2,0.022868853736929387,0.9969072164948454,False,True
cifar,learned,42,adversarial,3,0.0349742779991818,0.9962199312714777,False,True
cifar,learned,42,adversarial,4,0.045699392483009665,0.9941580756013746,False,True
cifar,learned,42,adversarial,5,0.055847443283515055,0.99106529209622,False,True
cifar,learned,42,adversarial,6,0.10429318806565811,0.9756013745704466,False,True
cifar,learned,42,adversarial,7,0.12024012537657906,0.9391752577319589,False,True
cifar,learned,42,adversarial,8,0.13352108123311027,0.6513745704467354,False,True
cifar,learned,42,adversarial,9,0.18296442820792155,0.20395189003436426,False,True
cifar,learned,42,adversarial,10,0.26336001648695756,0.03230240549828179,False,True
cifar,learned,42,adversarial,11,0.3196375642215253,0.018900343642611686,False,True
cifar,learned,42,adversarial_raw,0,0.0,1.0,True,False
cifar,learned,42,adversarial_raw,1,0.011591611661201612,0.9993127147766323,False,False
cifar,learned,42,adversarial_raw,2,0.022868853736929387,0.9969072164948454,False,False
cifar,learned,42,adversarial_raw,3,0.0349742779991818,0.9962199312714777,False,False
cifar,learned,42,adversarial_raw,4,0.045699392483009665,0.9941580756013746,False,False
cifar,learned,42,adversarial_raw,5,0.055847443283515055,0.99106529209622,False,False
cifar,learned,42,adversarial_raw,6,0.10429318806565811,0.9756013745704466,False,False
cifar,learned,42,adversarial_raw,7,0.12024012537657906,0.9391752577319589,False,False
cifar,learned,42,adversarial_raw,8,0.13352108123311027,0.6513745704467354,False,False
cifar,learned,42,adversarial_raw,9,0.18296442820792155,0.20395189003436426,False,False
cifar,learned,42,adversarial_raw,10,0.26336001648695756,0.03230240549828179,False,False
cifar,learned,42,adversarial_raw,11,0.3196375642215253,0.018900343642611686,False,False
cifar,learned,123,noise,0,0.0,1.0,True,False
cifar,learned,123,noise,1,0.015436698662788281,1.0001734605377277,False,False
cifar,learned,123,noise,2,0.031143780445150517,1.0005030355594102,False,False
cifar,learned,123,noise,3,0.06432871897704426,0.9990112749349522,False,False
cifar,learned,123,noise,4,0.1004007015948446,0.9980919340849956,False,False
cifar,learned,123,noise,5,0.1384753594953218,0.9958542931483088,False,False
cifar,learned,123,noise,6,0.2137715041888777,0.989748482220295,False,False
cifar,learned,123,noise,7,0.28223113966884816,0.9818733738074588,False,False
cifar,learned,123,noise,8,0.34382864759492227,0.9703902862098872,False,False
cifar,learned,123,adversarial,0,0.0,1.0,True,True
cifar,learned,123,adversarial,1,0.011921910790929462,0.998438855160451,False,True
cifar,learned,123,adversarial,2,0.024018790363086878,0.998438855160451,False,True
cifar,learned,123,adversarial,3,0.03604573819425176,0.995836947094536,False,True
cifar,learned,123,adversarial,4,0.047833309435272704,0.9941023417172593,False,True
cifar,learned,123,adversarial,5,0.05920317448894001,0.9913269731136167,False,True
cifar,learned,123,adversarial,6,0.11135373664306668,0.9750216825672159,False,True
cifar,learned,123,adversarial,7,0.12696001958692563,0.8952298352124891,False,True
cifar,learned,123,adversarial,8,0.18285254339880833,0.5571552471812662,False,True
cifar,learned,123,adversarial,9,0.23091398941611974,0.1642671292281006,False,True
cifar,learned,123,adversarial,10,0.2540213747248073,0.07215958369470944,False,True
cifar,learned,123,adversarial,11,0.2838939365615377,0.039549002601908065,False,True
cifar,learned,123,adversarial_raw,0,0.0,1.0,True,False
cifar,learned,123,adversarial_raw,1,0.011921910790929462,0.998438855160451,False,False
cifar,learned,123,adversarial_raw,2,0.024018790363086878,0.9986123156981787,False,False
cifar,learned,123,adversarial_raw,3,0.03604573819425176,0.995836947094536,False,False
cifar,learned,123,adversarial_raw,4,0.047833309435272704,0.9941023417172593,False,False
cifar,learned,123,adversarial_raw,5,0.05920317448894001,0.9913269731136167,False,False
cifar,learned,123,adversarial_raw,6,0.11135373664306668,0.9750216825672159,False,False
cifar,learned,123,adversarial_raw,7,0.12696001958692563,0.8952298352124891,False,False
cifar,learned,123,adversarial_raw,8,0.18285254339880833,0.5571552471812662,False,False
cifar,learned,123,adversarial_raw,9,0.23091398941611974,0.1642671292281006,False,False
