dataset,family,seed,budget,rho,accuracy,attack_loss,source_class,source
cifar,sinusoidal,1213,0.005,0.036706910202079515,0.9857744994731295,1.553527182340622,base,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/attacks_sinusoidal.json
cifar,sinusoidal,1213,0.0075,0.05703407392571588,0.9522304179838424,1.6733504474163055,base,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/attacks_sinusoidal.json
cifar,sinusoidal,1213,0.01,0.11707865130409398,0.8199859501229363,2.0758450269699096,base,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/attacks_sinusoidal.json
cifar,sinusoidal,1213,0.0125,0.2098128659845502,0.4067439409905163,3.4697022795677186,base,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/attacks_sinusoidal.json
cifar,sinusoidal,1213,0.015,0.25841830605193844,0.15402177730944855,4.445438408851624,base,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/attacks_sinusoidal.json
cifar,alibi,1011,0.0375,0.16346955181778985,0.7679972110859333,2.1533153653144836,transition_midpoint_h200,analysis/v18_canonical_pipeline/inputs/cifar_midpoint/seed_1011/cifar_midpoint_alibi_100x5_seed1011.json
cifar,alibi,1011,0.06,0.2612351750187537,0.5377374934634825,3.0066354751586912,transition_midpoint_h200,analysis/v18_canonical_pipeline/inputs/cifar_midpoint/seed_1011/cifar_midpoint_alibi_100x5_seed1011.json
cifar,learned,1011,0.00625,0.22209463246849911,0.1101190476190476,4.575963878631592,transition_midpoint_h200,analysis/v18_canonical_pipeline/inputs/cifar_midpoint/seed_1011/cifar_midpoint_learned_400x5_seed1011.json
cifar,rope,1011,0.225,0.2934332514094795,0.03686337914308812,5.800310468673706,transition_midpoint_h200,analysis/v18_canonical_pipeline/inputs/cifar_midpoint/seed_1011/cifar_midpoint_rope_100x5_seed1011.json
cifar,sinusoidal,1011,0.01125,0.1659836942641311,0.48384831460674155,3.2500483989715576,transition_midpoint_h200,analysis/v18_canonical_pipeline/inputs/cifar_midpoint/seed_1011/cifar_midpoint_sinusoidal_200x5_seed1011.json
cifar,alibi,1213,0.0375,0.16129338870296775,0.7832692979392245,2.1002524495124817,transition_midpoint_h200,analysis/v18_canonical_pipeline/inputs/cifar_midpoint/seed_1213/cifar_midpoint_alibi_100x5_seed1213.json
cifar,alibi,1213,0.06,0.2554000379947465,0.5555361508906741,2.9437386989593506,transition_midpoint_h200,analysis/v18_canonical_pipeline/inputs/cifar_midpoint/seed_1213/cifar_midpoint_alibi_100x5_seed1213.json
cifar,learned,1213,0.00625,0.20549541348755943,0.17141857617631626,4.258080625534058,transition_midpoint_h200,analysis/v18_canonical_pipeline/inputs/cifar_midpoint/seed_1213/cifar_midpoint_learned_400x5_seed1213.json
cifar,rope,1213,0.225,0.2301316940412147,0.04532211071544189,5.9913373470306395,transition_midpoint_h200,analysis/v18_canonical_pipeline/inputs/cifar_midpoint/seed_1213/cifar_midpoint_rope_100x5_seed1213.json
cifar,sinusoidal,1213,0.01125,0.16864744316938038,0.6331225851773796,2.7152077913284303,transition_midpoint_h200,analysis/v18_canonical_pipeline/inputs/cifar_midpoint/seed_1213/cifar_midpoint_sinusoidal_200x5_seed1213.json
cifar,alibi,123,0.0375,0.16439223490462027,0.7440403688881154,2.2398625135421755,transition_midpoint_h200,analysis/v18_canonical_pipeline/inputs/cifar_midpoint/seed_123/cifar_midpoint_alibi_100x5_seed123.json
cifar,alibi,123,0.06,0.28634414059338764,0.45223594919088217,3.03026123046875,transition_midpoint_h200,analysis/v18_canonical_pipeline/inputs/cifar_midpoint/seed_123/cifar_midpoint_alibi_100x5_seed123.json
cifar,learned,123,0.00625,0.23091398941611974,0.1642671292281006,4.303679323196411,transition_midpoint_h200,analysis/v18_canonical_pipeline/inputs/cifar_midpoint/seed_123/cifar_midpoint_learned_400x5_seed123.json
cifar,rope,123,0.225,0.25140367588876134,0.04877260981912145,5.81686429977417,transition_midpoint_h200,analysis/v18_canonical_pipeline/inputs/cifar_midpoint/seed_123/cifar_midpoint_rope_100x5_seed123.json
cifar,sinusoidal,123,0.01125,0.16159001654674068,0.7462073888988043,2.3605800747871397,transition_midpoint_h200,analysis/v18_canonical_pipeline/inputs/cifar_midpoint/seed_123/cifar_midpoint_sinusoidal_200x5_seed123.json
cifar,alibi,42,0.0375,0.16271857203918486,0.7842031029619183,2.121817636489868,transition_midpoint_h200,analysis/v18_canonical_pipeline/inputs/cifar_midpoint/seed_42/cifar_midpoint_alibi_100x5_seed42.json
cifar,alibi,42,0.06,0.25834256607058,0.5576516220028209,2.9178484439849854,transition_midpoint_h200,analysis/v18_canonical_pipeline/inputs/cifar_midpoint/seed_42/cifar_midpoint_alibi_100x5_seed42.json
cifar,learned,42,0.00625,0.18296442820792155,0.20395189003436426,4.1343833923339846,transition_midpoint_h200,analysis/v18_canonical_pipeline/inputs/cifar_midpoint/seed_42/cifar_midpoint_learned_400x5_seed42.json
cifar,rope,42,0.225,0.2503632613498819,0.046470207253886016,5.560614204406738,transition_midpoint_h200,analysis/v18_canonical_pipeline/inputs/cifar_midpoint/seed_42/cifar_midpoint_rope_100x5_seed42.json
cifar,sinusoidal,42,0.01125,0.21137402986860998,0.4208120935137985,3.3531716108322143,transition_midpoint_h200,analysis/v18_canonical_pipeline/inputs/cifar_midpoint/seed_42/cifar_midpoint_sinusoidal_200x5_seed42.json
cifar,alibi,456,0.0375,0.1744600766736123,0.6880943994364214,2.4319320917129517,transition_midpoint_h200,analysis/v18_canonical_pipeline/inputs/cifar_midpoint/seed_456/cifar_midpoint_alibi_100x5_seed456.json
cifar,alibi,456,0.06,0.2635174499706263,0.48626276858048617,3.1969109773635864,transition_midpoint_h200,analysis/v18_canonical_pipeline/inputs/cifar_midpoint/seed_456/cifar_midpoint_alibi_100x5_seed456.json
cifar,learned,456,0.00625,0.21167957348790373,0.11138225553425135,4.654060363769531,transition_midpoint_h200,analysis/v18_canonical_pipeline/inputs/cifar_midpoint/seed_456/cifar_midpoint_learned_400x5_seed456.json
cifar,rope,456,0.225,0.3012911766591433,0.05050016134236851,5.691950845718384,transition_midpoint_h200,analysis/v18_canonical_pipeline/inputs/cifar_midpoint/seed_456/cifar_midpoint_rope_100x5_seed456.json
cifar,sinusoidal,456,0.01125,0.18248086085217974,0.5335457603115596,3.0400550603866576,transition_midpoint_h200,analysis/v18_canonical_pipeline/inputs/cifar_midpoint/seed_456/cifar_midpoint_sinusoidal_200x5_seed456.json
cifar,alibi,789,0.0375,0.1796190102407663,0.7312598287611393,2.1807724237442017,transition_midpoint_h200,analysis/v18_canonical_pipeline/inputs/cifar_midpoint/seed_789/cifar_midpoint_alibi_100x5_seed789.json
cifar,alibi,789,0.06,0.2783220646112885,0.4761488729687227,2.9171172380447388,transition_midpoint_h200,analysis/v18_canonical_pipeline/inputs/cifar_midpoint/seed_789/cifar_midpoint_alibi_100x5_seed789.json
cifar,learned,789,0.00625,0.22878136850527683,0.11693759832197166,4.672758960723877,transition_midpoint_h200,analysis/v18_canonical_pipeline/inputs/cifar_midpoint/seed_789/cifar_midpoint_learned_400x5_seed789.json
cifar,rope,789,0.225,0.2276018792847329,0.04643610975807762,5.80128846168518,transition_midpoint_h200,analysis/v18_canonical_pipeline/inputs/cifar_midpoint/seed_789/cifar_midpoint_rope_100x5_seed789.json
cifar,sinusoidal,789,0.01125,0.19102749570104258,0.603177374301676,2.7143855333328246,transition_midpoint_h200,analysis/v18_canonical_pipeline/inputs/cifar_midpoint/seed_789/cifar_midpoint_sinusoidal_200x5_seed789.json
cifar,learned,42,0.00025,0.011591611661201612,0.9993127147766323,1.456329345703125,densification,analysis/v18_canonical_pipeline/inputs/densification/cifar_learned_all6.json
cifar,learned,42,0.0005,0.022868853736929387,0.9969072164948454,1.4717346549034118,densification,analysis/v18_canonical_pipeline/inputs/densification/cifar_learned_all6.json
cifar,learned,42,0.00075,0.0349742779991818,0.9962199312714777,1.4877204537391662,densification,analysis/v18_canonical_pipeline/inputs/densification/cifar_learned_all6.json
cifar,learned,42,0.001,0.045699392483009665,0.9941580756013746,1.5042594909667968,densification,analysis/v18_canonical_pipeline/inputs/densification/cifar_learned_all6.json
cifar,learned,123,0.00025,0.011921910790929462,0.998438855160451,1.4607085406780242,densification,analysis/v18_canonical_pipeline/inputs/densification/cifar_learned_all6.json
cifar,learned,123,0.0005,0.024018790363086878,0.9986123156981787,1.4780243813991547,densification,analysis/v18_canonical_pipeline/inputs/densification/cifar_learned_all6.json
cifar,learned,123,0.00075,0.03604573819425176,0.995836947094536,1.4960939586162567,densification,analysis/v18_canonical_pipeline/inputs/densification/cifar_learned_all6.json
cifar,learned,123,0.001,0.047833309435272704,0.9941023417172593,1.514959943294525,densification,analysis/v18_canonical_pipeline/inputs/densification/cifar_learned_all6.json
cifar,learned,456,0.00025,0.00974555794147635,0.9993027714833537,1.4362236440181733,densification,analysis/v18_canonical_pipeline/inputs/densification/cifar_learned_all6.json
cifar,learned,456,0.0005,0.019700113636777445,0.997908314450061,1.4495741248130798,densification,analysis/v18_canonical_pipeline/inputs/densification/cifar_learned_all6.json
cifar,learned,456,0.00075,0.02989837195391547,0.9965138574167683,1.463426685333252,densification,analysis/v18_canonical_pipeline/inputs/densification/cifar_learned_all6.json
cifar,learned,456,0.001,0.04053033367144188,0.9959909360292836,1.4778183817863464,densification,analysis/v18_canonical_pipeline/inputs/densification/cifar_learned_all6.json
cifar,learned,789,0.00025,0.011466544311240393,0.9991260269183709,1.5001844882965087,densification,analysis/v18_canonical_pipeline/inputs/densification/cifar_learned_all6.json
cifar,learned,789,0.0005,0.02308905284431119,0.9977276699877644,1.515386062860489,densification,analysis/v18_canonical_pipeline/inputs/densification/cifar_learned_all6.json
cifar,learned,789,0.00075,0.03473815158172579,0.9959797238245062,1.5310580372810363,densification,analysis/v18_canonical_pipeline/inputs/densification/cifar_learned_all6.json
cifar,learned,789,0.001,0.046277752094800964,0.9930082153469671,1.5472396671772004,densification,analysis/v18_canonical_pipeline/inputs/densification/cifar_learned_all6.json
cifar,learned,1011,0.00025,0.014706025062705793,0.9998249299719888,1.4767927289009095,densification,analysis/v18_canonical_pipeline/inputs/densification/cifar_learned_all6.json
cifar,learned,1011,0.0005,0.029748429606731318,0.998249299719888,1.4926241159439086,densification,analysis/v18_canonical_pipeline/inputs/densification/cifar_learned_all6.json
cifar,learned,1011,0.00075,0.04511316471528229,0.9980742296918768,1.5090146481990814,densification,analysis/v18_canonical_pipeline/inputs/densification/cifar_learned_all6.json
cifar,learned,1011,0.001,0.06031802766467227,0.9961484593837535,1.5261249780654906,densification,analysis/v18_canonical_pipeline/inputs/densification/cifar_learned_all6.json
cifar,learned,1213,0.00025,0.010457976180852431,0.9994752492566031,1.5374895334243774,densification,analysis/v18_canonical_pipeline/inputs/densification/cifar_learned_all6.json
cifar,learned,1213,0.0005,0.020843435158100245,0.9984257477698093,1.5523984491825105,densification,analysis/v18_canonical_pipeline/inputs/densification/cifar_learned_all6.json
cifar,learned,1213,0.00075,0.03124274923142819,0.998600664684275,1.567752856016159,densification,analysis/v18_canonical_pipeline/inputs/densification/cifar_learned_all6.json
cifar,learned,1213,0.001,0.04160708324455762,0.9970264124540843,1.5835772395133971,densification,analysis/v18_canonical_pipeline/inputs/densification/cifar_learned_all6.json
cifar,rope,42,0.005,0.011238242602887763,0.9995142487046632,1.2125428140163421,densification,analysis/v18_canonical_pipeline/inputs/densification/cifar_rope_all6.json
cifar,rope,42,0.01,0.0235521095322422,0.9990284974093264,1.2255807131528855,densification,analysis/v18_canonical_pipeline/inputs/densification/cifar_rope_all6.json
cifar,rope,42,0.015,0.03696623224869792,0.9941709844559585,1.2431407302618027,densification,analysis/v18_canonical_pipeline/inputs/densification/cifar_rope_all6.json
cifar,rope,42,0.02,0.05037473258275163,0.9891515544041452,1.2652562022209168,densification,analysis/v18_canonical_pipeline/inputs/densification/cifar_rope_all6.json
cifar,rope,123,0.005,0.01296573630088253,1.002422480620155,1.1590175598859787,densification,analysis/v18_canonical_pipeline/inputs/densification/cifar_rope_all6.json
cifar,rope,123,0.01,0.037000519243707064,1.000484496124031,1.169542196393013,densification,analysis/v18_canonical_pipeline/inputs/densification/cifar_rope_all6.json
cifar,rope,123,0.015,0.0612054864517373,0.9953165374677003,1.1866714179515838,densification,analysis/v18_canonical_pipeline/inputs/densification/cifar_rope_all6.json
cifar,rope,123,0.02,0.07931140673953056,0.9804586563307495,1.2135681360960007,densification,analysis/v18_canonical_pipeline/inputs/densification/cifar_rope_all6.json
cifar,rope,456,0.005,0.030065505540062824,1.000484027105518,1.1840466111898422,densification,analysis/v18_canonical_pipeline/inputs/densification/cifar_rope_all6.json
cifar,rope,456,0.01,0.07359895473458425,0.995159728944821,1.206804421544075,densification,analysis/v18_canonical_pipeline/inputs/densification/cifar_rope_all6.json
cifar,rope,456,0.015,0.11180543600993521,0.9866085834140046,1.2467928558588028,densification,analysis/v18_canonical_pipeline/inputs/densification/cifar_rope_all6.json
cifar,rope,456,0.02,0.14534301379468484,0.9728944820909973,1.2979043424129486,densification,analysis/v18_canonical_pipeline/inputs/densification/cifar_rope_all6.json
cifar,rope,789,0.005,0.013415031209451873,0.9970774476376035,1.1660351753234863,densification,analysis/v18_canonical_pipeline/inputs/densification/cifar_rope_all6.json
cifar,rope,789,0.01,0.028925115210506724,0.995291443416139,1.1783785015344619,densification,analysis/v18_canonical_pipeline/inputs/densification/cifar_rope_all6.json
cifar,rope,789,0.015,0.0448350780981179,0.9874979704497484,1.1966907113790513,densification,analysis/v18_canonical_pipeline/inputs/densification/cifar_rope_all6.json
cifar,rope,789,0.02,0.06066030639440754,0.9788926773826921,1.2222668200731277,densification,analysis/v18_canonical_pipeline/inputs/densification/cifar_rope_all6.json
cifar,rope,1011,0.005,0.020936076849390833,0.9972514147130154,1.2097477853298186,densification,analysis/v18_canonical_pipeline/inputs/densification/cifar_rope_all6.json
cifar,rope,1011,0.01,0.06572580972652556,0.9920776071139855,1.2268523454666138,densification,analysis/v18_canonical_pipeline/inputs/densification/cifar_rope_all6.json
cifar,rope,1011,0.015,0.10568473880158558,0.980598221503638,1.257811066508293,densification,analysis/v18_canonical_pipeline/inputs/densification/cifar_rope_all6.json
cifar,rope,1011,0.02,0.1406648002986973,0.9699272433306387,1.3042539536952973,densification,analysis/v18_canonical_pipeline/inputs/densification/cifar_rope_all6.json
cifar,rope,1213,0.005,0.015703957326367025,0.9983813531887342,1.1777969866991043,densification,analysis/v18_canonical_pipeline/inputs/densification/cifar_rope_all6.json
cifar,rope,1213,0.01,0.033361166654235615,0.994658465522823,1.1927345484495162,densification,analysis/v18_canonical_pipeline/inputs/densification/cifar_rope_all6.json
cifar,rope,1213,0.015,0.050852458118806364,0.9883457429588864,1.2159190267324447,densification,analysis/v18_canonical_pipeline/inputs/densification/cifar_rope_all6.json
cifar,rope,1213,0.02,0.06724621334548822,0.9791194561346716,1.2477713435888291,densification,analysis/v18_canonical_pipeline/inputs/densification/cifar_rope_all6.json
imagenet,learned,1011,0.00025,0.008902082035266459,0.9981811567842852,0.915932460129261,densification,analysis/v18_canonical_pipeline/inputs/densification/imagenet_learned_seeds_1011_1213.json
imagenet,learned,1011,0.0005,0.019874841014774988,0.9985449254274283,0.925901009188965,densification,analysis/v18_canonical_pipeline/inputs/densification/imagenet_learned_seeds_1011_1213.json
imagenet,learned,1011,0.00075,0.03569738815792629,0.9938159330665698,0.9367829259950667,densification,analysis/v18_canonical_pipeline/inputs/densification/imagenet_learned_seeds_1011_1213.json
imagenet,learned,1011,0.001,0.06171987610140985,0.99017824663514,0.951875459216535,densification,analysis/v18_canonical_pipeline/inputs/densification/imagenet_learned_seeds_1011_1213.json
imagenet,learned,1213,0.00025,0.012255108376152181,0.9996366279069766,0.9599603809881956,densification,analysis/v18_canonical_pipeline/inputs/densification/imagenet_learned_seeds_1011_1213.json
imagenet,learned,1213,0.0005,0.026594509581225452,0.9970930232558138,0.9712307746987789,densification,analysis/v18_canonical_pipeline/inputs/densification/imagenet_learned_seeds_1011_1213.json
imagenet,learned,1213,0.00075,0.04441646702521267,0.9960029069767442,0.9834075591992587,densification,analysis/v18_canonical_pipeline/inputs/densification/imagenet_learned_seeds_1011_1213.json
imagenet,learned,1213,0.001,0.11371086958276297,0.9840116279069766,1.0197002629283816,densification,analysis/v18_canonical_pipeline/inputs/densification/imagenet_learned_seeds_1011_1213.json
imagenet,learned,42,0.00025,0.009458034380346897,0.9989098837209301,0.9554893338121474,densification,analysis/v18_canonical_pipeline/inputs/densification/imagenet_learned_seeds_42_123.json
imagenet,learned,42,0.0005,0.020802489319226205,0.9996366279069766,0.9661892635282129,densification,analysis/v18_canonical_pipeline/inputs/densification/imagenet_learned_seeds_42_123.json
imagenet,learned,42,0.00075,0.04902656173936399,0.998546511627907,0.9789339543320239,densification,analysis/v18_canonical_pipeline/inputs/densification/imagenet_learned_seeds_42_123.json
imagenet,learned,42,0.001,0.10002190138584283,0.9880087209302325,1.0024820289108902,densification,analysis/v18_canonical_pipeline/inputs/densification/imagenet_learned_seeds_42_123.json
imagenet,learned,123,0.00025,0.007448498846294486,0.9996380745566414,0.9099280070979148,densification,analysis/v18_canonical_pipeline/inputs/densification/imagenet_learned_seeds_42_123.json
imagenet,learned,123,0.0005,0.01603901248859653,0.9992761491132828,0.919735922664404,densification,analysis/v18_canonical_pipeline/inputs/densification/imagenet_learned_seeds_42_123.json
imagenet,learned,123,0.00075,0.02942556345657348,0.995656894679696,0.9302207811269909,densification,analysis/v18_canonical_pipeline/inputs/densification/imagenet_learned_seeds_42_123.json
imagenet,learned,123,0.001,0.04833413888637212,0.9945711183496201,0.9422781948000193,densification,analysis/v18_canonical_pipeline/inputs/densification/imagenet_learned_seeds_42_123.json
imagenet,learned,456,0.00025,0.004106843010664594,0.9988978692138134,0.9657847701571882,densification,analysis/v18_canonical_pipeline/inputs/densification/imagenet_learned_seeds_456_789.json
imagenet,learned,456,0.0005,0.008517517574208598,0.9963262307127113,0.9754698004573583,densification,analysis/v18_canonical_pipeline/inputs/densification/imagenet_learned_seeds_456_789.json
imagenet,learned,456,0.00075,0.013355914509740451,0.9959588537839825,0.9854988751001656,densification,analysis/v18_canonical_pipeline/inputs/densification/imagenet_learned_seeds_456_789.json
imagenet,learned,456,0.001,0.019197394971012208,0.9930198383541514,0.9958227118011564,densification,analysis/v18_canonical_pipeline/inputs/densification/imagenet_learned_seeds_456_789.json
imagenet,learned,789,0.00025,0.014179047462371136,0.998531031950055,0.9622298531234265,densification,analysis/v18_canonical_pipeline/inputs/densification/imagenet_learned_seeds_456_789.json
imagenet,learned,789,0.0005,0.033618984202980734,0.9966948218876239,0.9777514616958797,densification,analysis/v18_canonical_pipeline/inputs/densification/imagenet_learned_seeds_456_789.json
imagenet,learned,789,0.00075,0.061390970707639395,0.9897172236503856,1.0001815845258535,densification,analysis/v18_canonical_pipeline/inputs/densification/imagenet_learned_seeds_456_789.json
imagenet,learned,789,0.001,0.0918774317002631,0.9827396254131472,1.038944720942527,densification,analysis/v18_canonical_pipeline/inputs/densification/imagenet_learned_seeds_456_789.json
imagenet,rope,42,0.0125,0.01934129838893027,0.9955509924709103,0.6851123815402389,densification,analysis/v18_canonical_pipeline/inputs/densification/imagenet_rope_optional_all6.json
imagenet,rope,42,0.0375,0.049010925511211445,0.972621492128679,0.805359807331115,densification,analysis/v18_canonical_pipeline/inputs/densification/imagenet_rope_optional_all6.json
imagenet,rope,123,0.0125,0.02350169297779859,0.9955280357757137,0.7265695990994573,densification,analysis/v18_canonical_pipeline/inputs/densification/imagenet_rope_optional_all6.json
imagenet,rope,123,0.0375,0.04979620274910563,0.9656002751977985,0.86250009839423,densification,analysis/v18_canonical_pipeline/inputs/densification/imagenet_rope_optional_all6.json
imagenet,rope,456,0.0125,0.022933192906942776,1.0017152658662092,0.7476379223167896,densification,analysis/v18_canonical_pipeline/inputs/densification/imagenet_rope_optional_all6.json
imagenet,rope,456,0.0375,0.05224675931451624,0.9612349914236707,0.8947812992148101,densification,analysis/v18_canonical_pipeline/inputs/densification/imagenet_rope_optional_all6.json
imagenet,rope,789,0.0125,0.019635474449633344,0.9969335604770017,0.7652424825821071,densification,analysis/v18_canonical_pipeline/inputs/densification/imagenet_rope_optional_all6.json
imagenet,rope,789,0.0375,0.04538761075047529,0.9625212947189098,0.9317422278691083,densification,analysis/v18_canonical_pipeline/inputs/densification/imagenet_rope_optional_all6.json
imagenet,rope,1011,0.0125,0.020338535064103682,0.9996570644718792,0.715755789866671,densification,analysis/v18_canonical_pipeline/inputs/densification/imagenet_rope_optional_all6.json
imagenet,rope,1011,0.0375,0.05288581165123381,0.9790809327846365,0.8489850381854922,densification,analysis/v18_canonical_pipeline/inputs/densification/imagenet_rope_optional_all6.json
imagenet,rope,1213,0.0125,0.02159239584565684,0.9979459089352961,0.7185778017621487,densification,analysis/v18_canonical_pipeline/inputs/densification/imagenet_rope_optional_all6.json
imagenet,rope,1213,0.0375,0.04969084902961034,0.9657651489216021,0.8216873661614954,densification,analysis/v18_canonical_pipeline/inputs/densification/imagenet_rope_optional_all6.json
imagenet,alibi,42,0.0025,0.011871486707873894,0.9871931696905017,0.884551395708695,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/attacks_alibi.json
imagenet,alibi,42,0.005,0.02344294124747467,0.9580220562077554,0.9969297545030713,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/attacks_alibi.json
imagenet,alibi,42,0.01,0.051448866920336234,0.8384916399857703,1.3531272828578949,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/attacks_alibi.json
imagenet,alibi,42,0.0125,0.06400935764894843,0.7317680540732836,1.6882580460980534,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/attacks_alibi.json
imagenet,alibi,42,0.015,0.07605946428856944,0.6207755247242974,2.07724983766675,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/attacks_alibi.json
imagenet,alibi,42,0.02,0.09885957205718719,0.424048381358947,2.8571828961372376,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/attacks_alibi.json
imagenet,alibi,42,0.025,0.12049825139216758,0.2746353610814657,3.442315639555454,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/attacks_alibi.json
imagenet,learned,42,0.00125,0.12604614375043002,0.9752906976744186,1.0262042732909322,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/attacks_learned.json
imagenet,learned,42,0.0015,0.1512684182149666,0.9676598837209303,1.0530317341908813,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/attacks_learned.json
imagenet,learned,42,0.00175,0.17438579900517864,0.9629360465116279,1.1403881462756544,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/attacks_learned.json
imagenet,learned,42,0.002,0.20053695436742636,0.9127906976744184,1.3010669801384211,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/attacks_learned.json
imagenet,learned,42,0.00225,0.22506034283069076,0.7034883720930232,2.0314271587878467,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/attacks_learned.json
imagenet,learned,42,0.0025,0.25148879393004375,0.3986191860465116,3.1527364179491997,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/attacks_learned.json
imagenet,rope,42,0.025,0.03268049685232364,0.9876796714579055,0.7255033292341977,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/attacks_rope.json
imagenet,rope,42,0.05,0.07953193456001827,0.904517453798768,1.032815572200343,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/attacks_rope.json
imagenet,rope,42,0.06,0.1101489733910826,0.7522245037645449,1.5971148785203695,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/attacks_rope.json
imagenet,rope,42,0.07,0.13736459069198237,0.472621492128679,2.7699449229985476,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/attacks_rope.json
imagenet,rope,42,0.075,0.14381839803997426,0.31793292265571527,3.509571996331215,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/attacks_rope.json
imagenet,rope,42,0.08,0.15221343326195913,0.18514715947980837,4.110046589374543,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/attacks_rope.json
imagenet,rope,42,0.09,0.1650690188919318,0.08829568788501027,4.7608840122818945,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/attacks_rope.json
imagenet,rope,42,0.1,0.17690151138693405,0.060232717316906235,5.05559624582529,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/attacks_rope.json
imagenet,sinusoidal,42,0.0025,0.006677460320696461,0.9904728299223712,0.9152050741016865,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/attacks_sinusoidal.json
imagenet,sinusoidal,42,0.005,0.02232142756403102,0.9650670430486943,1.0318757281638682,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/attacks_sinusoidal.json
imagenet,sinusoidal,42,0.006,0.04029595845772871,0.936485532815808,1.1304938427172602,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/attacks_sinusoidal.json
imagenet,sinusoidal,42,0.007,0.06193270764730229,0.8362738179251941,1.4848722121678293,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/attacks_sinusoidal.json
imagenet,sinusoidal,42,0.008,0.07824530995448441,0.5885673959068454,2.41097138337791,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/attacks_sinusoidal.json
imagenet,sinusoidal,42,0.009,0.08740585671286598,0.33521524347212417,3.4406072653830053,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/attacks_sinusoidal.json
imagenet,sinusoidal,42,0.01,0.09376408601574558,0.176076217360621,4.275195437669754,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/attacks_sinusoidal.json
imagenet,sinusoidal,42,0.02,0.09867487214415757,0.02258292166549047,7.077130046486855,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/attacks_sinusoidal.json
imagenet,alibi,123,0.0025,0.012231312285763256,0.985790408525755,0.9042289577424526,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/attacks_alibi.json
imagenet,alibi,123,0.005,0.023993779301492824,0.9673179396092363,0.9965461631305516,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/attacks_alibi.json
imagenet,alibi,123,0.01,0.05304609461657292,0.8238010657193606,1.3691695949062705,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/attacks_alibi.json
imagenet,alibi,123,0.0125,0.06605359146152201,0.7214920071047958,1.693521181680262,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/attacks_alibi.json
imagenet,alibi,123,0.015,0.0783221177971553,0.6095914742451155,2.0841881688684225,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/attacks_alibi.json
imagenet,alibi,123,0.02,0.10063814838317084,0.3996447602131439,2.905833911895752,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/attacks_alibi.json
imagenet,alibi,123,0.025,0.12307873248140365,0.2536412078152753,3.5577420189976694,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/attacks_alibi.json
