dataset,family,seed,budget,rho,accuracy,attack_loss,source_class,source
imagenet,learned,123,0.00125,0.07592459969608399,0.9887803112558814,0.9599610523786396,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/attacks_learned.json
imagenet,learned,123,0.0015,0.09580649530942457,0.9851610568222946,0.9778741143178195,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/attacks_learned.json
imagenet,learned,123,0.00175,0.11327960264820501,0.9482446615997105,1.079444454330951,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/attacks_learned.json
imagenet,learned,123,0.002,0.13326648855470857,0.8946796959826276,1.2872217059135438,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/attacks_learned.json
imagenet,learned,123,0.00225,0.15297248043074443,0.7756062251176259,1.7177569059655071,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/attacks_learned.json
imagenet,learned,123,0.0025,0.17393032798566513,0.50814332247557,2.711404598131776,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/attacks_learned.json
imagenet,rope,123,0.025,0.031172332047151228,0.9917440660474716,0.7618031780235469,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/attacks_rope.json
imagenet,rope,123,0.05,0.07673827737893485,0.8844169246646026,1.145845869416371,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/attacks_rope.json
imagenet,rope,123,0.06,0.09594790132997633,0.7162022703818369,1.7775528710335493,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/attacks_rope.json
imagenet,rope,123,0.07,0.11112375611600724,0.42380460956312344,2.988739275187254,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/attacks_rope.json
imagenet,rope,123,0.075,0.11653567145491965,0.28207774337805297,3.5449627175927163,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/attacks_rope.json
imagenet,rope,123,0.08,0.12275551907961023,0.1874785001719986,4.060412986576557,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/attacks_rope.json
imagenet,rope,123,0.09,0.1340420183739759,0.09700722394220845,4.649489076435566,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/attacks_rope.json
imagenet,rope,123,0.1,0.1441585463562157,0.06776745786033711,4.98576333373785,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/attacks_rope.json
imagenet,sinusoidal,123,0.0025,0.0070253496644224695,0.9882978723404257,0.9292313300538808,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/attacks_sinusoidal.json
imagenet,sinusoidal,123,0.005,0.02213642838910859,0.9624113475177306,1.0609255641233175,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/attacks_sinusoidal.json
imagenet,sinusoidal,123,0.006,0.04783007502869729,0.924468085106383,1.1626625802833588,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/attacks_sinusoidal.json
imagenet,sinusoidal,123,0.007,0.0755758041346782,0.7549645390070923,1.6669844878837465,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/attacks_sinusoidal.json
imagenet,sinusoidal,123,0.008,0.088097816001208,0.498581560283688,2.6184141539037227,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/attacks_sinusoidal.json
imagenet,sinusoidal,123,0.009,0.09365443265874125,0.3067375886524823,3.416346290707588,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/attacks_sinusoidal.json
imagenet,sinusoidal,123,0.01,0.09746627733932789,0.18368794326241136,4.051004181802273,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/attacks_sinusoidal.json
imagenet,sinusoidal,123,0.02,0.09484895419774633,0.019858156028368795,7.199779182672501,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/attacks_sinusoidal.json
imagenet,alibi,456,0.0025,0.01200795241186736,0.9867525957751521,0.9256310096476227,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/attacks_alibi.json
imagenet,alibi,456,0.005,0.023573575583011153,0.9595417114214106,1.0151143023744225,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/attacks_alibi.json
imagenet,alibi,456,0.01,0.04587846261621027,0.8775510204081631,1.3472566392272711,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/attacks_alibi.json
imagenet,alibi,456,0.0125,0.06476894331013897,0.7440028643036162,1.6692839870229363,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/attacks_alibi.json
imagenet,alibi,456,0.015,0.07697429763287883,0.623344074471894,2.0946867439895867,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/attacks_alibi.json
imagenet,alibi,456,0.02,0.10014030796530721,0.4153240243465807,2.920415258407593,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/attacks_alibi.json
imagenet,alibi,456,0.025,0.12231729742645932,0.25277479412817755,3.528396297991276,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/attacks_alibi.json
imagenet,learned,456,0.00125,0.039192013136129016,0.9893460690668627,1.0069205991458148,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/attacks_learned.json
imagenet,learned,456,0.0015,0.07195597462763634,0.9867744305657606,1.0272789953742176,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/attacks_learned.json
imagenet,learned,456,0.00175,0.0805099891000621,0.9823659074210139,1.0557661158964038,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/attacks_learned.json
imagenet,learned,456,0.002,0.1541308802355012,0.9643644379132992,1.1277034767903387,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/attacks_learned.json
imagenet,learned,456,0.00225,0.18363223324483946,0.9180749448934609,1.2644842973910273,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/attacks_learned.json
imagenet,learned,456,0.0025,0.2072542416193139,0.7468772961058046,1.9521253767423332,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/attacks_learned.json
imagenet,rope,456,0.025,0.03308427223375716,0.9934819897084048,0.7871247276198119,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/attacks_rope.json
imagenet,rope,456,0.05,0.07957536425451862,0.8888507718696398,1.156024044752121,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/attacks_rope.json
imagenet,rope,456,0.06,0.09882895053946845,0.7197255574614065,1.7806172009557486,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/attacks_rope.json
imagenet,rope,456,0.07,0.11326943081690141,0.39656946826758155,3.0975724555552007,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/attacks_rope.json
imagenet,rope,456,0.075,0.11917144259835294,0.2490566037735849,3.739536549896002,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/attacks_rope.json
imagenet,rope,456,0.08,0.12577415092758368,0.17358490566037735,4.165382465720176,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/attacks_rope.json
imagenet,rope,456,0.09,0.13527921641875268,0.08473413379073756,4.7409865200519565,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/attacks_rope.json
imagenet,rope,456,0.1,0.14678083606675324,0.06243567753001716,4.977370947599411,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/attacks_rope.json
imagenet,sinusoidal,456,0.0025,0.006791262570392758,0.9879132598649129,0.9188811589032412,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/attacks_sinusoidal.json
imagenet,sinusoidal,456,0.005,0.017250486504273257,0.967294703163882,1.0209956229198724,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/attacks_sinusoidal.json
imagenet,sinusoidal,456,0.006,0.026714415137341643,0.9512975471027373,1.0750849202275277,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/attacks_sinusoidal.json
imagenet,sinusoidal,456,0.007,0.05495571021801737,0.9125488801990757,1.1732732680626214,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/attacks_sinusoidal.json
imagenet,sinusoidal,456,0.008,0.08216528832318418,0.7511553501599716,1.674933017604053,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/attacks_sinusoidal.json
imagenet,sinusoidal,456,0.009,0.09265649757762363,0.4998222538215429,2.6454113356769087,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/attacks_sinusoidal.json
imagenet,sinusoidal,456,0.01,0.09835189798621874,0.28226093138997516,3.5690759852528573,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/attacks_sinusoidal.json
imagenet,sinusoidal,456,0.02,0.09771691619260302,0.01848560255954497,7.030694741010666,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/attacks_sinusoidal.json
imagenet,alibi,789,0.0025,0.012133049466770981,0.990343347639485,0.9456572300288826,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/attacks_alibi.json
imagenet,alibi,789,0.005,0.023881334558597492,0.9717453505007152,1.025782998977229,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/attacks_alibi.json
imagenet,alibi,789,0.01,0.05119169520840806,0.8454935622317595,1.2972381601110101,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/attacks_alibi.json
imagenet,alibi,789,0.0125,0.06379862792038689,0.7535765379113019,1.6266557971015572,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/attacks_alibi.json
imagenet,alibi,789,0.015,0.0759387719632624,0.650214592274678,2.0316739335656164,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/attacks_alibi.json
imagenet,alibi,789,0.02,0.09910934382500373,0.42739628040057226,2.8214652687311172,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/attacks_alibi.json
imagenet,alibi,789,0.025,0.12119486644812684,0.28290414878397707,3.393049054592848,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/attacks_alibi.json
imagenet,learned,789,0.00125,0.11864891629311786,0.9702533969886155,1.097148411720991,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/attacks_learned.json
imagenet,learned,789,0.0015,0.13971791648336368,0.948586118251928,1.1816174027044326,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/attacks_learned.json
imagenet,learned,789,0.00175,0.16810069620493584,0.8501652589056188,1.485250973980874,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/attacks_learned.json
imagenet,learned,789,0.002,0.20203655854498379,0.5978699963275799,2.3162737146019934,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/attacks_learned.json
imagenet,learned,789,0.00225,0.22631038749708526,0.37201615864854937,3.1222975842654703,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/attacks_learned.json
imagenet,learned,789,0.0025,0.24343751236767738,0.24605214836577305,3.5913335397839545,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/attacks_learned.json
imagenet,rope,789,0.025,0.028172269668562018,0.9908006814310051,0.8155850644223392,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/attacks_rope.json
imagenet,rope,789,0.05,0.07349061913575283,0.8695059625212948,1.2415039813611657,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/attacks_rope.json
imagenet,rope,789,0.06,0.09359498731839097,0.6606473594548552,1.9592162491753697,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/attacks_rope.json
imagenet,rope,789,0.07,0.11204876624036988,0.3441226575809199,3.396522707492113,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/attacks_rope.json
imagenet,rope,789,0.075,0.11779149267953186,0.21396933560477,4.046816159784794,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/attacks_rope.json
imagenet,rope,789,0.08,0.12567510327046366,0.1434412265758092,4.503347539901734,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/attacks_rope.json
imagenet,rope,789,0.09,0.1375720964226727,0.08756388415672912,4.977632649242878,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/attacks_rope.json
imagenet,rope,789,0.1,0.14962034156462223,0.05792163543441227,5.247025041282177,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/attacks_rope.json
imagenet,sinusoidal,789,0.0025,0.007077614218340129,0.9848056537102473,0.8980085078626872,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/attacks_sinusoidal.json
imagenet,sinusoidal,789,0.005,0.018402315142462652,0.9632508833922261,1.013153479155153,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/attacks_sinusoidal.json
imagenet,sinusoidal,789,0.006,0.033793129323895166,0.9353356890459364,1.0898726063314825,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/attacks_sinusoidal.json
imagenet,sinusoidal,789,0.007,0.0664768161439356,0.8600706713780918,1.3031608121935279,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/attacks_sinusoidal.json
imagenet,sinusoidal,789,0.008,0.08231993226360206,0.6837455830388692,1.880691079236567,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/attacks_sinusoidal.json
imagenet,sinusoidal,789,0.009,0.08964630581603189,0.47102473498233216,2.7719237454235555,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/attacks_sinusoidal.json
imagenet,sinusoidal,789,0.01,0.09197322250124108,0.30459363957597174,3.6330587111413477,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/attacks_sinusoidal.json
imagenet,sinusoidal,789,0.02,0.10188481685349114,0.028621908127208478,7.015483653545379,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/attacks_sinusoidal.json
imagenet,alibi,1011,0.0025,0.012215570735179104,0.9886805801202688,0.9045325521845371,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/attacks_alibi.json
imagenet,alibi,1011,0.005,0.024133473641477533,0.9635656172621153,1.0078137044794857,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/attacks_alibi.json
imagenet,alibi,1011,0.01,0.05231423162046233,0.8107534488857447,1.4020955050364137,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/attacks_alibi.json
imagenet,alibi,1011,0.0125,0.06493926537656577,0.7110010611956138,1.7608152685686946,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/attacks_alibi.json
imagenet,alibi,1011,0.015,0.07780444525749311,0.5843650512911214,2.2226772416383027,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/attacks_alibi.json
imagenet,alibi,1011,0.02,0.09987204814125204,0.4248319773611603,2.8386364497244356,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/attacks_alibi.json
imagenet,alibi,1011,0.025,0.12332677005482341,0.2260346657233817,3.67242379412055,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/attacks_alibi.json
imagenet,learned,1011,0.00125,0.11625110263324683,0.9770825754819936,0.9916367982979863,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/attacks_learned.json
imagenet,learned,1011,0.0015,0.13473936023924896,0.9578028373954165,1.0522151485551148,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/attacks_learned.json
imagenet,learned,1011,0.00175,0.1527151290841689,0.9410694798108403,1.1109807181172073,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/attacks_learned.json
imagenet,learned,1011,0.002,0.16570626423074564,0.9243361222262642,1.1637991027906538,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/attacks_learned.json
imagenet,learned,1011,0.00225,0.1544406191226164,0.870134594397963,1.340670898836106,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/attacks_learned.json
imagenet,learned,1011,0.0025,0.14498283717886198,0.6929792651873409,1.9723214881494642,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/attacks_learned.json
imagenet,rope,1011,0.025,0.033065122960332066,0.9907407407407407,0.7613012162502855,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/attacks_rope.json
imagenet,rope,1011,0.05,0.08778417726363623,0.8919753086419752,1.1294029183220118,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/attacks_rope.json
imagenet,rope,1011,0.06,0.11875385620320429,0.7270233196159122,1.7093411292880774,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/attacks_rope.json
imagenet,rope,1011,0.07,0.13690896039818734,0.38340192043895743,3.1624413624405863,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/attacks_rope.json
imagenet,rope,1011,0.075,0.14367974360114208,0.25891632373113854,3.8051387667655945,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/attacks_rope.json
imagenet,rope,1011,0.08,0.14976125862061831,0.15054869684499314,4.337875072658062,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/attacks_rope.json
imagenet,rope,1011,0.09,0.16072112698458513,0.07510288065843622,4.787743252515793,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/attacks_rope.json
imagenet,rope,1011,0.1,0.17046010676121465,0.05452674897119341,5.127431425452232,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/attacks_rope.json
imagenet,sinusoidal,1011,0.0025,0.00620397376379672,0.987012987012987,0.9118772026151418,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/attacks_sinusoidal.json
imagenet,sinusoidal,1011,0.005,0.018066761528137475,0.9687609687609687,1.035861198231578,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/attacks_sinusoidal.json
imagenet,sinusoidal,1011,0.006,0.032383096373176413,0.9431379431379432,1.1132183449342847,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/attacks_sinusoidal.json
imagenet,sinusoidal,1011,0.007,0.06262430121714936,0.8557388557388558,1.3605155980214476,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/attacks_sinusoidal.json
imagenet,sinusoidal,1011,0.008,0.07948579220604257,0.6525096525096525,2.1713128603994845,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/attacks_sinusoidal.json
imagenet,sinusoidal,1011,0.009,0.08845850008529103,0.4011934011934012,3.1650741174817085,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/attacks_sinusoidal.json
imagenet,sinusoidal,1011,0.01,0.09361133010580415,0.22744822744822743,3.940271408855915,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/attacks_sinusoidal.json
imagenet,sinusoidal,1011,0.02,0.09574811439212834,0.024921024921024923,7.384656006097794,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/attacks_sinusoidal.json
imagenet,alibi,1213,0.0025,0.013206398726246165,0.9881550610193827,0.9037217553239316,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/attacks_alibi.json
imagenet,alibi,1213,0.005,0.026308400729496584,0.969849246231156,1.0130757979117333,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/attacks_alibi.json
imagenet,alibi,1213,0.01,0.05887526336210574,0.8557071069633885,1.4135750784538685,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/attacks_alibi.json
imagenet,alibi,1213,0.0125,0.073507846767792,0.7674084709260589,1.7190425822511315,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/attacks_alibi.json
imagenet,alibi,1213,0.015,0.08295176309731546,0.648600143575018,2.074439347162843,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/attacks_alibi.json
imagenet,alibi,1213,0.02,0.10674881304385847,0.4260588657573583,2.8456704348325728,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/attacks_alibi.json
imagenet,alibi,1213,0.025,0.12918397487392716,0.2627422828427854,3.448216123878956,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/attacks_alibi.json
imagenet,learned,1213,0.00125,0.14000343831709025,0.9640261627906975,1.0713483716826886,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/attacks_learned.json
imagenet,learned,1213,0.0015,0.16308414603987287,0.9451308139534882,1.126318195834756,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/attacks_learned.json
imagenet,learned,1213,0.00175,0.18344720973461706,0.929142441860465,1.1845268643461169,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/attacks_learned.json
imagenet,learned,1213,0.002,0.12153358217423096,0.8975290697674418,1.2599426617380232,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/attacks_learned.json
imagenet,learned,1213,0.00225,0.13562637825404078,0.7063953488372092,1.989008124731481,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/attacks_learned.json
imagenet,learned,1213,0.0025,0.15420556028289492,0.37754360465116277,3.3443319290876388,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/attacks_learned.json
imagenet,rope,1213,0.025,0.03544043600360341,0.9904142416980485,0.7522409739904106,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/attacks_rope.json
imagenet,rope,1213,0.05,0.07532781577739123,0.9014036288942142,1.0638451628386973,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/attacks_rope.json
imagenet,rope,1213,0.06,0.10096029532752554,0.7363916466963368,1.6411880056373775,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/attacks_rope.json
imagenet,rope,1213,0.07,0.11961863183809139,0.43135912358781237,2.952264875918627,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/attacks_rope.json
imagenet,rope,1213,0.075,0.1288077834205875,0.2916809311879493,3.648555536568165,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/attacks_rope.json
imagenet,rope,1213,0.08,0.1355048635700807,0.1807600136939404,4.202827522158623,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/attacks_rope.json
imagenet,rope,1213,0.09,0.14734749411013023,0.08558712769599451,4.778904719650745,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/attacks_rope.json
imagenet,rope,1213,0.1,0.15863692245894911,0.0657309140705238,5.056574349105358,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/attacks_rope.json
imagenet,sinusoidal,1213,0.0025,0.006602441033180775,0.9906976744186047,0.9333281429018825,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/attacks_sinusoidal.json
imagenet,sinusoidal,1213,0.005,0.019692442686974156,0.9649373881932022,1.0508679289370775,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/attacks_sinusoidal.json
imagenet,sinusoidal,1213,0.006,0.03438124045585196,0.9427549194991056,1.1271552891936154,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/attacks_sinusoidal.json
imagenet,sinusoidal,1213,0.007,0.060042437007271826,0.863685152057245,1.3419647811446338,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/attacks_sinusoidal.json
imagenet,sinusoidal,1213,0.008,0.07842586947735847,0.6669051878354204,2.0722640607506038,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/attacks_sinusoidal.json
imagenet,sinusoidal,1213,0.009,0.08772296254888175,0.4300536672629696,2.9879256751388312,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/attacks_sinusoidal.json
imagenet,sinusoidal,1213,0.01,0.09278054047809267,0.25044722719141327,3.749497290700674,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/attacks_sinusoidal.json
imagenet,sinusoidal,1213,0.02,0.09826531099701107,0.024329159212880147,7.4727789729833605,base,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/attacks_sinusoidal.json
