dataset,family,seed,budget,rho,accuracy,n_draws,rho_sd_across_draws,accuracy_sd_across_draws,sources
imagenet,learned,1213,0.08,0.12891440606242285,0.9870276162790697,10,0.001825273778687168,0.001997995871994485,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/noise_all_families.json
imagenet,rope,42,0.025,0.02430948201898513,0.9987679671457906,10,0.00046406572551477266,0.0005634993855910768,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/noise_all_families.json
imagenet,rope,42,0.05,0.04864545349210842,0.9981177275838468,10,0.0009399838597417722,0.0008725221618057194,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/noise_all_families.json
imagenet,rope,42,0.1,0.09749916728933629,0.9972621492128679,10,0.0018947890697297695,0.0016688043393027242,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/noise_all_families.json
imagenet,rope,42,0.2,0.19656934798531803,0.9927104722792608,10,0.003735730903397347,0.002164761693978651,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/noise_all_families.json
imagenet,rope,42,0.4,0.4001870282555096,0.9690622861054073,10,0.006410769362337599,0.003166333608821474,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/noise_all_families.json
imagenet,rope,123,0.025,0.02422782477047704,0.999346405228758,10,0.00045813827540517227,0.0010055342859027019,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/noise_all_families.json
imagenet,rope,123,0.05,0.04848125194807981,0.9988304093567251,10,0.0009212209022618067,0.001387408183671951,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/noise_all_families.json
imagenet,rope,123,0.1,0.09716775077543247,0.9981768145854832,10,0.0018514175777395482,0.0020643019795294547,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/noise_all_families.json
imagenet,rope,123,0.2,0.19562081281906288,0.9951152390780873,10,0.0036205869590519154,0.0018260318071225217,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/noise_all_families.json
imagenet,rope,123,0.4,0.396541476866904,0.9709666322669419,10,0.0061954384614652264,0.0035976550168598733,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/noise_all_families.json
imagenet,rope,456,0.025,0.02446019499433335,0.9996569468267582,10,0.00043539223061731566,0.0006263265380276789,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/noise_all_families.json
imagenet,rope,456,0.05,0.04891004640692895,0.9993825042881648,10,0.0008654642585289519,0.0011526223595978667,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/noise_all_families.json
imagenet,rope,456,0.1,0.0979216843346733,0.9984562607204117,10,0.0017516505166488773,0.0016352601081846949,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/noise_all_families.json
imagenet,rope,456,0.2,0.1973076689040697,0.9936192109777016,10,0.0034626445037517287,0.0027596300750597287,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/noise_all_families.json
imagenet,rope,456,0.4,0.40085872274090306,0.9648027444253859,10,0.0061750228227636,0.005458271978109094,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/noise_all_families.json
imagenet,rope,789,0.025,0.024724375886650076,0.9999659284497444,10,0.0004948243876821089,0.000589042702096064,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/noise_all_families.json
imagenet,rope,789,0.05,0.04952217834707281,0.9996252129471891,10,0.000990027632472412,0.0006105476459154726,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/noise_all_families.json
imagenet,rope,789,0.1,0.09906883692158881,0.9981260647359453,10,0.0020111617756669205,0.001804684677123274,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/noise_all_families.json
imagenet,rope,789,0.2,0.19936502533063966,0.994037478705281,10,0.0037876245603705757,0.0024895298372269144,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/noise_all_families.json
imagenet,rope,789,0.4,0.4047039698917005,0.9691311754684838,10,0.006573530136795702,0.005578215647612142,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/noise_all_families.json
imagenet,rope,1011,0.025,0.02405117148244678,0.9991769547325102,10,0.00030796185683143473,0.0009860017673912964,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,rope,1011,0.05,0.04813611945101389,0.9984910836762688,10,0.0006121805310840658,0.0010747745106120764,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,rope,1011,0.1,0.09646432806854477,0.9968106995884772,10,0.0012292079227868003,0.0014463949325913739,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,rope,1011,0.2,0.19433602932577396,0.991460905349794,10,0.0023804889679052504,0.002501575668801901,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,rope,1011,0.4,0.39524297426945065,0.9653978052126199,10,0.004027851138199251,0.003086208057228727,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,rope,1213,0.025,0.025281603598222867,0.9995891817870592,10,0.0004877993950432027,0.0006208590897516706,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/noise_all_families.json
imagenet,rope,1213,0.05,0.05047708360492083,0.9998972954467649,10,0.0009583236260072671,0.0009136423097682808,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/noise_all_families.json
imagenet,rope,1213,0.1,0.10089194478570777,0.9980486134885312,10,0.0019526852684050933,0.0019166761173690944,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/noise_all_families.json
imagenet,rope,1213,0.2,0.20267675264210155,0.9914755220814788,10,0.003987864290703857,0.002379807846663717,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/noise_all_families.json
imagenet,rope,1213,0.4,0.40959589556059023,0.9635056487504279,10,0.007197163433443397,0.0038265518883600132,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/noise_all_families.json
imagenet,sinusoidal,42,0.01,0.008087899594080527,0.9993295695130557,10,0.00011056736215138443,0.00026036160457751167,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/noise_all_families.json
imagenet,sinusoidal,42,0.025,0.020336234505195217,0.9986591390261115,10,0.00027998744066414053,0.00096705738843072,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/noise_all_families.json
imagenet,sinusoidal,42,0.05,0.0414763892130177,0.9989767113620325,10,0.0005767597024377487,0.001271704344462515,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/noise_all_families.json
imagenet,sinusoidal,42,0.1,0.08694601293286845,0.999894142554693,10,0.0011355347944640556,0.0015340201213326886,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/noise_all_families.json
imagenet,sinusoidal,42,0.2,0.18115542909399895,0.9929781227946364,10,0.0018227002259280473,0.005024564608219461,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/noise_all_families.json
imagenet,sinusoidal,123,0.01,0.007993780451881085,0.9994326241134752,10,5.56679819535397e-05,0.0007696841889408571,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/noise_all_families.json
imagenet,sinusoidal,123,0.025,0.020098932352603367,0.998404255319149,10,0.00013586236034019122,0.0008726254763731305,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/noise_all_families.json
imagenet,sinusoidal,123,0.05,0.0409728341579909,0.998758865248227,10,0.0002551392339218995,0.0010993543284715422,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/noise_all_families.json
imagenet,sinusoidal,123,0.1,0.08590636893715196,0.99822695035461,10,0.00046777788523361656,0.0021795613374214714,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/noise_all_families.json
imagenet,sinusoidal,123,0.2,0.18051163740030665,0.991808510638298,10,0.0008765604118696812,0.004334855586493445,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/noise_all_families.json
imagenet,sinusoidal,456,0.01,0.008251360738838257,1.000071098471383,10,7.084975934939856e-05,0.0007824421860040203,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/noise_all_families.json
imagenet,sinusoidal,456,0.025,0.020726955225029858,0.9993956629932457,10,0.00017571156537460312,0.001536359569462079,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/noise_all_families.json
imagenet,sinusoidal,456,0.05,0.04217409329938733,0.99825808745112,10,0.0003513978185178963,0.0016286396064489706,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/noise_all_families.json
imagenet,sinusoidal,456,0.1,0.08796075391512195,0.9962673302523996,10,0.0006823923112420876,0.00249830177062546,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/noise_all_families.json
imagenet,sinusoidal,456,0.2,0.18342490041843998,0.988162104514753,10,0.0010583639534091154,0.003876334041531151,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/noise_all_families.json
imagenet,sinusoidal,789,0.01,0.008233551433606436,0.9991166077738516,10,7.339562904369994e-05,0.0006918339295918993,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/noise_all_families.json
imagenet,sinusoidal,789,0.025,0.020727932488189393,0.9981625441696111,10,0.000190693648454462,0.0011149266964616516,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/noise_all_families.json
imagenet,sinusoidal,789,0.05,0.042412363932143544,0.9962190812720848,10,0.00040272969719809103,0.0014236965011440515,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/noise_all_families.json
imagenet,sinusoidal,789,0.1,0.08909906408722312,0.9934628975265017,10,0.0007564679856171586,0.0024832943041587473,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/noise_all_families.json
imagenet,sinusoidal,789,0.2,0.18468987134887838,0.9836395759717315,10,0.0010864457041892673,0.0037286175622308244,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/noise_all_families.json
imagenet,sinusoidal,1011,0.01,0.008692496740717323,0.9990171990171991,10,0.00017981692474580447,0.0008239998531255162,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,0.025,0.021741212473403153,0.9986310986310987,10,0.00040828857739185067,0.0009279223146787377,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,0.05,0.043985560978728244,0.9984906984906985,10,0.0005240467801478376,0.0015614146713891304,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,0.1,0.09079362323834637,0.994980694980695,10,0.0009023861720869359,0.0024656230568738647,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1011,0.2,0.18656388633628007,0.9833625833625834,10,0.0015576741941272494,0.0035649534383738126,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,sinusoidal,1213,0.01,0.008029730471817643,0.9993917710196781,10,4.848610140192785e-05,0.0006964246306812382,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/noise_all_families.json
imagenet,sinusoidal,1213,0.025,0.020208058528141965,0.9991771019677997,10,0.00012423670454721336,0.0009548297627309584,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/noise_all_families.json
imagenet,sinusoidal,1213,0.05,0.04129394169555151,0.9996064400715564,10,0.00026092558865252783,0.00164778254196675,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/noise_all_families.json
imagenet,sinusoidal,1213,0.1,0.08666862113084421,0.9996422182468695,10,0.0005402002044288184,0.0018398626858129644,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/noise_all_families.json
imagenet,sinusoidal,1213,0.2,0.1805925295301252,0.9933452593917711,10,0.0009171525868541692,0.003699770116539774,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/noise_all_families.json
