dataset,family,seed,budget,rho,accuracy,n_draws,rho_sd_across_draws,accuracy_sd_across_draws,sources
cifar,rope,1213,0.05,0.047286618403440187,0.9992716089349305,10,0.0019307386082582723,0.0013133334892238711,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,rope,1213,0.1,0.09481659959920444,0.9974263515700874,10,0.003868487573073823,0.0021096984395275018,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,rope,1213,0.2,0.1912326686534197,0.989737779216575,10,0.007716546017086928,0.0032500378622793437,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,rope,1213,0.3,0.2893439513344325,0.9742797021689868,10,0.011259332562585355,0.004960007379871974,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,rope,1213,0.4,0.3880123763988993,0.9497733894464229,10,0.01422111757518502,0.008684576071143292,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,rope,1213,0.5,0.48575019014590365,0.9124312075105212,10,0.01646582288737362,0.017127428405332056,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,sinusoidal,42,0.01,0.015134634034059452,0.9990156442256986,10,0.00040237865568321443,0.0009122400166885707,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,0.025,0.03822553924478796,0.998505888556864,10,0.0010349817157863385,0.0009707647229027406,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,0.05,0.07865725781846102,0.9973633327474072,10,0.002183433842458461,0.0022017102276974745,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,0.075,0.12112045125584465,0.995253998945333,10,0.003283208910463578,0.00294715564304433,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,0.1,0.16302412324985788,0.9886799085955351,10,0.004045703142250397,0.003821747335892433,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,0.15,0.23802375668009462,0.971365793636843,10,0.004668136728402853,0.0039682812735138415,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,0.2,0.3022421911891374,0.9455967656881701,10,0.004951592139108774,0.00708280154903416,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,42,0.25,0.35970863477985804,0.9152575145016698,10,0.005136917961644898,0.008552694222161861,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,123,0.01,0.015283384606154068,0.9994645725504194,10,0.00042676396560076935,0.0007382755456000139,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,123,0.025,0.038441110268947205,0.9991790112439765,10,0.0010370237247262172,0.001251312208948508,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,123,0.05,0.0783677557804503,0.9970373014456542,10,0.0019599071891864025,0.0015631782878139195,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,123,0.075,0.11994996136758118,0.9945743351775835,10,0.0027261563747006706,0.0015102049474428948,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,123,0.1,0.16158050306757193,0.9905586293057291,10,0.003285890017065008,0.0020182590931307376,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,123,0.15,0.23768562785266809,0.9751918615027664,10,0.003988884812069107,0.003245447485748299,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,123,0.2,0.30261159462625764,0.9535070497947528,10,0.0045115969920603675,0.005739199396362805,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,123,0.25,0.35994279190952827,0.9257897554881314,10,0.004875989034924806,0.007744835992155996,analysis/v18_canonical_pipeline/inputs/cifar_base/session_1_seeds_42_123/noise_all_families.json
cifar,sinusoidal,456,0.01,0.014934925631056185,1.0006195786864933,10,0.0004294721041915134,0.0010856416765784224,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,sinusoidal,456,0.025,0.03764270881230062,1.0017171180739954,10,0.0010855485296558697,0.0010424471704997527,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,sinusoidal,456,0.05,0.07714080929711782,0.9995043370508053,10,0.0022652468172318463,0.0014969772085137308,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,sinusoidal,456,0.075,0.11842809720574195,0.9963356346255974,10,0.00348112671085314,0.0018993631478015282,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,sinusoidal,456,0.1,0.15925379406438478,0.9907417241989733,10,0.00451860702407109,0.003121323529954491,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,sinusoidal,456,0.15,0.23275719292933977,0.9705434590192956,10,0.005747700657977596,0.003663410297740588,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,sinusoidal,456,0.2,0.29561123187270977,0.9420428394406091,10,0.00631020165270225,0.004659126500177445,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,sinusoidal,456,0.25,0.35167528368788087,0.9115241635687733,10,0.006580735215428509,0.007060610969431571,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,sinusoidal,789,0.01,0.015003239836978034,0.9998603351955306,10,0.000336177997047633,0.0005320823766602473,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,sinusoidal,789,0.025,0.03785740096501522,0.9990223463687151,10,0.0008441975094136586,0.0007902348788067083,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,sinusoidal,789,0.05,0.0775837879592188,0.998463687150838,10,0.0017617196992524434,0.0017550963450786146,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,sinusoidal,789,0.075,0.11876594397543101,0.9959671787709498,10,0.002574959431554486,0.0017640458210990406,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,sinusoidal,789,0.1,0.15918153290328502,0.9921438547486033,10,0.002962739477012191,0.0021913606126354153,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,sinusoidal,789,0.15,0.23196543070519673,0.9741794692737429,10,0.003162120458379411,0.0044974708568531,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,sinusoidal,789,0.2,0.2945078020461534,0.9498777932960895,10,0.0033238245462632585,0.00357448421218772,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,sinusoidal,789,0.25,0.35055855109376016,0.9176501396648045,10,0.003425112199830367,0.004874427566099052,analysis/v18_canonical_pipeline/inputs/cifar_base/session_2_seeds_456_789/noise_all_families.json
cifar,sinusoidal,1011,0.01,0.014356638878214579,0.99906952247191,10,0.0004181637602948447,0.0004224036149958105,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,sinusoidal,1011,0.025,0.0361109813618848,0.9979985955056179,10,0.0010483627872455656,0.0009370608099836211,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,sinusoidal,1011,0.05,0.07359918345604136,0.9965765449438202,10,0.002097278499211462,0.0027872643268048143,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,sinusoidal,1011,0.075,0.11230568354981685,0.9942064606741571,10,0.0030095073080477525,0.003072192122754398,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,sinusoidal,1011,0.1,0.15026202405876743,0.9906074438202246,10,0.003622803623998874,0.0015444338975183348,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,sinusoidal,1011,0.15,0.21829893848296025,0.9748068820224718,10,0.004161898417968819,0.003472249619398418,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,sinusoidal,1011,0.2,0.2773456140522143,0.9496313202247191,10,0.0044385395210271615,0.006474637222544057,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,sinusoidal,1011,0.25,0.33159425455787916,0.916695926966292,10,0.004633505856532719,0.009847210303739428,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,sinusoidal,1213,0.01,0.015194406048730768,1.000070249385318,10,0.00036737950481233335,0.000717935123135741,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,sinusoidal,1213,0.025,0.038284945817723695,0.999964875307341,10,0.0009043227436951289,0.0011070316500244378,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,sinusoidal,1213,0.05,0.07832521884153996,0.9988584474885844,10,0.0017701188443644358,0.0015604265232715719,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,sinusoidal,1213,0.075,0.12004122780338429,0.9961187214611871,10,0.0025837621524727986,0.0018850797133555806,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,sinusoidal,1213,0.1,0.16123405944026298,0.9893572181243412,10,0.0031811625625288087,0.0021734463013816313,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,sinusoidal,1213,0.15,0.23508163904091872,0.9697049525816649,10,0.003561748013169031,0.0036934319063519636,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,sinusoidal,1213,0.2,0.29844218206372236,0.9443097997892517,10,0.00353925655647248,0.0064061518691359435,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
cifar,sinusoidal,1213,0.25,0.35561754745299234,0.9131366350544432,10,0.00346198586456501,0.009863515705441016,analysis/v18_canonical_pipeline/inputs/cifar_base/session_3_seeds_1011_1213/noise_all_families.json
imagenet,alibi,42,0.001,0.004436223210833194,0.9988971896122377,10,7.27014821273244e-05,0.000846012521367865,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/noise_all_families.json
imagenet,alibi,42,0.0025,0.01109723004702791,0.9976165065812879,10,0.0001958247953356562,0.0019703850467923303,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/noise_all_families.json
imagenet,alibi,42,0.005,0.02220055197906614,0.9923514763429384,10,0.0004337355779318256,0.0032137626545399533,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/noise_all_families.json
imagenet,alibi,42,0.01,0.044365341999894746,0.9749555318392031,10,0.0010101206455943063,0.01011940935477132,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/noise_all_families.json
imagenet,alibi,42,0.025,0.11039385163782076,0.8800782639630025,10,0.001825567041969003,0.048306155119786365,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/noise_all_families.json
imagenet,alibi,42,0.05,0.21787596764873052,0.6501245108502313,10,0.001997428892464649,0.11168038289239833,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/noise_all_families.json
imagenet,alibi,123,0.001,0.004470796797172893,0.9982238010657195,10,6.998500355964353e-05,0.0012419287722559484,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/noise_all_families.json
imagenet,alibi,123,0.0025,0.011175717736446782,0.9956305506216697,10,0.00018379433506251808,0.0018576168976929851,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/noise_all_families.json
imagenet,alibi,123,0.005,0.0223439554741341,0.9911545293072825,10,0.0004012529533973204,0.0030989454334017057,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/noise_all_families.json
imagenet,alibi,123,0.01,0.04464058285269914,0.9729662522202487,10,0.000944651908043369,0.00987945627545719,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/noise_all_families.json
imagenet,alibi,123,0.025,0.1108229196544545,0.8157371225577265,10,0.0025265871170359906,0.1141554271222119,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/noise_all_families.json
imagenet,alibi,123,0.05,0.21865059502338352,0.5144227353463589,10,0.0031916542284734875,0.2339474164024238,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/noise_all_families.json
imagenet,alibi,456,0.001,0.004423620811831284,0.9984604368063014,10,5.32610785371806e-05,0.0015837531349835144,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/noise_all_families.json
imagenet,alibi,456,0.0025,0.011061409762988623,0.9970998925886143,10,0.00013480868770378662,0.0014166524144383899,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/noise_all_families.json
imagenet,alibi,456,0.005,0.02213128565893651,0.9923379878267096,10,0.0002802057282744099,0.0028998863918820767,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/noise_all_families.json
imagenet,alibi,456,0.01,0.04428439495027976,0.9751163623344073,10,0.0006087420346227981,0.01057711147680421,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/noise_all_families.json
imagenet,alibi,456,0.025,0.11035938612698529,0.8528822055137845,10,0.001419724935911364,0.06631094213045727,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/noise_all_families.json
imagenet,alibi,456,0.05,0.21864292439652497,0.5504833512352308,10,0.0019008921813298107,0.11369936621549621,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/noise_all_families.json
imagenet,alibi,789,0.001,0.004419317479494699,0.9994277539341916,10,9.794071373737717e-05,0.00150988461602172,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/noise_all_families.json
imagenet,alibi,789,0.0025,0.011040960957217077,0.9975321888412017,10,0.00021906353811396197,0.0027778033609068458,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/noise_all_families.json
imagenet,alibi,789,0.005,0.022065657579354088,0.9934191702432045,10,0.00037952291938113923,0.0032263817024388752,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/noise_all_families.json
imagenet,alibi,789,0.01,0.04409315897461034,0.9802217453505007,10,0.0006463776613623173,0.011484653750976286,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/noise_all_families.json
imagenet,alibi,789,0.025,0.1097191812636376,0.9082260371959944,10,0.0012669512036609246,0.041112454970190025,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/noise_all_families.json
imagenet,alibi,789,0.05,0.21778006964418428,0.7204935622317596,10,0.0014566428910491103,0.09999566923104507,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/noise_all_families.json
imagenet,alibi,1011,0.001,0.004553030931767581,0.9978068623983022,10,0.00013935606762107891,0.0014989032974479953,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,alibi,1011,0.0025,0.011381967052268103,0.9958259639193493,10,0.00033437106384261845,0.0024037577985278795,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,alibi,1011,0.005,0.022732278087580635,0.9902016271666078,10,0.0006149430933582768,0.004615263412456373,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,alibi,1011,0.01,0.045282394166065894,0.9661832331093032,10,0.0011223489350044972,0.016494174900612918,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,alibi,1011,0.025,0.11150673609496671,0.8296073576229219,10,0.002047014136366028,0.08432894115937874,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,alibi,1011,0.05,0.21830429967774778,0.5684824902723735,10,0.0019902278258584075,0.1409913738133516,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,alibi,1213,0.001,0.004748507391176353,0.9986719310839914,10,0.00021213899712079723,0.0011970565626494886,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/noise_all_families.json
imagenet,alibi,1213,0.0025,0.011882627019925837,0.9965541995692749,10,0.000541821329175009,0.001659587545766897,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/noise_all_families.json
imagenet,alibi,1213,0.005,0.023786445445697652,0.9897702799712851,10,0.0011730307230212141,0.00404059458979858,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/noise_all_families.json
imagenet,alibi,1213,0.01,0.047593048199970185,0.9660804020100503,10,0.0027650698255289262,0.013650380097097608,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/noise_all_families.json
imagenet,alibi,1213,0.025,0.11653573519985232,0.8066044508255563,10,0.0044753078250619185,0.08064020113952738,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/noise_all_families.json
imagenet,alibi,1213,0.05,0.22380593787640285,0.5469849246231157,10,0.004105029755881904,0.09997761292685746,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/noise_all_families.json
imagenet,learned,42,0.0025,0.003913242973656732,1.0003270348837208,10,0.0001273895158756444,0.00026811947215568823,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/noise_all_families.json
imagenet,learned,42,0.005,0.007823503282487501,1.0003633720930232,10,0.00025915096675428035,0.00034259049476089863,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/noise_all_families.json
imagenet,learned,42,0.01,0.01575407971791498,1.0003633720930232,10,0.0005397010802178012,0.0006176137976735204,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/noise_all_families.json
imagenet,learned,42,0.02,0.03216064920554666,1.0000726744186046,10,0.0011175111067025566,0.0012909799025653122,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/noise_all_families.json
imagenet,learned,42,0.04,0.06561787487110614,0.9988735465116279,10,0.0016400975749740262,0.001856401130006522,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/noise_all_families.json
imagenet,learned,42,0.05,0.08178584634992458,0.9977107558139535,10,0.0015772730273082584,0.0023489944054454347,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/noise_all_families.json
imagenet,learned,42,0.06,0.0975210169948719,0.9963299418604651,10,0.0014667698482021345,0.002571996855986393,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/noise_all_families.json
imagenet,learned,42,0.08,0.12811379442870874,0.9946947674418605,10,0.0013284481034759829,0.002887735091121247,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_1_seeds_42/noise_all_families.json
imagenet,learned,123,0.0025,0.003633186742204919,0.999963807455664,10,0.00010206115743661065,0.00020544560702042666,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/noise_all_families.json
imagenet,learned,123,0.005,0.0072562535697033555,0.9998914223669925,10,0.00019189176550987326,0.0002979633016099964,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/noise_all_families.json
imagenet,learned,123,0.01,0.014597524801062222,0.9993847267462904,10,0.0003465828658262262,0.0006395154195052574,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/noise_all_families.json
imagenet,learned,123,0.02,0.02989766920069862,0.9984799131378936,10,0.0006622967780555252,0.0014755830475493678,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/noise_all_families.json
imagenet,learned,123,0.04,0.06256597137520811,0.9955845095910243,10,0.0012685806337780804,0.0017466001757369138,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/noise_all_families.json
imagenet,learned,123,0.05,0.07904849621797212,0.9943901556279406,10,0.0013992100564263047,0.0016738372452058837,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/noise_all_families.json
imagenet,learned,123,0.06,0.09520455121874245,0.9932681867535289,10,0.0014016138258841513,0.0016992946663442511,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/noise_all_families.json
imagenet,learned,123,0.08,0.12630495976217512,0.9895041621425987,10,0.0012009428179194771,0.0024841670022890464,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/noise_all_families.json
imagenet,learned,456,0.0025,0.0033004859736081352,1.0001836884643645,10,0.00010281531274936384,0.0002597747175556935,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/noise_all_families.json
imagenet,learned,456,0.005,0.006594471094933964,1.0001469507714915,10,0.0002090385176403868,0.00046469914183223,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/noise_all_families.json
imagenet,learned,456,0.01,0.013261271651945761,1.0,10,0.0004302552916259004,0.0008123009528178865,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/noise_all_families.json
imagenet,learned,456,0.02,0.027015006308371902,0.9998530492285085,10,0.0008790267926887668,0.0010980412329885,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/noise_all_families.json
imagenet,learned,456,0.04,0.05596505592861567,0.9980896399706098,10,0.0013509331850120889,0.00132798841163123,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/noise_all_families.json
imagenet,learned,456,0.05,0.07072971817407356,0.996767083027186,10,0.0012982123770091463,0.0016134870528533326,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/noise_all_families.json
imagenet,learned,456,0.06,0.08556079537566037,0.9966568699485674,10,0.0011747451844302853,0.002396256520124905,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/noise_all_families.json
imagenet,learned,456,0.08,0.11555340846587006,0.9948934606906688,10,0.0010414022416410618,0.0017529180119791148,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/noise_all_families.json
imagenet,learned,789,0.0025,0.0037821974266857386,1.0001836210062431,10,0.00014112252939845084,0.0003568950847622535,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/noise_all_families.json
imagenet,learned,789,0.005,0.007583788137614686,1.0003305178112376,10,0.00030267254955546405,0.0006108446541742876,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/noise_all_families.json
imagenet,learned,789,0.01,0.015428210590010363,0.999889827396254,10,0.0006740929274036789,0.0005207992994535291,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/noise_all_families.json
imagenet,learned,789,0.02,0.03243446135834656,0.998824825560044,10,0.0014341760950370842,0.0009607744825730495,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/noise_all_families.json
imagenet,learned,789,0.04,0.06976651186159546,0.9988615497612926,10,0.0022215737488235293,0.0021304960856338728,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/noise_all_families.json
imagenet,learned,789,0.05,0.08839791104649805,0.9981637899375688,10,0.0023239612458091034,0.001988992142155927,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/noise_all_families.json
imagenet,learned,789,0.06,0.10618332966660579,0.9979434447300772,10,0.002279769197917013,0.0022318325719335994,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/noise_all_families.json
imagenet,learned,789,0.08,0.13833401854664648,0.9956298200514139,10,0.0019176716654329747,0.0018681676535717263,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/noise_all_families.json
imagenet,learned,1011,0.0025,0.0036804076642527805,0.9992360858493999,10,0.00012196300249999932,0.00040032918683686704,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,0.005,0.007376924740355763,0.9988359403419425,10,0.00023939896860084107,0.0005368241450510042,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,0.01,0.014996252400783977,0.9989086940705711,10,0.000463573615648705,0.0007474735058771405,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,0.02,0.03142831316200784,0.9984721716987996,10,0.0008368528358160556,0.0007435290271252972,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,0.04,0.06691173604137209,0.9955983994179702,10,0.0012054600791669369,0.0014993663096543775,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,0.05,0.08433129899767551,0.9936340487449982,10,0.001222201838440587,0.0017169640182498672,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,0.06,0.10089463669107361,0.9923608584939979,10,0.001162587518277176,0.0012832551526928769,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1011,0.08,0.13155153246648657,0.9878137504547109,10,0.0010316389451003622,0.00188044894134484,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/noise_all_families.json
imagenet,learned,1213,0.0025,0.003626731510785445,1.0001453488372092,10,0.00020900516494588536,0.0006894500712576168,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/noise_all_families.json
imagenet,learned,1213,0.005,0.007263398442931127,1.0,10,0.00042229058197378597,0.0009064092506719836,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/noise_all_families.json
imagenet,learned,1213,0.01,0.01469766111181468,0.9997819767441859,10,0.0008420174889429356,0.0009256285452782206,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/noise_all_families.json
imagenet,learned,1213,0.02,0.030409643821791725,0.9993459302325581,10,0.0015720507076748662,0.000799785562946672,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/noise_all_families.json
imagenet,learned,1213,0.04,0.06419896921334008,0.9948401162790697,10,0.002217395351004551,0.0013246340227221333,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/noise_all_families.json
imagenet,learned,1213,0.05,0.08113736556966374,0.9925508720930232,10,0.00220364404313357,0.0015908340039442227,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/noise_all_families.json
imagenet,learned,1213,0.06,0.09762284194085158,0.990734011627907,10,0.0020974912579058897,0.0014151309890440603,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/noise_all_families.json
