dataset,family,regime,rho,mean_accuracy,sd_accuracy,low_accuracy,high_accuracy
imagenet,learned,noise,0.0342,0.9989047196052862,0.0007143202060368336,0.9981903993992494,0.9996190398113229
imagenet,learned,noise,0.0344375,0.9988889361954177,0.0007185680633508512,0.9981703681320669,0.9996075042587685
imagenet,learned,noise,0.034675,0.9988731527855493,0.0007229578464624804,0.9981501949390869,0.9995961106320118
imagenet,learned,noise,0.0349125,0.9988573693756813,0.000727486986161329,0.9981298823895199,0.9995848563618426
imagenet,learned,noise,0.03515,0.998841585965813,0.0007321528962484439,0.9981094330695646,0.9995737388620614
imagenet,learned,noise,0.0353875,0.9988258025559446,0.0007369529789033461,0.9980888495770412,0.9995627555348479
imagenet,learned,noise,0.035625,0.9988100191460761,0.0007418846297926371,0.9980681345162835,0.9995519037758688
imagenet,learned,noise,0.0358625,0.998794235736208,0.0007469452429121974,0.9980472904932958,0.9995411809791201
imagenet,learned,noise,0.0361,0.9987784523263397,0.0007521322151552396,0.9980263201111844,0.9995305845414949
imagenet,learned,noise,0.0363375,0.9987626689164714,0.0007574429506029032,0.9980052259658685,0.9995201118670742
imagenet,learned,noise,0.036575,0.9987468855066028,0.0007628748645356306,0.9979840106420672,0.9995097603711385
imagenet,learned,noise,0.0368125,0.9987311020967345,0.0007684253871659155,0.9979626767095686,0.9994995274839005
imagenet,learned,noise,0.03705,0.9987153186868664,0.0007740919670946113,0.9979412267197717,0.999489410653961
imagenet,learned,noise,0.0372875,0.9986995352769981,0.0007798720744957935,0.9979196632025022,0.9994794073514939
imagenet,learned,noise,0.037525,0.9986837518671298,0.0007857632040346703,0.9978979886630951,0.9994695150711644
imagenet,learned,noise,0.0377625,0.9986679684572614,0.0007917628775269747,0.9978762055797343,0.9994597313347884
imagenet,learned,noise,0.038,0.9986521850473932,0.0007978686463468685,0.9978543164010463,0.9994500536937401
imagenet,learned,noise,0.0382375,0.9986364016375249,0.0008040780935925657,0.9978323235439323,0.9994404797311175
imagenet,learned,noise,0.038475,0.9986206182276566,0.0008103888360202024,0.9978102293916363,0.9994310070636768
