dataset,family,regime,rho,mean_accuracy,sd_accuracy,low_accuracy,high_accuracy
imagenet,rope,noise,0.0456,0.9990984214666819,0.0006518753908556724,0.9984465460758263,0.9997502968575376
imagenet,rope,noise,0.0458375,0.999094890350405,0.0006548745303676809,0.9984400158200373,0.9997497648807727
imagenet,rope,noise,0.046075,0.9990913592341281,0.0006578791259820271,0.998433480108146,0.9997492383601101
imagenet,rope,noise,0.0463125,0.999087828117851,0.0006608891032835534,0.9984269390145675,0.9997487172211346
imagenet,rope,noise,0.04655,0.999084297001574,0.000663904389074614,0.9984203926124994,0.9997482013906486
imagenet,rope,noise,0.0467875,0.9990807658852968,0.0006669249113532812,0.9984138409739436,0.99974769079665
imagenet,rope,noise,0.047025,0.9990772347690199,0.0006699505992923501,0.9984072841697276,0.9997471853683122
imagenet,rope,noise,0.0472625,0.999073703652743,0.0006729813832182592,0.9984007222695247,0.9997466850359612
imagenet,rope,noise,0.0475,0.999070172536466,0.0006760171945904787,0.9983941553418756,0.9997461897310564
imagenet,rope,noise,0.0477375,0.9990666414201889,0.0006790579659816588,0.9983875834542072,0.9997456993861705
imagenet,rope,noise,0.047975,0.9990631103039119,0.0006821036310574844,0.9983810066728545,0.9997452139349694
imagenet,rope,noise,0.0482125,0.9990594990760462,0.0006852342187131556,0.998374264857333,0.9997447332947593
imagenet,rope,noise,0.04845,0.9990557188583619,0.0006885392154276778,0.9983671796429342,0.9997442580737895
imagenet,rope,noise,0.0486875,0.9990522730178353,0.000691639807340088,0.9983606332104952,0.9997439128251754
imagenet,rope,noise,0.048925,0.9990491488411465,0.000694234380049001,0.9983549144610975,0.9997433832211955
imagenet,rope,noise,0.0491625,0.9990457400376367,0.0006966745426838161,0.9983490654949528,0.9997424145803205
imagenet,rope,noise,0.0494,0.9990423312341271,0.0006991248314493517,0.9983432064026777,0.9997414560655765
imagenet,rope,noise,0.0496375,0.999038604958637,0.0007012679994672671,0.9983373369591698,0.9997398729581043
imagenet,rope,noise,0.049875,0.9990345423351954,0.0007030905120076608,0.9983314518231877,0.9997376328472031
imagenet,rope,noise,0.0501125,0.9990304797117536,0.0007049301166768691,0.9983255495950768,0.9997354098284305
imagenet,rope,noise,0.05035,0.9990264170883116,0.0007067866800140952,0.9983196304082975,0.9997332037683258
imagenet,rope,noise,0.0505875,0.9990214546023314,0.0007073269763802267,0.9983141276259512,0.9997287815787116
imagenet,rope,noise,0.050825,0.9990154564207442,0.000706342106966806,0.9983091143137773,0.999721798527711
imagenet,rope,noise,0.0510625,0.9990094582391569,0.0007053636377658687,0.998304094601391,0.9997148218769227
imagenet,rope,noise,0.0513,0.9990034600575696,0.0007043915954489864,0.9982990684621206,0.9997078516530186
imagenet,rope,noise,0.0515375,0.9989974618759822,0.000703426006659464,0.9982940358693226,0.9997008878826417
imagenet,rope,noise,0.051775,0.998991463694395,0.0007024668980097683,0.9982889967963852,0.9996939305924047
imagenet,rope,noise,0.0520125,0.9989854655128076,0.0007015142960787974,0.9982839512167289,0.9996869798088864
imagenet,rope,noise,0.05225,0.9989794673312202,0.000700568227409187,0.9982788991038111,0.9996800355586294
imagenet,rope,noise,0.0524875,0.9989734691496331,0.0006996287185046248,0.9982738404311285,0.9996730978681377
imagenet,rope,noise,0.052725,0.9989674709680457,0.0006986957958270953,0.9982687751722187,0.9996661667638728
imagenet,rope,noise,0.0529625,0.9989614727864584,0.0006977694857941239,0.9982637033006643,0.9996592422722526
imagenet,rope,noise,0.0532,0.9989554746048711,0.0006968498147758706,0.9982586247900952,0.999652324419647
imagenet,rope,noise,0.0534375,0.9989494764232839,0.0006959368090924426,0.9982535396141915,0.9996454132323763
imagenet,rope,noise,0.053675,0.9989434782416966,0.0006950304950110517,0.9982484477466855,0.9996385087367077
imagenet,rope,noise,0.0539125,0.9989374800601092,0.0006941308987429493,0.9982433491613663,0.9996316109588521
imagenet,rope,noise,0.05415,0.9989314818785219,0.0006932380464407135,0.9982382438320812,0.9996247199249626
imagenet,rope,noise,0.0543875,0.9989254836969347,0.0006923519641952559,0.9982331317327394,0.9996178356611299
imagenet,rope,noise,0.054625,0.9989194855153473,0.0006914726780329262,0.9982280128373143,0.9996109581933802
imagenet,rope,noise,0.0548625,0.99891348733376,0.0006906002139123712,0.9982228871198476,0.9996040875476723
imagenet,rope,noise,0.0551,0.9989074891521726,0.0006897345977218902,0.9982177545544507,0.9995972237498946
imagenet,rope,noise,0.0553375,0.9989014909705854,0.0006888758552759031,0.9982126151153096,0.9995903668258613
imagenet,rope,noise,0.055575,0.9988954927889981,0.0006880240123124552,0.9982074687766856,0.9995835168013106
imagenet,rope,noise,0.0558125,0.9988894946074107,0.0006871790944898117,0.9982023155129209,0.9995766737019005
imagenet,rope,noise,0.05605,0.9988834964258234,0.0006863411273834892,0.9981971552984399,0.9995698375532069
imagenet,rope,noise,0.0562875,0.9988774982442362,0.0006855101364830773,0.9981919881077531,0.9995630083807193
imagenet,rope,noise,0.056525,0.9988715000626489,0.0006846861471892896,0.9981868139154596,0.9995561862098382
imagenet,rope,noise,0.0567625,0.9988655018810616,0.000683869184810723,0.9981816326962509,0.9995493710658723
imagenet,rope,noise,0.057,0.9988595036994744,0.0006830592745606253,0.9981764444249138,0.999542562974035
imagenet,rope,noise,0.0572375,0.998853505517887,0.0006822564415538964,0.9981712490763331,0.9995357619594408
imagenet,rope,noise,0.057475,0.9988475073362997,0.0006814607108037606,0.9981660466254959,0.9995289680471034
imagenet,rope,noise,0.0577125,0.9988415091547124,0.0006806721072185732,0.9981608370474938,0.9995221812619309
imagenet,rope,noise,0.05795,0.998835510973125,0.0006798906555986848,0.9981556203175262,0.9995154016287237
imagenet,rope,noise,0.0581875,0.9988295127915379,0.000679116380633262,0.9981503964109046,0.9995086291721711
imagenet,rope,noise,0.058425,0.9988235146099503,0.0006783493068966928,0.9981451653030536,0.999501863916847
imagenet,rope,noise,0.0586625,0.9988175164283634,0.0006775894588457866,0.9981399269695176,0.9994951058872091
imagenet,rope,noise,0.0589,0.9988115182467757,0.0006768368608161271,0.9981346813859596,0.9994883551075918
imagenet,rope,noise,0.0591375,0.9988055200651887,0.0006760915370190966,0.9981294285281697,0.9994816116022078
imagenet,rope,noise,0.059375,0.9987995218836013,0.0006753535115383353,0.998124168372063,0.9994748753951397
imagenet,rope,noise,0.0596125,0.9987935237020141,0.000674622808326428,0.9981189008936877,0.9994681465103405
imagenet,rope,noise,0.05985,0.9987875255204268,0.0006738994512019362,0.9981136260692249,0.9994614249716287
imagenet,rope,noise,0.0600875,0.9987815273388394,0.0006731834638456076,0.9981083438749938,0.999454710802685
imagenet,rope,noise,0.060325,0.9987755291572523,0.0006724748697972977,0.998103054287455,0.9994480040270496
imagenet,rope,noise,0.0605625,0.9987695309756649,0.0006717736924526627,0.9980977572832123,0.9994413046681175
imagenet,rope,noise,0.0608,0.9987635327940776,0.0006710799550597209,0.9980924528390178,0.9994346127491374
imagenet,rope,noise,0.0610375,0.9987575346124903,0.0006703936807155282,0.9980871409317748,0.9994279282932058
imagenet,rope,noise,0.061275,0.9987515364309029,0.0006697148923627803,0.9980818215385401,0.9994212513232656
imagenet,rope,noise,0.0615125,0.9987455382493157,0.0006690436127866062,0.998076494636529,0.9994145818621023
imagenet,rope,noise,0.06175,0.9987395400677284,0.0006683798646110661,0.9980711602031173,0.9994079199323395
imagenet,rope,noise,0.0619875,0.9987335418861409,0.0006677236702957851,0.9980658182158452,0.9994012655564367
imagenet,rope,noise,0.062225,0.9987275437045539,0.0006670750521327745,0.998060468652421,0.9993946187566867
imagenet,rope,noise,0.0624625,0.9987215455229664,0.000666434032242868,0.9980551114907236,0.9993879795552093
imagenet,rope,noise,0.0627,0.9987155473413791,0.0006658006325724566,0.9980497467088066,0.9993813479739516
imagenet,rope,noise,0.0629375,0.9987095491597918,0.0006651748748901556,0.9980443742849017,0.999374724034682
imagenet,rope,noise,0.063175,0.9987035509782046,0.0006645567807834235,0.9980389941974211,0.9993681077589881
imagenet,rope,noise,0.0634125,0.9986975527966172,0.0006639463716552833,0.998033606424962,0.9993614991682724
imagenet,rope,noise,0.06365,0.9986915546150299,0.0006633436687208933,0.998028210946309,0.9993548982837508
imagenet,rope,noise,0.0638875,0.9986855564334426,0.000662748693004217,0.9980228077404384,0.9993483051264468
imagenet,rope,noise,0.064125,0.9986795582518552,0.0006621614653348289,0.9980173967865203,0.99934171971719
imagenet,rope,noise,0.0643625,0.9986735600702681,0.0006615820063444968,0.9980119780639236,0.9993351420766126
imagenet,rope,noise,0.0646,0.9986675618886807,0.0006610103364639313,0.9980065515522167,0.9993285722251446
imagenet,rope,noise,0.0648375,0.9986615637070934,0.0006604464759193922,0.998001117231174,0.9993220101830127
imagenet,rope,noise,0.065075,0.9986555655255062,0.0006598904447295449,0.9979956750807766,0.9993154559702357
imagenet,rope,noise,0.0653125,0.9986495673439189,0.0006593422627022018,0.9979902250812166,0.9993089096066211
imagenet,rope,noise,0.06555,0.9986435691623314,0.000658801949430981,0.9979847672129004,0.9993023711117625
imagenet,rope,noise,0.0657875,0.9986375709807441,0.0006582695242920484,0.9979793014564521,0.9992958405050362
imagenet,rope,noise,0.066025,0.9986315727991569,0.0006577450064410813,0.9979738277927158,0.999289317805598
imagenet,rope,noise,0.0662625,0.9986255746175696,0.000657228414809915,0.9979683462027598,0.9992828030323795
imagenet,rope,noise,0.0665,0.9986195764359823,0.000656719768103424,0.9979628566678789,0.9992762962040858
imagenet,rope,noise,0.0667375,0.9986135782543949,0.000656219084796293,0.9979573591695986,0.9992697973391912
imagenet,rope,noise,0.066975,0.9986075800728077,0.0006557263831300796,0.9979518536896776,0.9992633064559377
imagenet,rope,noise,0.0672125,0.9986015818912204,0.0006552416811098891,0.9979463402101105,0.9992568235723303
imagenet,rope,noise,0.06745,0.9985955837096331,0.0006547649965013689,0.9979408187131317,0.9992503487061345
imagenet,rope,noise,0.0676875,0.9985895855280459,0.0006542963468275791,0.9979352891812183,0.9992438818748735
imagenet,rope,noise,0.067925,0.9985835873464586,0.0006538357493663069,0.9979297515970923,0.9992374230958249
imagenet,rope,noise,0.0681625,0.9985775891648713,0.0006533832211464402,0.9979242059437249,0.9992309723860177
imagenet,rope,noise,0.0684,0.9985715909832841,0.000652938778945506,0.9979186522043386,0.9992245297622295
imagenet,rope,noise,0.0686375,0.9985655928016967,0.0006525024392865084,0.9979130903624102,0.9992180952409832
imagenet,rope,noise,0.068875,0.9985595946201093,0.000652074218435116,0.9979075204016742,0.9992116688385445
imagenet,rope,noise,0.0691125,0.998553596438522,0.0006516541323965601,0.9979019423061255,0.9992052505709186
imagenet,rope,noise,0.06935,0.9985475982569348,0.0006512421969130251,0.9978963560600218,0.9991988404538479
imagenet,rope,noise,0.0695875,0.9985416000753475,0.0006508384274607603,0.9978907616478868,0.9991924385028083
imagenet,rope,noise,0.069825,0.9985356018937601,0.0006504428392472105,0.9978851590545129,0.9991860447330073
imagenet,rope,noise,0.0700625,0.998529603712173,0.0006500554472083031,0.9978795482649647,0.9991796591593813
imagenet,rope,noise,0.0703,0.9985236055305856,0.0006496762660058008,0.9978739292645799,0.9991732817965914
imagenet,rope,noise,0.0705375,0.9985176073489983,0.0006493053100246547,0.9978683020389737,0.9991669126590229
imagenet,rope,noise,0.070775,0.9985116091674109,0.0006489425933701643,0.9978626665740408,0.999160551760781
imagenet,rope,noise,0.0710125,0.9985056109858236,0.000648588129865731,0.9978570228559579,0.9991541991156893
imagenet,rope,noise,0.07125,0.9984996128042364,0.0006482419330498609,0.9978513708711865,0.9991478547372863
imagenet,rope,noise,0.0714875,0.9984936146226491,0.0006479040161741973,0.9978457106064749,0.9991415186388233
imagenet,rope,noise,0.071725,0.9984876164410617,0.0006475743922005545,0.9978400420488611,0.9991351908332622
imagenet,rope,noise,0.0719625,0.9984816182594746,0.0006472530737988262,0.9978343651856757,0.9991288713332734
imagenet,rope,noise,0.0722,0.9984756200778871,0.000646940073344561,0.9978286800045426,0.9991225601512317
imagenet,rope,noise,0.0724375,0.9984696218962998,0.0006466354029164382,0.9978229864933834,0.9991162572992163
imagenet,rope,noise,0.072675,0.9984636237147125,0.0006463390742943417,0.9978172846404182,0.9991099627890069
imagenet,rope,noise,0.0729125,0.9984576255331253,0.0006460510989567765,0.9978115744341686,0.9991036766320821
imagenet,rope,noise,0.07315,0.9984516273515379,0.0006457714880789482,0.9978058558634589,0.9990973988396169
imagenet,rope,noise,0.0733875,0.9984456291699506,0.00064550025253059,0.99780012891742,0.9990911294224812
imagenet,rope,noise,0.073625,0.9984396309883633,0.0006452374028737478,0.9977943935854896,0.999084868391237
imagenet,rope,noise,0.0738625,0.9984336328067759,0.0006449829493609213,0.997788649857415,0.9990786157561368
imagenet,rope,noise,0.0741,0.9984276346251887,0.000644736901933034,0.9977828977232557,0.9990723715271217
imagenet,rope,noise,0.0743375,0.9984216364436014,0.0006444992702176114,0.9977771371733838,0.999066135713819
imagenet,rope,noise,0.074575,0.9984156382620141,0.0006442700635267144,0.9977713681984873,0.9990599083255408
imagenet,rope,noise,0.0748125,0.9984096400804269,0.0006440492908552839,0.9977655907895716,0.9990536893712821
imagenet,rope,noise,0.07505,0.9984036418988395,0.0006438369608795145,0.9977598049379599,0.999047478859719
imagenet,rope,noise,0.0752875,0.9983976437172523,0.0006436330819549866,0.9977540106352972,0.9990412767992073
imagenet,rope,noise,0.075525,0.9983916455356651,0.0006434376621149309,0.9977482078735501,0.99903508319778
imagenet,rope,noise,0.0757625,0.9983856473540778,0.000643250709069115,0.9977423966450086,0.9990288980631469
imagenet,rope,noise,0.076,0.9983796491724904,0.00064307223020186,0.9977365769422886,0.9990227214026923
imagenet,rope,noise,0.0762375,0.9983736509909032,0.0006429022325707965,0.9977307487583325,0.999016553223474
imagenet,rope,noise,0.076475,0.9983676528093158,0.0006427407229054921,0.9977249120864103,0.9990103935322213
imagenet,rope,noise,0.0767125,0.9983616546277285,0.000642587707606135,0.9977190669201224,0.9990042423353347
imagenet,rope,noise,0.07695,0.9983556564461411,0.0006424431927422405,0.9977132132533989,0.9989980996388833
imagenet,rope,noise,0.0771875,0.9983496582645538,0.0006423071840513746,0.9977073510805025,0.9989919654486051
imagenet,rope,noise,0.077425,0.9983436600829666,0.0006421796869382047,0.9977014803960284,0.9989858397699048
imagenet,rope,noise,0.0776625,0.9983376619013793,0.0006420607064732744,0.997695601194906,0.9989797226078526
imagenet,rope,noise,0.0779,0.998331663719792,0.0006419502473920384,0.9976897134724,0.998973613967184
imagenet,rope,noise,0.0781375,0.9983256655382048,0.0006418483140940438,0.9976838172241107,0.9989675138522989
imagenet,rope,noise,0.078375,0.9983196673566174,0.000641754910641798,0.9976779124459756,0.9989614222672591
imagenet,rope,noise,0.0786125,0.9983136691750301,0.0006416700407602324,0.9976719991342698,0.9989553392157903
imagenet,rope,noise,0.07885,0.9983076709934428,0.0006415937078357747,0.997666077285607,0.9989492647012785
imagenet,rope,noise,0.0790875,0.9983016728118556,0.0006415259149158,0.9976601468969397,0.9989431987267714
imagenet,rope,noise,0.079325,0.9982956746302682,0.0006414666647079366,0.9976542079655603,0.9989371412949762
imagenet,rope,noise,0.0795625,0.9982896764486808,0.0006414159595795388,0.9976482604891013,0.9989310924082604
imagenet,rope,noise,0.0798,0.9982836782670935,0.0006413738015572873,0.9976423044655363,0.9989250520686508
imagenet,rope,noise,0.0800375,0.9982776800855063,0.0006413401923266622,0.9976363398931797,0.998919020277833
imagenet,rope,noise,0.080275,0.998271681903919,0.0006413151332317446,0.9976303667706873,0.9989129970371508
imagenet,rope,noise,0.0805125,0.9982656837223316,0.0006412986252747546,0.9976243850970569,0.9989069823476063
imagenet,rope,noise,0.08075,0.9982596855407443,0.0006412906691161929,0.9976183948716281,0.9989009762098605
imagenet,rope,noise,0.0809875,0.9982536873591571,0.0006412912650742178,0.9976123960940829,0.9988949786242313
imagenet,rope,noise,0.081225,0.9982476891775698,0.0006413004131250565,0.9976063887644447,0.9988889895906948
imagenet,rope,noise,0.0814625,0.9982416909959824,0.0006413181129027323,0.9976003728830797,0.9988830091088851
imagenet,rope,noise,0.0817,0.9982356928143951,0.0006413443636992043,0.9975943484506958,0.9988770371780943
imagenet,rope,noise,0.0819375,0.9982296946328079,0.0006413791644645186,0.9975883154683434,0.9988710737972724
imagenet,rope,noise,0.082175,0.9982236964512206,0.0006414225138070393,0.9975822739374135,0.9988651189650276
imagenet,rope,noise,0.0824125,0.9982176982696332,0.0006414744099937108,0.9975762238596395,0.998859172679627
imagenet,rope,noise,0.08265,0.998211700088046,0.0006415348509503221,0.9975701652370957,0.9988532349389964
imagenet,rope,noise,0.0828875,0.9982057019064586,0.0006416038342620709,0.9975640980721966,0.9988473057407207
imagenet,rope,noise,0.083125,0.9981997037248713,0.000641681357173949,0.9975580223676974,0.9988413850820452
imagenet,rope,noise,0.0833625,0.998193705543284,0.0006417674165913225,0.9975519381266927,0.9988354729598753
imagenet,rope,noise,0.0836,0.9981877073616968,0.0006418620090804429,0.9975458453526164,0.9988295693707773
imagenet,rope,noise,0.0838375,0.9981817091801096,0.0006419651308694533,0.9975397440492402,0.9988236743109791
imagenet,rope,noise,0.084075,0.9981757109985221,0.0006420767778486364,0.9975336342206734,0.9988177877763708
imagenet,rope,noise,0.0843125,0.9981697128169348,0.0006421969455716883,0.9975275158713631,0.9988119097625064
imagenet,rope,noise,0.08455,0.9981637146353476,0.0006423256292563839,0.9975213890060912,0.998806040264604
imagenet,rope,noise,0.0847875,0.9981577164537603,0.0006424628237855345,0.9975152536299747,0.9988001792775458
imagenet,rope,noise,0.085025,0.998151718272173,0.0006426085237080473,0.997509109748465,0.998794326795881
imagenet,rope,noise,0.0852625,0.9981457200905858,0.0006427627232399033,0.9975029573673458,0.9987884828138257
imagenet,rope,noise,0.0855,0.9981397219089985,0.0006429254162655754,0.9974967964927329,0.998782647325264
imagenet,rope,noise,0.0857375,0.9981337237274112,0.0006430965963388514,0.9974906271310723,0.99877682032375
imagenet,rope,noise,0.085975,0.9981277255458237,0.00064327625668431,0.9974844492891395,0.998771001802508
imagenet,rope,noise,0.0862125,0.9981217273642365,0.0006434643901987362,0.9974782629740379,0.9987651917544352
imagenet,rope,noise,0.08645,0.9981157291826492,0.0006436609894523376,0.9974720681931969,0.9987593901721016
imagenet,rope,noise,0.0866875,0.9981097310010618,0.0006438660466902844,0.9974658649543715,0.9987535970477521
imagenet,rope,noise,0.086925,0.9981037328194745,0.0006440795538341487,0.9974596532656403,0.9987478123733087
imagenet,rope,noise,0.0871625,0.9980977346378873,0.0006443015024836694,0.9974534331354037,0.9987420361403709
imagenet,rope,noise,0.0874,0.9980917364563,0.0006445318839181837,0.9974472045723818,0.9987362683402182
imagenet,rope,noise,0.0876375,0.9980857382747127,0.0006447706890983525,0.9974409675856143,0.9987305089638111
imagenet,rope,noise,0.087875,0.9980797400931255,0.0006450179086679944,0.9974347221844575,0.9987247580017935
imagenet,rope,noise,0.0881125,0.9980737419115381,0.0006452735329559535,0.9974284683785821,0.998719015444494
imagenet,rope,noise,0.08835,0.9980677437299508,0.0006455375519776353,0.9974222061779732,0.9987132812819284
imagenet,rope,noise,0.0885875,0.9980617455483635,0.0006458099554373474,0.9974159355929261,0.9987075555038009
imagenet,rope,noise,0.088825,0.9980557473667763,0.0006460907327299789,0.9974096566340462,0.9987018380995063
imagenet,rope,noise,0.0890625,0.998049749185189,0.0006463798729431642,0.9974033693122458,0.9986961290581321
imagenet,rope,noise,0.0893,0.9980437510036015,0.0006466773648592691,0.9973970736387423,0.9986904283684608
imagenet,rope,noise,0.0895375,0.9980377528220142,0.0006469831969576048,0.9973907696250567,0.9986847360189718
imagenet,rope,noise,0.089775,0.998031754640427,0.0006472973574166025,0.9973844572830104,0.9986790519978437
imagenet,rope,noise,0.0900125,0.9980257564588397,0.0006476198341159816,0.9973781366247237,0.9986733762929557
imagenet,rope,noise,0.09025,0.9980197582772523,0.0006479506146391146,0.9973718076626132,0.9986677088918914
imagenet,rope,noise,0.0904875,0.998013760095665,0.0006482896862752319,0.9973654704093897,0.9986620497819403
imagenet,rope,noise,0.090725,0.9980077619140776,0.000648637036021907,0.9973591248780557,0.9986563989500995
imagenet,rope,noise,0.0909625,0.9980017637324905,0.0006489926505875651,0.9973527710819029,0.9986507563830781
imagenet,rope,noise,0.0912,0.9979957655509031,0.0006493565163936737,0.9973464090345094,0.9986451220672967
imagenet,rope,noise,0.0914375,0.9979897673693158,0.0006497286195774407,0.9973400387497383,0.9986394959888932
imagenet,rope,noise,0.091675,0.9979837691877286,0.0006501089459943976,0.9973336602417342,0.998633878133723
imagenet,rope,noise,0.0919125,0.9979777710061413,0.0006504974812209472,0.9973272735249203,0.9986282684873622
imagenet,rope,noise,0.09215,0.9979717728245538,0.0006508942105569042,0.997320878613997,0.9986226670351107
imagenet,rope,noise,0.0923875,0.9979657746429665,0.0006512991190282616,0.9973144755239383,0.9986170737619948
imagenet,rope,noise,0.092625,0.9979597764613795,0.0006517121913900621,0.9973080642699894,0.9986114886527695
imagenet,rope,noise,0.0928625,0.9979537782797921,0.0006521334121287975,0.9973016448676634,0.9986059116919209
imagenet,rope,noise,0.0931,0.997947780098205,0.0006525627654654316,0.9972952173327395,0.9986003428636704
imagenet,rope,noise,0.0933375,0.9979417819166173,0.0006530002353581997,0.9972887816812591,0.9985947821519755
imagenet,rope,noise,0.093575,0.9979357837350302,0.0006534458055055431,0.9972823379295247,0.9985892295405357
imagenet,rope,noise,0.0938125,0.9979297855534429,0.000653899459348727,0.9972758860940942,0.9985836850127916
imagenet,rope,noise,0.09405,0.9979237873718557,0.0006543611800749613,0.9972694261917807,0.9985781485519307
imagenet,rope,noise,0.0942875,0.9979177891902683,0.0006548309506205391,0.9972629582396477,0.9985726201408889
imagenet,rope,noise,0.094525,0.9979117910086811,0.0006553087536733848,0.9972564822550077,0.9985670997623545
imagenet,rope,noise,0.0947625,0.9979057928270939,0.0006557945716763512,0.9972499982554176,0.9985615873987702
imagenet,rope,noise,0.095,0.9978997946455065,0.0006562883868302096,0.9972435062586763,0.9985560830323367
imagenet,rope,adversarial,0.0,1.0,0.0,1.0,1.0
imagenet,rope,adversarial,0.0002375,0.9999727481035167,2.223993584137038e-05,0.9999505081676753,0.999994988039358
imagenet,rope,adversarial,0.000475,0.9999454962070335,4.447987168272801e-05,0.9999010163353508,0.9999899760787163
imagenet,rope,adversarial,0.0007125,0.9999182443105504,6.67198075240984e-05,0.9998515245030263,0.9999849641180746
imagenet,rope,adversarial,0.00095,0.9998909924140671,8.895974336546413e-05,0.9998020326707017,0.9999799521574325
imagenet,rope,adversarial,0.0011875,0.999863740517584,0.0001111996792068166,0.9997525408383772,0.9999749401967908
imagenet,rope,adversarial,0.001425,0.9998364886211006,0.00013343961504819213,0.9997030490060524,0.9999699282361488
imagenet,rope,adversarial,0.0016625,0.9998092367246173,0.00015567955088957195,0.9996535571737277,0.9999649162755069
imagenet,rope,adversarial,0.0019,0.9997819848281342,0.00017791948673093766,0.9996040653414032,0.9999599043148651
imagenet,rope,adversarial,0.0021375,0.9997547329316512,0.00020015942257230806,0.9995545735090788,0.9999548923542235
imagenet,rope,adversarial,0.002375,0.9997274810351678,0.0002223993584136657,0.9995050816767542,0.9999498803935815
imagenet,rope,adversarial,0.0026125,0.9997002291386847,0.0002446392942550128,0.9994555898444297,0.9999448684329397
imagenet,rope,adversarial,0.00285,0.9996729772422014,0.00026687923009637856,0.999406098012105,0.9999398564722978
imagenet,rope,adversarial,0.0030875,0.9996457253457182,0.0002891191659377409,0.9993566061797804,0.9999348445116559
imagenet,rope,adversarial,0.003325,0.9996184734492349,0.0003113591017791066,0.9993071143474558,0.9999298325510141
imagenet,rope,adversarial,0.0035625,0.9995912215527518,0.00033359903762045906,0.9992576225151314,0.9999248205903722
imagenet,rope,adversarial,0.0038,0.9995639696562685,0.0003558389734618294,0.9992081306828067,0.9999198086297303
imagenet,rope,adversarial,0.0040375,0.9995367177597854,0.000378078909303205,0.9991586388504822,0.9999147966690886
imagenet,rope,adversarial,0.004275,0.999509465863302,0.00040031884514455746,0.9991091470181575,0.9999097847084466
imagenet,rope,adversarial,0.0045125,0.9994822139668189,0.0004225587809859232,0.999059655185833,0.9999047727478049
imagenet,rope,adversarial,0.00475,0.9994549620703356,0.0004447987168273209,0.9990101633535082,0.9998997607871629
imagenet,rope,adversarial,0.0049875,0.9994277101738523,0.0004670386526686785,0.9989606715211836,0.9998947488265211
imagenet,rope,adversarial,0.005225,0.9994004582773691,0.0004892785885100489,0.9989111796888591,0.9998897368658791
imagenet,rope,adversarial,0.0054625,0.999373206380886,0.0005115185243513967,0.9988616878565346,0.9998847249052374
imagenet,rope,adversarial,0.0057,0.9993459544844029,0.000533758460192777,0.9988121960242101,0.9998797129445957
imagenet,rope,adversarial,0.0059375,0.9993187025879195,0.0005559983960341426,0.9987627041918854,0.9998747009839537
imagenet,rope,adversarial,0.006175,0.9992914506914364,0.0005782383318754951,0.9987132123595609,0.999869689023312
imagenet,rope,adversarial,0.0064125,0.9992641987949532,0.0006004782677168608,0.9986637205272364,0.99986467706267
imagenet,rope,adversarial,0.00665,0.99923694689847,0.000622718203558241,0.9986142286949118,0.9998596651020282
imagenet,rope,adversarial,0.0068875,0.9992096950019868,0.0006449581393995935,0.9985647368625872,0.9998546531413863
imagenet,rope,adversarial,0.007125,0.9991824431055035,0.0006671980752409592,0.9985152450302626,0.9998496411807445
imagenet,rope,adversarial,0.0073625,0.9991551912090202,0.0006894380110822885,0.9984657531979378,0.9998446292201025
imagenet,rope,adversarial,0.0076,0.9991279393125371,0.000711677946923664,0.9984162613656135,0.9998396172594607
imagenet,rope,adversarial,0.0078375,0.9991006874160537,0.0007339178827650617,0.9983667695332886,0.9998346052988188
imagenet,rope,adversarial,0.008075,0.9990734355195706,0.0007561578186064095,0.9983172777009642,0.999829593338177
imagenet,rope,adversarial,0.0083125,0.9990461836230873,0.0007783977544477898,0.9982677858686395,0.999824581377535
imagenet,rope,adversarial,0.00855,0.9990189317266042,0.0008006376902891555,0.998218294036315,0.9998195694168933
imagenet,rope,adversarial,0.0087875,0.9989916798301209,0.000822877626130508,0.9981688022039904,0.9998145574562515
imagenet,rope,adversarial,0.009025,0.9989644279336378,0.0008451175619718736,0.9981193103716659,0.9998095454956097
imagenet,rope,adversarial,0.0092625,0.9989371760371545,0.000867357497813236,0.9980698185393413,0.9998045335349677
imagenet,rope,adversarial,0.0095,0.9989099241406714,0.0008895974336546016,0.9980203267070168,0.999799521574326
imagenet,rope,adversarial,0.0097375,0.998882672244188,0.0009118373694959721,0.9979708348746921,0.999794509613684
imagenet,rope,adversarial,0.009975,0.9988554203477049,0.0009340773053373198,0.9979213430423676,0.9997894976530423
imagenet,rope,adversarial,0.0102125,0.9988281684512216,0.0009563172411787001,0.9978718512100428,0.9997844856924003
imagenet,rope,adversarial,0.01045,0.9988009165547385,0.0009785571770200704,0.9978223593777183,0.9997794737317586
imagenet,rope,adversarial,0.0106875,0.9987736646582551,0.0010007971128614456,0.9977728675453936,0.9997744617711166
imagenet,rope,adversarial,0.010925,0.998746412761772,0.0010230370487028257,0.9977233757130691,0.9997694498104749
imagenet,rope,adversarial,0.0111625,0.9987191608652887,0.0010452769845441735,0.9976738838807445,0.9997644378498328
imagenet,rope,adversarial,0.0114,0.9986919089688056,0.001067516920385544,0.99762439204842,0.9997594258891911
imagenet,rope,adversarial,0.0116375,0.9986646570723224,0.0010897568562269098,0.9975749002160955,0.9997544139285494
imagenet,rope,adversarial,0.011875,0.998637405175839,0.001111996792068272,0.9975254083837707,0.9997494019679073
imagenet,rope,adversarial,0.0121125,0.9986101532793558,0.0011342367279096146,0.9974759165514462,0.9997443900072653
