dataset,family,seed,budget,rho,accuracy,n_draws,rho_sd_across_draws,accuracy_sd_across_draws,sources,architecture,source_index
,learned,456,0.040000000000000001,0.074867555106047645,0.99173431734317341,10,0.00064877585992371728,0.0020375182524820395,,vits_amp,5
,learned,456,0.059999999999999998,0.11555078341323768,0.98841328413284146,10,0.0008898073394521998,0.0033378463750230363,,vits_amp,6
,learned,456,0.080000000000000002,0.15630811132722003,0.98346863468634693,10,0.0010867779420436605,0.0052870501657534688,,vits_amp,7
,learned,456,0.12,0.23536823636424575,0.96531365313653139,10,0.0014242886439849712,0.0080563458272141925,,vits_amp,8
,learned,789,0,0,1,10,0,0,,vits_amp,0
,learned,789,0.0025000000000000001,0.0045732302787153834,0.99985196150999245,10,3.8160913714043141e-05,0.00049959182658072061,,vits_amp,1
,learned,789,0.0050000000000000001,0.00914837220103017,0.99970392301998512,10,7.5765692713657002e-05,0.00075646235957344086,,vits_amp,2
,learned,789,0.01,0.018379826631346342,0.99914877868245733,10,0.00015089739112355966,0.0011041031746984449,,vits_amp,3
,learned,789,0.02,0.037376932997560744,0.99648408586232406,10,0.00030393951504333305,0.0019757731776519809,,vits_amp,4
,learned,789,0.040000000000000001,0.078104050962927191,0.99529977794226487,10,0.00062289098728729301,0.0021371076469913824,,vits_amp,5
,learned,789,0.059999999999999998,0.12096885969206475,0.99267209474463347,10,0.00089362949032237521,0.002319794576569108,,vits_amp,6
,learned,789,0.080000000000000002,0.16362515092778998,0.98700962250185031,10,0.0011077640213252092,0.0037760698566053591,,vits_amp,7
,learned,789,0.12,0.24571558432197799,0.96176905995558837,10,0.0015142641025912094,0.005588466614253839,,vits_amp,8
,learned,1011,0,0,1,10,0,0,,vits_amp,0
,learned,1011,0.0025000000000000001,0.004935979906692714,1.0000371333085778,10,9.9860752593310204e-05,0.00032513740652473128,,vits_amp,1
,learned,1011,0.0050000000000000001,0.0098735327798694893,1.0002970664686224,10,0.00019637720190166823,0.00069580241725732237,,vits_amp,2
,learned,1011,0.01,0.019822863070323611,0.99925733382844406,10,0.00037911960191926332,0.0011742583216369758,,vits_amp,3
,learned,1011,0.02,0.040178279416274131,0.99847753434831044,10,0.0007046683582353397,0.0019449253496243329,,vits_amp,4
,learned,1011,0.040000000000000001,0.082773910846333315,0.99569253620497578,10,0.0011102031572046325,0.0026385270641364768,,vits_amp,5
,learned,1011,0.059999999999999998,0.12603653852230706,0.99261047159301885,10,0.0010606000685784332,0.0033141463459168312,,vits_amp,6
,learned,1011,0.080000000000000002,0.16850293515533479,0.9864834756776828,10,0.00092265303042846265,0.0064202334355310843,,vits_amp,7
,learned,1011,0.12,0.2506697461533004,0.96461195692536206,10,0.0011830204535335732,0.012731725840521846,,vits_amp,8
,learned,1213,0,0,1,10,0,0,,vits_amp,0
,learned,1213,0.0025000000000000001,0.0047109455045510566,0.99959349593495939,10,4.8108750789781359e-05,0.00063889147474203436,,vits_amp,1
,learned,1213,0.0050000000000000001,0.0094226830164115642,0.9994826311899484,10,9.6706716721315901e-05,0.00092510388546533109,,vits_amp,2
,learned,1213,0.01,0.018926818731285051,0.99937176644493719,10,0.00019322378064548805,0.001143016576463344,,vits_amp,3
,learned,1213,0.02,0.038456347726559176,0.99844789356984476,10,0.00038454435774545323,0.0020449870381322372,,vits_amp,4
,learned,1213,0.040000000000000001,0.079957469411180343,0.99733924611973401,10,0.0007181533582483841,0.0022090674325163737,,vits_amp,5
,learned,1213,0.059999999999999998,0.12287560519834262,0.99379157427937925,10,0.00093064934644042797,0.002861455020100451,,vits_amp,6
,learned,1213,0.080000000000000002,0.16512361686134505,0.98739837398373997,10,0.0010851041867323654,0.0037905568221579746,,vits_amp,7
,learned,1213,0.12,0.24591877471212889,0.96359940872135996,10,0.0013730435340656758,0.008115603734089585,,vits_amp,8
,rope,42,0,0.00011242630826539018,0.99965253648366903,10,1.4285617954820562e-20,1.1702778228589004e-16,,vits_amp,0
,rope,42,0.025000000000000001,0.023653491646741916,0.99993050729673383,10,0.00037871399029156731,0.0005626572991193334,,vits_amp,1
,rope,42,0.050000000000000003,0.047324094639370651,0.99923558026407222,10,0.00075472917138357204,0.0013185313384996742,,vits_amp,2
,rope,42,0.10000000000000001,0.094795630489705546,0.99826268241834604,10,0.0014939866515244731,0.0021293463413076226,,vits_amp,3
,rope,42,0.20000000000000001,0.19064264839871431,0.99402362751911044,10,0.002886568076027322,0.0025205412107918608,,vits_amp,4
,rope,42,0.40000000000000002,0.38593978194549161,0.96810284920083389,10,0.0050494708209343373,0.0041721352059002001,,vits_amp,5
,rope,42,0.59999999999999998,0.57845703612387323,0.89506601806810282,10,0.0061123633229605455,0.012809633136621288,,vits_amp,6
,rope,123,0,0.00010622782201002595,1,10,1.4285617954820562e-20,0,,vits_amp,0
,rope,123,0.025000000000000001,0.022334047426502256,0.99947862356621486,10,0.00025669085086856919,0.00080688148981488599,,vits_amp,1
,rope,123,0.050000000000000003,0.044694929460322094,0.99895724713242973,10,0.00050964706509978375,0.00081926402640083442,,vits_amp,2
,rope,123,0.10000000000000001,0.089596361101242722,0.99711505039972204,10,0.00099802999421932329,0.0015110924657131886,,vits_amp,3
,rope,123,0.20000000000000001,0.18059239253724962,0.99217935349322217,10,0.0018654794609275788,0.0012179235338679252,,vits_amp,4
,rope,123,0.40000000000000002,0.36830180051116612,0.96972540841153987,10,0.0030711533017274109,0.0021949549575522643,,vits_amp,5
,rope,123,0.59999999999999998,0.55827047811382891,0.90455335418839078,10,0.0035266827080828369,0.007851610326358489,,vits_amp,6
,rope,456,0,0.00010255128380229776,1.0003502626970227,10,0,0,,vits_amp,0
,rope,456,0.025000000000000001,0.02180851302293698,1.0003852889667251,10,0.00038021153257726986,0.00096913045975234276,,vits_amp,1
,rope,456,0.050000000000000003,0.043639131803222278,1.0005253940455341,10,0.00075892221782387274,0.00089299816350137942,,vits_amp,2
,rope,456,0.10000000000000001,0.087471480865546195,0.99744308231173373,10,0.0014989105109644598,0.0010707069719192519,,vits_amp,3
,rope,456,0.20000000000000001,0.17633845482249028,0.99152364273204907,10,0.0028415665516069322,0.0021067588686309617,,vits_amp,4
,rope,456,0.40000000000000002,0.36024503757924176,0.96760070052539393,10,0.0047967874030745011,0.0068820653258081397,,vits_amp,5
,rope,456,0.59999999999999998,0.54722208105291881,0.90003502626970222,10,0.0055271290376022568,0.019722274774420321,,vits_amp,6
,rope,789,0,0.00010019130254373863,1,10,0,0,,vits_amp,0
,rope,789,0.025000000000000001,0.022238171336209714,0.99979144942648601,10,0.00040668293783382862,0.00077202323016834634,,vits_amp,1
,rope,789,0.050000000000000003,0.044494077969754353,0.99920055613486269,10,0.00080966534623673069,0.00097005842608897171,,vits_amp,2
,rope,789,0.10000000000000001,0.089155645895812069,0.99881821341675359,10,0.0015904108469943956,0.0018839510252974614,,vits_amp,3
,rope,789,0.20000000000000001,0.17959654524162219,0.99635036496350371,10,0.0029819527466899585,0.0018771697075680392,,vits_amp,4
,rope,789,0.40000000000000002,0.36647987356590284,0.97368786930830731,10,0.0048867818918040097,0.0051085562945826857,,vits_amp,5
,rope,789,0.59999999999999998,0.55628110819069454,0.90597844977407027,10,0.005537083146376868,0.01786014367914265,,vits_amp,6
,rope,1011,0,9.2554183383901443e-05,1,10,1.4285617954820562e-20,0,,vits_amp,0
,rope,1011,0.025000000000000001,0.022849662398596954,1.000034806822137,10,0.00037071020282073878,0.00072363226033237294,,vits_amp,1
,rope,1011,0.050000000000000003,0.045723626750300395,0.99933867037939428,10,0.00073767206731234622,0.0010435598942693533,,vits_amp,2
,rope,1011,0.10000000000000001,0.09164228291461074,0.99756352245040014,10,0.0014516374984490106,0.0017974165662872289,,vits_amp,3
,rope,1011,0.20000000000000001,0.18454670574574328,0.99300382875043502,10,0.0027395732274331603,0.0018596241239260101,,vits_amp,4
,rope,1011,0.40000000000000002,0.3747748979243658,0.97076226940480326,10,0.0044665362290802922,0.0033546426023438936,,vits_amp,5
,rope,1011,0.59999999999999998,0.56509774580564165,0.91155586494953,10,0.0049689828470355852,0.008320456592016889,,vits_amp,6
,rope,1213,0,9.942226052948393e-05,0.99964961457603374,10,0,0,,vits_amp,0
,rope,1213,0.025000000000000001,0.023291613393820777,0.99929922915206737,10,0.00035268583813963169,0.00075691902574254936,,vits_amp,1
,rope,1213,0.050000000000000003,0.04660047231261584,0.99894884372810089,10,0.00070318206179658001,0.0012024795773168625,,vits_amp,2
,rope,1213,0.10000000000000001,0.093344868195663441,0.99768745620182209,10,0.0013875634697868235,0.0015246128355132455,,vits_amp,3
,rope,1213,0.20000000000000001,0.1876692338413502,0.9933777154870358,10,0.002626035251018516,0.0021564444595044197,,vits_amp,4
,rope,1213,0.40000000000000002,0.37961943290719224,0.96829011913104424,10,0.0041840264885619162,0.0047305636886424913,,vits_amp,5
,rope,1213,0.59999999999999998,0.57035775796785626,0.89863349684653127,10,0.0043492609394692678,0.01122576912453074,,vits_amp,6
,sinusoidal,42,0,0,1,10,0,0,,vits_amp,0
,sinusoidal,42,0.01,0.011248467910952391,0.99886321965529878,10,7.7873795409747891e-05,0.0013102483506526391,,vits_amp,1
,sinusoidal,42,0.025000000000000001,0.02890641536464867,0.99867986798679864,10,0.00019577011642668739,0.0024213529914512825,,vits_amp,2
,sinusoidal,42,0.050000000000000003,0.061859426548016724,0.99878987898789884,10,0.00038148878413096879,0.0033477513208975329,,vits_amp,3
,sinusoidal,42,0.10000000000000001,0.13058976299062586,0.99420608727539417,10,0.00058438756774545364,0.0057405959978724984,,vits_amp,4
,sinusoidal,42,0.20000000000000001,0.25157268335951277,0.94305097176384289,10,0.0011968648138890798,0.017044628123780339,,vits_amp,5
,sinusoidal,42,0.29999999999999999,0.36800373647719109,0.75031169783645024,10,0.0017985600248686482,0.089885039571833747,,vits_amp,6
,sinusoidal,123,0,0,1,10,0,0,,vits_amp,0
,sinusoidal,123,0.01,0.010302459928752585,1.0008807339449541,10,0.00010222090511575411,0.0013310307531484468,,vits_amp,1
,sinusoidal,123,0.025000000000000001,0.026132351997128107,1.0010275229357797,10,0.00025645025701805015,0.0016393262940918103,,vits_amp,2
,sinusoidal,123,0.050000000000000003,0.05444104674784489,1.0011376146788991,10,0.00056234503958910078,0.0020428500793288826,,vits_amp,3
,sinusoidal,123,0.10000000000000001,0.1156586030049815,1.0004770642201835,10,0.0011261811874691892,0.0036740036216658068,,vits_amp,4
,sinusoidal,123,0.20000000000000001,0.23411145622637472,0.96664220183486227,10,0.0016328787693129373,0.007344442745945646,,vits_amp,5
,sinusoidal,123,0.29999999999999999,0.34888428839711305,0.8743119266055045,10,0.0020208169420591528,0.03070957696314575,,vits_amp,6
,sinusoidal,456,0,0,1,10,0,0,,vits_amp,0
,sinusoidal,456,0.01,0.011485599110337414,0.99974035608308609,10,0.00013859468273858151,0.0010498481560511214,,vits_amp,1
,sinusoidal,456,0.025000000000000001,0.029350176303857223,0.99907270029673589,10,0.00036760678451201972,0.00097745971197090559,,vits_amp,2
,sinusoidal,456,0.050000000000000003,0.062289042854791962,0.9986275964391691,10,0.00078379093302834439,0.0026635732313568662,,vits_amp,3
,sinusoidal,456,0.10000000000000001,0.13365669750172365,0.99673590504451037,10,0.0011803511546269727,0.0031560901166443178,,vits_amp,4
,sinusoidal,456,0.20000000000000001,0.26223981645103156,0.95574925816023737,10,0.0014056659250521026,0.0093100972305926299,,vits_amp,5
,sinusoidal,456,0.29999999999999999,0.37990518626561026,0.81016320474777448,10,0.0015134151235362753,0.038577966022479072,,vits_amp,6
,sinusoidal,789,0,0,1,10,0,0,,vits_amp,0
,sinusoidal,789,0.01,0.011170865843305195,0.9995267564615945,10,0.00012920091276883078,0.00092492847956117256,,vits_amp,1
,sinusoidal,789,0.025000000000000001,0.028357687366763827,1.0002548234437569,10,0.00031226388056088296,0.001848662603918306,,vits_amp,2
,sinusoidal,789,0.050000000000000003,0.059184712462686792,1.0005096468875139,10,0.00059132772801241142,0.0025809606545119899,,vits_amp,3
,sinusoidal,789,0.10000000000000001,0.12539278035727169,0.99461230433199854,10,0.00098718141777104796,0.0040128168333589641,,vits_amp,4
,sinusoidal,789,0.20000000000000001,0.25125004161348202,0.95187477247906815,10,0.001637359784230117,0.014603546806024673,,vits_amp,5
,sinusoidal,789,0.29999999999999999,0.3723568728480473,0.78645795413178021,10,0.0020525901903565664,0.063590351825795852,,vits_amp,6
,sinusoidal,1011,0,0,1,10,0,0,,vits_amp,0
,sinusoidal,1011,0.01,0.011568324183599571,0.99955670483930548,10,8.0901256419105774e-05,0.00096645323828831653,,vits_amp,1
,sinusoidal,1011,0.025000000000000001,0.029707733456236222,0.99863317325452527,10,0.00019713189366378744,0.0018017678079996543,,vits_amp,2
,sinusoidal,1011,0.050000000000000003,0.063637748833733104,1.0006280014776505,10,0.00041676528016403616,0.0029452791527968276,,vits_amp,3
,sinusoidal,1011,0.10000000000000001,0.13537971063186718,0.99892870336165485,10,0.00078841479000666716,0.0042955416569950252,,vits_amp,4
,sinusoidal,1011,0.20000000000000001,0.26323312088511397,0.95858884373845576,10,0.0010157821113646994,0.012696251184863913,,vits_amp,5
,sinusoidal,1011,0.29999999999999999,0.38384550255408406,0.81891392685629838,10,0.0013791455069994342,0.039142169655049908,,vits_amp,6
,sinusoidal,1213,0,0,1,10,0,0,,vits_amp,0
,sinusoidal,1213,0.01,0.010954868712032223,0.99812568908489518,10,8.635605014474709e-05,0.0010168568403502278,,vits_amp,1
,sinusoidal,1213,0.025000000000000001,0.028061272574021152,0.99665564130834261,10,0.00022328514983348008,0.00070266472618888385,,vits_amp,2
,sinusoidal,1213,0.050000000000000003,0.059766373372266354,0.99562660786475554,10,0.0004884604090330877,0.001804180479034695,,vits_amp,3
,sinusoidal,1213,0.10000000000000001,0.12769118086389467,0.99169423006247703,10,0.00085805705564674531,0.0024574188740649149,,vits_amp,4
,sinusoidal,1213,0.20000000000000001,0.25441135942093179,0.94443219404630641,10,0.0012781548359187484,0.013440646454791537,,vits_amp,5
,sinusoidal,1213,0.29999999999999999,0.37680431837410955,0.76056596839397284,10,0.0018076319092827126,0.052828412737415058,,vits_amp,6
