scope,scope_key,support_multiplier,rho_endpoint,architecture,family,family_label,seed,attack_nauc,noise_nauc,noise_minus_attack_gap
cross,all,0.75,0.065509178693571951,vits_amp,sinusoidal,Sinusoidal,456,0.82769936548384215,0.99916767744839441,0.17146831196455226
cross,all,0.75,0.065509178693571951,vits_amp,sinusoidal,Sinusoidal,789,0.826976239913224,1.0001328785816637,0.17315663866843967
cross,all,0.75,0.065509178693571951,vits_amp,sinusoidal,Sinusoidal,1011,0.84596614966572725,0.99953622139783271,0.15357007173210546
cross,all,0.75,0.065509178693571951,vits_amp,sinusoidal,Sinusoidal,1213,0.84858926719475847,0.99689632843172826,0.14830706123696979
cross,all,0.75,0.065509178693571951,vits_amp,rope,RoPE,42,0.92069453485807839,0.99951019562151011,0.078815660763431716
cross,all,0.75,0.065509178693571951,vits_amp,rope,RoPE,123,0.95770518591493359,0.99917761825556251,0.041472432340628917
cross,all,0.75,0.065509178693571951,vits_amp,rope,RoPE,456,0.91623838450262218,1.0001925617473872,0.08395417724476506
cross,all,0.75,0.065509178693571951,vits_amp,rope,RoPE,789,0.98048068906655239,0.99950821938213608,0.019027530315583685
cross,all,0.75,0.065509178693571951,vits_amp,rope,RoPE,1011,0.96334002638903438,0.99958141680854462,0.036241390419510244
cross,all,0.75,0.065509178693571951,vits_amp,rope,RoPE,1213,0.94502376532687937,0.99912493938651747,0.054101174059638102
architecture,vitb_amp,1,0.095748114392128297,vitb_amp,learned,Learned,42,0.99637730046311834,0.99919258141691891,0.0028152809538005696
architecture,vitb_amp,1,0.095748114392128297,vitb_amp,learned,Learned,123,0.99352294646913419,0.99684309207906652,0.0033201456099323234
architecture,vitb_amp,1,0.095748114392128297,vitb_amp,learned,Learned,456,0.98892695963019361,0.99839897222519169,0.0094720125949980805
architecture,vitb_amp,1,0.095748114392128297,vitb_amp,learned,Learned,789,0.9923168099827262,0.9990238021053568,0.0067069921226305951
