dataset,family,seed,budget,rho,accuracy,attack_loss,sources,source_classes,architecture,source_index
imagenet,sinusoidal,123,0.01,0.097466277339327806,0.18368794326241131,4.0510041818022726,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/attacks_sinusoidal.json,base,vitb_amp,6
imagenet,sinusoidal,123,0.02,0.094848954197746305,0.019858156028368702,7.1997791826725006,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_2_seeds_123/attacks_sinusoidal.json,base,vitb_amp,7
imagenet,sinusoidal,456,0.0025000000000000001,0.0067912625703927003,0.98791325986491285,0.91888115890324118,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/attacks_sinusoidal.json,base,vitb_amp,0
imagenet,sinusoidal,456,0.0050000000000000001,0.017250486504273198,0.967294703163882,1.0209956229198724,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/attacks_sinusoidal.json,base,vitb_amp,1
imagenet,sinusoidal,456,0.0060000000000000001,0.026714415137341602,0.95129754710273717,1.0750849202275277,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/attacks_sinusoidal.json,base,vitb_amp,2
imagenet,sinusoidal,456,0.0070000000000000001,0.054955710218017297,0.91254888019907565,1.1732732680626214,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/attacks_sinusoidal.json,base,vitb_amp,3
imagenet,sinusoidal,456,0.0080000000000000002,0.082165288323184094,0.75115535015997159,1.6749330176040531,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/attacks_sinusoidal.json,base,vitb_amp,4
imagenet,sinusoidal,456,0.0089999999999999993,0.092656497577623606,0.49982225382154288,2.6454113356769087,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/attacks_sinusoidal.json,base,vitb_amp,5
imagenet,sinusoidal,456,0.01,0.098351897986218698,0.2822609313899751,3.5690759852528573,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/attacks_sinusoidal.json,base,vitb_amp,6
imagenet,sinusoidal,456,0.02,0.097716916192603004,0.0184856025595449,7.0306947410106657,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_3_seeds_456/attacks_sinusoidal.json,base,vitb_amp,7
imagenet,sinusoidal,789,0.0025000000000000001,0.0070776142183400998,0.9848056537102472,0.89800850786268716,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/attacks_sinusoidal.json,base,vitb_amp,0
imagenet,sinusoidal,789,0.0050000000000000001,0.0184023151424626,0.96325088339222598,1.0131534791551531,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/attacks_sinusoidal.json,base,vitb_amp,1
imagenet,sinusoidal,789,0.0060000000000000001,0.033793129323895103,0.93533568904593645,1.0898726063314823,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/attacks_sinusoidal.json,base,vitb_amp,2
imagenet,sinusoidal,789,0.0070000000000000001,0.066476816143935594,0.86007067137809179,1.3031608121935281,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/attacks_sinusoidal.json,base,vitb_amp,3
imagenet,sinusoidal,789,0.0080000000000000002,0.082319932263602,0.68374558303886923,1.880691079236567,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/attacks_sinusoidal.json,base,vitb_amp,4
imagenet,sinusoidal,789,0.0089999999999999993,0.089646305816031793,0.47102473498233211,2.7719237454235555,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/attacks_sinusoidal.json,base,vitb_amp,5
imagenet,sinusoidal,789,0.01,0.091973222501241,0.30459363957597169,3.6330587111413482,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/attacks_sinusoidal.json,base,vitb_amp,6
imagenet,sinusoidal,789,0.02,0.1018848168534911,0.028621908127208402,7.0154836535453793,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_4_seeds_789/attacks_sinusoidal.json,base,vitb_amp,7
imagenet,sinusoidal,1011,0.0025000000000000001,0.0062039737637967001,0.98701298701298701,0.91187720261514182,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/attacks_sinusoidal.json,base,vitb_amp,0
imagenet,sinusoidal,1011,0.0050000000000000001,0.018066761528137399,0.96876096876096884,1.035861198231578,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/attacks_sinusoidal.json,base,vitb_amp,1
imagenet,sinusoidal,1011,0.0060000000000000001,0.0323830963731764,0.94313794313794319,1.1132183449342847,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/attacks_sinusoidal.json,base,vitb_amp,2
imagenet,sinusoidal,1011,0.0070000000000000001,0.062624301217149306,0.85573885573885577,1.3605155980214476,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/attacks_sinusoidal.json,base,vitb_amp,3
imagenet,sinusoidal,1011,0.0080000000000000002,0.079485792206042502,0.65250965250965254,2.1713128603994845,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/attacks_sinusoidal.json,base,vitb_amp,4
imagenet,sinusoidal,1011,0.0089999999999999993,0.088458500085291006,0.40119340119340119,3.1650741174817085,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/attacks_sinusoidal.json,base,vitb_amp,5
imagenet,sinusoidal,1011,0.01,0.093611330105804094,0.2274482274482274,3.940271408855915,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/attacks_sinusoidal.json,base,vitb_amp,6
imagenet,sinusoidal,1011,0.02,0.095748114392128297,0.024921024921024899,7.3846560060977939,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_5_seeds_1011/attacks_sinusoidal.json,base,vitb_amp,7
imagenet,sinusoidal,1213,0.0025000000000000001,0.0066024410331807001,0.99069767441860479,0.93332814290188237,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/attacks_sinusoidal.json,base,vitb_amp,0
imagenet,sinusoidal,1213,0.0050000000000000001,0.0196924426869741,0.96493738819320218,1.0508679289370777,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/attacks_sinusoidal.json,base,vitb_amp,1
imagenet,sinusoidal,1213,0.0060000000000000001,0.034381240455851898,0.94275491949910561,1.1271552891936154,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/attacks_sinusoidal.json,base,vitb_amp,2
imagenet,sinusoidal,1213,0.0070000000000000001,0.060042437007271798,0.86368515205724505,1.3419647811446338,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/attacks_sinusoidal.json,base,vitb_amp,3
imagenet,sinusoidal,1213,0.0080000000000000002,0.078425869477358398,0.66690518783542041,2.0722640607506042,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/attacks_sinusoidal.json,base,vitb_amp,4
imagenet,sinusoidal,1213,0.0089999999999999993,0.087722962548881706,0.43005366726296962,2.9879256751388312,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/attacks_sinusoidal.json,base,vitb_amp,5
imagenet,sinusoidal,1213,0.01,0.092780540478092602,0.25044722719141321,3.7494972907006741,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/attacks_sinusoidal.json,base,vitb_amp,6
imagenet,sinusoidal,1213,0.02,0.098265310997010996,0.024329159212880098,7.4727789729833596,analysis/v18_canonical_pipeline/inputs/imagenet_base/session_6_seeds_1213/attacks_sinusoidal.json,base,vitb_amp,7
,learned,42,0,0,1,,,,vits_amp,0
,learned,42,0.0030000000000000001,0.028475610188135481,0.96586270871985147,1.1593856929801405,,,vits_amp,1
,learned,42,0.0040000000000000001,0.041067581002977679,0.94211502782931345,1.2567763213068246,,,vits_amp,2
,learned,42,0.0044999999999999997,0.052302954475834863,0.91094619666048227,1.3454197945073247,,,vits_amp,3
,learned,42,0.0050000000000000001,0.065514063393420433,0.84897959183673466,1.5352135803550482,,,vits_amp,4
,learned,42,0.0060000000000000001,0.10987199617833691,0.090909090909090898,4.5028344973921772,,,vits_amp,5
,learned,42,0.0080000000000000002,0.11184532304847106,0.076808905380333942,5.0073876470327381,,,vits_amp,6
,learned,123,0,0,1,,,,vits_amp,0
,learned,123,0.0030000000000000001,0.021499570143852807,0.96023782980304717,1.1704353823792188,,,vits_amp,1
,learned,123,0.0040000000000000001,0.041393951224121456,0.91007060572277965,1.3394805845804512,,,vits_amp,2
,learned,123,0.0044999999999999997,0.054595764287848965,0.82422891118543284,1.6176895476877688,,,vits_amp,3
,learned,123,0.0050000000000000001,0.068294446418053642,0.65105908584169458,2.2556720120832323,,,vits_amp,4
,learned,123,0.0060000000000000001,0.089588852337522076,0.26421404682274247,3.8276410415768622,,,vits_amp,5
,learned,123,0.0080000000000000002,0.099523853759162673,0.068376068376068369,5.3543195426464081,,,vits_amp,6
,learned,456,0,0,1,,,,vits_amp,0
,learned,456,0.0030000000000000001,0.018296861267060458,0.96346863468634691,1.1456282975152134,,,vits_amp,1
,learned,456,0.0040000000000000001,0.033322486883060547,0.92324723247232476,1.2644831566140056,,,vits_amp,2
,learned,456,0.0044999999999999997,0.047116656604853799,0.8575645756457565,1.4246272983495145,,,vits_amp,3
,learned,456,0.0050000000000000001,0.095076541532409742,0.26494464944649448,3.6565899558365347,,,vits_amp,4
,learned,456,0.0060000000000000001,0.10250007858335218,0.13690036900369004,4.3694520756602291,,,vits_amp,5
,learned,456,0.0080000000000000002,0.098045127260711143,0.068265682656826573,5.2690275385975838,,,vits_amp,6
,learned,789,0,0,1,,,,vits_amp,0
,learned,789,0.0030000000000000001,0.020929089946661161,0.97483345669874166,1.1709548190236092,,,vits_amp,1
,learned,789,0.0040000000000000001,0.032449155853961915,0.94115470022205772,1.2745876381639392,,,vits_amp,2
,learned,789,0.0044999999999999997,0.042905334326431066,0.91154700222057738,1.3678776135668158,,,vits_amp,3
,learned,789,0.0050000000000000001,0.055111123506289883,0.83160621761658027,1.5748626364395022,,,vits_amp,4
,learned,789,0.0060000000000000001,0.10131931139064532,0.10806809770540339,4.3985701873898506,,,vits_amp,5
,learned,789,0.0080000000000000002,0.094451627267867849,0.073649148778682449,5.4697034016251562,,,vits_amp,6
,learned,1011,0,0,1,,,,vits_amp,0
,learned,1011,0.0030000000000000001,0.24749272810274703,0.72744151503898991,1.9038233051076532,,,vits_amp,1
,learned,1011,0.0040000000000000001,0.24177947237378303,0.20831786112142592,3.9236806467175485,,,vits_amp,2
,learned,1011,0.0044999999999999997,0.21573954341607787,0.11956925362049757,4.3646644234657286,,,vits_amp,3
,learned,1011,0.0050000000000000001,0.19813816671748929,0.07983661344225769,4.6132075741887091,,,vits_amp,4
,learned,1011,0.0060000000000000001,0.14118401581980827,0.069067953954697364,4.8961842626333238,,,vits_amp,5
,learned,1011,0.0080000000000000002,0.12451321326520287,0.047530634979576679,5.3056094557046887,,,vits_amp,6
,learned,1213,0,0,1,,,,vits_amp,0
,learned,1213,0.0030000000000000001,0.018110369719725419,0.96711012564671106,1.1629241984803229,,,vits_amp,1
,learned,1213,0.0040000000000000001,0.033051920204609467,0.92904656319290468,1.2927497545257212,,,vits_amp,2
,learned,1213,0.0044999999999999997,0.25594642742496387,0.051736881005173693,4.7485783115029339,,,vits_amp,3
,learned,1213,0.0050000000000000001,0.25756594688329382,0.034368070953436809,4.886189961433411,,,vits_amp,4
,learned,1213,0.0060000000000000001,0.25305278690117317,0.021803399852180341,5.0279016584157947,,,vits_amp,5
,learned,1213,0.0080000000000000002,0.10072319023148744,0.059127864005912786,5.3329540476202961,,,vits_amp,6
,rope,42,0,0.00011242630826539018,0.99965253648366914,,,,vits_amp,0
,rope,42,0.01,0.015435866686017562,1.001737317581654,0.75234224488958712,,,vits_amp,1
,rope,42,0.025000000000000001,0.026921363316889095,0.99374565670604587,0.79788700859062378,,,vits_amp,2
,rope,42,0.050000000000000003,0.050394850474132898,0.87665045170257117,1.1565190806984902,,,vits_amp,3
,rope,42,0.074999999999999997,0.087083177302808401,0.3092425295343989,3.356596264988184,,,vits_amp,4
,rope,42,0.10000000000000001,0.1212689244789277,0.080958999305072971,4.709736509621143,,,vits_amp,5
,rope,123,0,0.00010622782201002594,1,,,,vits_amp,0
,rope,123,0.01,0.014786789114278935,0.99687174139728885,0.75491596236824987,,,vits_amp,1
,rope,123,0.025000000000000001,0.027671186061379732,0.98540145985401462,0.79845557305961845,,,vits_amp,2
,rope,123,0.050000000000000003,0.062173487129263863,0.88842544316996885,1.1906728204805404,,,vits_amp,3
,rope,123,0.074999999999999997,0.10133828699781422,0.29197080291970806,3.6161185435950758,,,vits_amp,4
,rope,123,0.10000000000000001,0.12804234538442083,0.070212026416405976,4.9687186896800997,,,vits_amp,5
,rope,456,0,0.00010255128380229776,1.0003502626970227,,,,vits_amp,0
,rope,456,0.01,0.014366692535482908,1.0010507880910682,0.7483990060631186,,,vits_amp,1
,rope,456,0.025000000000000001,0.025946944660037101,0.99159369527145347,0.78824169365689156,,,vits_amp,2
,rope,456,0.050000000000000003,0.048539103237523404,0.89141856392294216,1.1406138443853706,,,vits_amp,3
,rope,456,0.074999999999999997,0.083842664537845557,0.333800350262697,3.3600466497242452,,,vits_amp,4
,rope,456,0.10000000000000001,0.10646703102864417,0.098423817863397531,4.6850765019655229,,,vits_amp,5
,rope,789,0,0.00010019130254373863,1,,,,vits_amp,0
,rope,789,0.01,0.014413949837196861,1.0010427528675705,0.73210362866520884,,,vits_amp,1
,rope,789,0.025000000000000001,0.028893899573436591,0.99895724713242962,0.77571343686431649,,,vits_amp,2
,rope,789,0.050000000000000003,0.074058939982233896,0.91588460201598887,1.0746760443784296,,,vits_amp,3
,rope,789,0.074999999999999997,0.11141368186015138,0.34098018769551619,3.2038857892155646,,,vits_amp,4
,rope,789,0.10000000000000001,0.13858794456698123,0.071949947862356617,4.7629166126251219,,,vits_amp,5
,rope,1011,0,9.2554183383901443e-05,1,,,,vits_amp,0
,rope,1011,0.01,0.015292634037389502,0.99895579533588574,0.74413095042109489,,,vits_amp,1
,rope,1011,0.025000000000000001,0.031094410544660812,0.99164636268708661,0.78809748254716394,,,vits_amp,2
,rope,1011,0.050000000000000003,0.061511523058702292,0.89279498781761224,1.1152796238195151,,,vits_amp,3
,rope,1011,0.074999999999999997,0.097182761049473973,0.29759832927253743,3.4757137238979339,,,vits_amp,4
,rope,1011,0.10000000000000001,0.12239400296280072,0.074834667594848581,4.7855795711278919,,,vits_amp,5
,rope,1213,0,9.942226052948393e-05,0.99964961457603374,,,,vits_amp,0
,rope,1213,0.01,0.012438604296329033,0.99859845830413463,0.75656186551786964,,,vits_amp,1
,rope,1213,0.025000000000000001,0.026415939807374618,0.98913805185704284,0.81001366358250382,,,vits_amp,2
,rope,1213,0.050000000000000003,0.055497388450290404,0.89698668535388926,1.1271438448224216,,,vits_amp,3
,rope,1213,0.074999999999999997,0.090372077113695465,0.3279607568325158,3.2124460458755495,,,vits_amp,4
,rope,1213,0.10000000000000001,0.12187545140730031,0.074281709880868962,4.5851970940828322,,,vits_amp,5
,sinusoidal,42,0,0,1,,,,vits_amp,0
,sinusoidal,42,0.0050000000000000001,0.029393781849391794,0.91309130913091308,1.2615974861197174,,,vits_amp,1
,sinusoidal,42,0.0060000000000000001,0.043801774959056537,0.8129812981298129,1.5804645393043757,,,vits_amp,2
,sinusoidal,42,0.0070000000000000001,0.061691615530907414,0.54418775210854409,2.6011533327400684,,,vits_amp,3
,sinusoidal,42,0.0074999999999999997,0.070531557405347112,0.35533553355335534,3.3608510747551916,,,vits_amp,4
,sinusoidal,42,0.0080000000000000002,0.078380127136904718,0.19875320865419874,4.0060437366366388,,,vits_amp,5
,sinusoidal,42,0.0085000000000000006,0.084962543794120854,0.11074440777411074,4.4409868061542515,,,vits_amp,6
,sinusoidal,42,0.0089999999999999993,0.088934097883568264,0.068940227356068931,4.7234898447990421,,,vits_amp,7
,sinusoidal,42,0.0094999999999999998,0.091049149211789304,0.048404840484048396,4.8974564075469971,,,vits_amp,8
,sinusoidal,42,0.01,0.087847377011252697,0.055005500550055,5.155893363058567,,,vits_amp,9
,sinusoidal,123,0,0,1,,,,vits_amp,0
,sinusoidal,123,0.0050000000000000001,0.019843212140821052,0.95119266055045859,1.1345666871406137,,,vits_amp,1
,sinusoidal,123,0.0060000000000000001,0.030511266283553086,0.91266055045871552,1.262570677464828,,,vits_amp,2
,sinusoidal,123,0.0070000000000000001,0.045196570387334246,0.8157798165137613,1.5617348645348101,,,vits_amp,3
,sinusoidal,123,0.0074999999999999997,0.056377747702662226,0.7188990825688073,1.8667680641636253,,,vits_amp,4
,sinusoidal,123,0.0080000000000000002,0.065678407426689317,0.58935779816513756,2.3541217729449273,,,vits_amp,5
,sinusoidal,123,0.0085000000000000006,0.074006670267407704,0.45541284403669724,2.9273314692080019,,,vits_amp,6
,sinusoidal,123,0.0089999999999999993,0.080434703123873477,0.3240366972477064,3.519407508522272,,,vits_amp,7
,sinusoidal,123,0.0094999999999999998,0.085687137309440858,0.22018348623853209,3.9947017043828965,,,vits_amp,8
,sinusoidal,123,0.01,0.089580914834702693,0.14568807339449541,4.3402538001537323,,,vits_amp,9
,sinusoidal,456,0,0,1,,,,vits_amp,0
,sinusoidal,456,0.0050000000000000001,0.020187123304021833,0.92989614243323437,1.3541996631771327,,,vits_amp,1
,sinusoidal,456,0.0060000000000000001,0.033201659437363355,0.86350148367952528,1.5478042309172451,,,vits_amp,2
,sinusoidal,456,0.0070000000000000001,0.052096463170002869,0.70400593471810091,2.0290566236712038,,,vits_amp,3
,sinusoidal,456,0.0074999999999999997,0.062868100198814683,0.56491097922848665,2.5508687000721695,,,vits_amp,4
,sinusoidal,456,0.0080000000000000002,0.071342235257942199,0.41246290801186947,3.140067730844021,,,vits_amp,5
,sinusoidal,456,0.0085000000000000006,0.078620850706506373,0.28486646884272998,3.7177847832441331,,,vits_amp,6
,sinusoidal,456,0.0089999999999999993,0.084730614364272372,0.18583086053412465,4.1816136434674265,,,vits_amp,7
,sinusoidal,456,0.0094999999999999998,0.092891152847559749,0.10867952522255193,4.5813050895929335,,,vits_amp,8
,sinusoidal,456,0.01,0.097093981091807322,0.07307121661721068,4.8709386423230168,,,vits_amp,9
,sinusoidal,789,0,0,1,,,,vits_amp,0
,sinusoidal,789,0.0050000000000000001,0.020953330020259325,0.92573716781943949,1.2662930836435407,,,vits_amp,1
,sinusoidal,789,0.0060000000000000001,0.032801712055192438,0.86275937386239543,1.5133143316488713,,,vits_amp,2
,sinusoidal,789,0.0070000000000000001,0.052676726811016816,0.69530396796505278,2.0931638216599824,,,vits_amp,3
,sinusoidal,789,0.0074999999999999997,0.06488997644170405,0.54677830360393154,2.6208730310201647,,,vits_amp,4
,sinusoidal,789,0.0080000000000000002,0.074069975386186315,0.40662540953767745,3.1983132153749465,,,vits_amp,5
,sinusoidal,789,0.0085000000000000006,0.080786437112727788,0.28467419002548239,3.6854197628796102,,,vits_amp,6
,sinusoidal,789,0.0089999999999999993,0.086747087511592394,0.19330178376410631,4.0481532752513889,,,vits_amp,7
,sinusoidal,789,0.0094999999999999998,0.091633543812107809,0.12995995631598106,4.3388194814324379,,,vits_amp,8
,sinusoidal,789,0.01,0.093993855910129473,0.09428467419002548,4.5711864396929744,,,vits_amp,9
,sinusoidal,1011,0,0,1,,,,vits_amp,0
,sinusoidal,1011,0.0050000000000000001,0.019462471985959903,0.94569634281492421,1.2650211705360561,,,vits_amp,1
,sinusoidal,1011,0.0060000000000000001,0.029911283783806669,0.89619504987070564,1.4220576129853726,,,vits_amp,2
,sinusoidal,1011,0.0070000000000000001,0.043692956970051072,0.79497598817879578,1.7112196303904057,,,vits_amp,3
,sinusoidal,1011,0.0074999999999999997,0.054561496936921278,0.71555227188769854,2.0238076247274877,,,vits_amp,4
,sinusoidal,1011,0.0080000000000000002,0.064648811350981036,0.57554488363502032,2.5222021955996752,,,vits_amp,5
,sinusoidal,1011,0.0085000000000000006,0.073813617643422147,0.38973032877724417,3.1410961091518401,,,vits_amp,6
,sinusoidal,1011,0.0089999999999999993,0.080654735150622131,0.22940524565940154,3.7885536789894103,,,vits_amp,7
,sinusoidal,1011,0.0094999999999999998,0.084799944441016795,0.138899150350942,4.2464223846793177,,,vits_amp,8
,sinusoidal,1011,0.01,0.087345571591429264,0.091983745844107859,4.5235598176717762,,,vits_amp,9
,sinusoidal,1213,0,0,1,,,,vits_amp,0
,sinusoidal,1213,0.0050000000000000001,0.028341583207164574,0.91620727673649394,1.2714873130898923,,,vits_amp,1
,sinusoidal,1213,0.0060000000000000001,0.043965656069645337,0.83572216097023155,1.5157868742011487,,,vits_amp,2
,sinusoidal,1213,0.0070000000000000001,0.062529695976464794,0.57662624035281151,2.3752878546714782,,,vits_amp,3
,sinusoidal,1213,0.0074999999999999997,0.071969346519919833,0.41198088937890481,3.1072435125708582,,,vits_amp,4
,sinusoidal,1213,0.0080000000000000002,0.079967797464307461,0.25468577728776182,3.765893889963627,,,vits_amp,5
,sinusoidal,1213,0.0085000000000000006,0.085333288737596463,0.16648291069459756,4.1926429927349087,,,vits_amp,6
,sinusoidal,1213,0.0089999999999999993,0.089019810430735438,0.11466372657111355,4.4638367772102354,,,vits_amp,7
,sinusoidal,1213,0.0094999999999999998,0.091898554340658301,0.087835354649026087,4.6517564401030542,,,vits_amp,8
,sinusoidal,1213,0.01,0.093707545456032035,0.074237412715913262,4.7992136433720587,,,vits_amp,9
