dataset,pe_type,seed,n_random_directions,task_rho_rel_heldout,random_rho_rel_heldout_median,task_delta_ce,random_delta_ce_median,task_damage_efficiency_actual_rho,random_damage_efficiency_actual_rho_median,damage_efficiency_gap_task_minus_random,task_functional_gain,random_functional_gain_median,task_to_random_functional_gain_ratio,task_calibration_rho_rel,random_calibration_rho_rel_median,source_file,checkpoint_path,checkpoint_sha256,checkpoint_digest_status
imagenet,rope,42,32,0.031421591389235254,0.030277620586261537,0.004040254279971123,0.0003630982246249914,0.12858210234874598,0.011963724132803458,0.11661837821594252,3.2206849452852664,2.6751370953376146,1.203932669805396,0.029986687011589512,0.029994263870824947,imagenet_seeds_42_123.json,/home/djoko.bandjur.ftnkm/Notebooks/ImageNet100_checkpoints/rope_seed42/best_model.pth,8a37631ee2fb19662e24cfb0e16ab985f2cfacfb021d12c2399541909a528118,PASS_POSTHOC_MANIFEST_RETAINED_ORIGINAL_COHORT
imagenet,rope,123,32,0.030117696490614916,0.030136794231659138,-0.011539659462869167,-0.00026288325898349285,-0.3831521267393435,-0.008724410726672011,-0.3744277160126715,3.304668055135351,2.60637503070651,1.267917324330549,0.029956895173980876,0.02999469884186432,imagenet_seeds_42_123.json,/home/djoko.bandjur.ftnkm/Notebooks/ImageNet100_checkpoints/rope_seed123/best_model.pth,1262c21428a304581eaa094db0c98db61b4d23c2a5d731d89faf50a4b9fc4631,PASS_POSTHOC_MANIFEST_RETAINED_ORIGINAL_COHORT
imagenet,rope,456,32,0.031312146385333965,0.030257026077685656,0.004098322708159685,0.0003560846671462059,0.13088603565290127,0.011785855345251277,0.11910018030764999,3.3307258612808663,2.5986586985884452,1.281709623156773,0.02991457037936648,0.029996311407083476,imagenet_seeds_456_789.json,/home/djoko.bandjur.ftnkm/Notebooks/ImageNet100_checkpoints/rope_seed456/best_model.pth,8d2a84e689c7d4f271259308ec12666a55654a3df19654ddfe27be13ecbb062d,PASS_POSTHOC_MANIFEST_RETAINED_ORIGINAL_COHORT
imagenet,rope,789,32,0.030402916836012463,0.03017416119649945,0.017755421809852123,0.0002487488090991974,0.5840038936270978,0.008291620780781918,0.5757122728463159,3.610752856105442,2.8348747658466658,1.2736904287999655,0.02992601148837922,0.02997309388345927,imagenet_seeds_456_789.json,/home/djoko.bandjur.ftnkm/Notebooks/ImageNet100_checkpoints/rope_seed789/best_model.pth,d30eeb09acc05c091cc22d760ccf2e33775524f2bd2d60baa50864212bd0a564,PASS_POSTHOC_MANIFEST_RETAINED_ORIGINAL_COHORT
imagenet,rope,1011,32,0.029885361587592155,0.030045036038236248,-0.00434701144695282,-7.77081586420536e-05,-0.14545621053344115,-0.002589259561277985,-0.14286695097216318,3.2528479835338158,2.660049495300415,1.2228524278517054,0.029917578745441195,0.02999611980396384,imagenet_seeds_1011_1213.json,/home/djoko.bandjur.ftnkm/Notebooks/ImageNet100_checkpoints/rope_seed1011/best_model.pth,03187354a7de6bb52f2f44d6aa6b3354f568c4e17077cdbaca7dae2b8a1bd5e4,PASS_POSTHOC_MANIFEST_RETAINED_ORIGINAL_COHORT
imagenet,rope,1213,32,0.03247927934350134,0.030870180943316235,0.00957536231726408,0.0011678915470838547,0.2948144943733174,0.03761601361371372,0.2571984807596037,3.7950990139259364,3.102201846556148,1.223356571120282,0.0295541780035449,0.02998786082484716,imagenet_seeds_1011_1213.json,/home/djoko.bandjur.ftnkm/Notebooks/ImageNet100_checkpoints/rope_seed1213/best_model.pth,2f487321994592012f073ef1d93e2a49a4f3fda0b9e12da2b4a8744767ee6bde,PASS_POSTHOC_MANIFEST_RETAINED_ORIGINAL_COHORT
imagenet,alibi,42,32,0.02905061668269305,0.02987880982936557,0.13247393630445004,0.013582843588665128,4.560107544407882,0.44876307397750526,4.111344470430376,4.725191656532772,4.4523660942054555,1.0612765339944499,0.029090976888718256,0.029882863814982917,imagenet_seeds_42_123.json,/home/djoko.bandjur.ftnkm/Notebooks/ImageNet100_checkpoints/alibi_seed42/best_model.pth,6dc6e8290cc6510a0ba2035c0f1189ac1555ed19e22a71d635de2cc3821c11e7,PASS_POSTHOC_MANIFEST_RETAINED_ORIGINAL_COHORT
imagenet,alibi,123,32,0.029336212556369992,0.029922981463409062,0.16297387517988682,-0.0031009376980364323,5.555382272566029,-0.10396549343272551,5.6593477659987546,4.558021335213641,4.440429593552032,1.0264820642201746,0.029366057718956583,0.02993207109903729,imagenet_seeds_42_123.json,/home/djoko.bandjur.ftnkm/Notebooks/ImageNet100_checkpoints/alibi_seed123/best_model.pth,59b0f4b9132c3995e0aaed5958e40a2e49298a4dc15f0fad8093a6e7b079d04f,PASS_POSTHOC_MANIFEST_RETAINED_ORIGINAL_COHORT
imagenet,alibi,456,32,0.028729920245695987,0.02990762910403472,0.1679691793397069,0.015884557738900185,5.846489579617621,0.532326450425596,5.314163129192025,4.868797045377254,4.4094624537724245,1.1041702013386814,0.028779050574082386,0.029909092339297616,imagenet_seeds_456_789.json,/home/djoko.bandjur.ftnkm/Notebooks/ImageNet100_checkpoints/alibi_seed456/best_model.pth,d8bd63348aac6634b5b20f62bc3176184c1304d037e5bb7bf1fccbbe009746d4,PASS_POSTHOC_MANIFEST_RETAINED_ORIGINAL_COHORT
imagenet,alibi,789,32,0.02893575896255147,0.029986444905112524,-0.011575830169022083,-0.013417611364275217,-0.40005275769691995,-0.448470364885159,0.048417607188239065,4.846438907128516,4.426437473399776,1.0948847546707021,0.02889109137866964,0.029986159244279262,imagenet_seeds_456_789.json,/home/djoko.bandjur.ftnkm/Notebooks/ImageNet100_checkpoints/alibi_seed789/best_model.pth,f8d396596923cd6b13426994f2a3f93203aa37d45a5e459c45ea45b794a9187d,PASS_POSTHOC_MANIFEST_RETAINED_ORIGINAL_COHORT
imagenet,alibi,1011,32,0.030670655553907786,0.02996333576271544,-0.09446835145354271,0.004544002003967762,-3.080089086700541,0.14906469128938601,-3.229153777989927,4.653608194170253,4.479423798915536,1.0388854466721562,0.030634996716516764,0.029968744112276118,imagenet_seeds_1011_1213.json,/home/djoko.bandjur.ftnkm/Notebooks/ImageNet100_checkpoints/alibi_seed1011/best_model.pth,991425061f058e8df5ee6995d027a10a0280c4c53be5ed8489617a814dff88de,PASS_POSTHOC_MANIFEST_RETAINED_ORIGINAL_COHORT
imagenet,alibi,1213,32,0.029470244220461815,0.02997091471346123,0.03167044743895531,-0.016205620486289263,1.0746584657403635,-0.5362365917249439,1.6108950574653074,4.715113921638511,4.5421509989319055,1.0380795184368106,0.029457570815414454,0.029978125451149924,imagenet_seeds_1011_1213.json,/home/djoko.bandjur.ftnkm/Notebooks/ImageNet100_checkpoints/alibi_seed1213/best_model.pth,d66b7012323932579013607d86b83af3c97279110dd7c196b8578b7009965370,PASS_POSTHOC_MANIFEST_RETAINED_ORIGINAL_COHORT
cifar,learned,42,32,0.02695465202909317,0.02831207590833934,-0.0022374987602233887,0.0003860592842102051,-0.08300974383970426,0.013845824813377301,-0.09685556865308156,49.391904814101586,8.234379860743868,5.998254349373637,0.02938064298527371,0.030067409357129746,cifar_seeds_42_123.json,/home/djoko.bandjur.ftnkm/Notebooks/CIFAR100_checkpoints/learned_seed42/best_model.pth,a65418972b2f3c9c68b5031d79159fa5141cfccab3d12454947321500d545cdd,PASS_POSTHOC_MANIFEST_RETAINED_ORIGINAL_COHORT
cifar,learned,123,32,0.02807809570037226,0.02874934372341585,0.019809693098068237,-0.001700565218925476,0.7055212472192549,-0.05896801376389202,0.764489260983147,43.00878579839026,7.285042998633217,5.903710631009226,0.029769111457283334,0.030109308835109504,cifar_seeds_42_123.json,/home/djoko.bandjur.ftnkm/Notebooks/CIFAR100_checkpoints/learned_seed123/best_model.pth,e0cc3583f62214957d98cb29fca6f55ba0d5e89ba6178acf746d2880e14f32fb,PASS_POSTHOC_MANIFEST_RETAINED_ORIGINAL_COHORT
cifar,learned,456,32,0.02780061488614453,0.028670029894173315,-0.0019066035747528076,-0.0011249035596847534,-0.06858134550480875,-0.03964438032566417,-0.028936965179144583,38.9380676968534,7.014193482276559,5.551325009103611,0.029536361544965986,0.03006889410753386,cifar_seeds_456_789.json,/home/djoko.bandjur.ftnkm/Notebooks/CIFAR100_checkpoints/learned_seed456/best_model.pth,45483c209ecd521428c4a80439c91df62eaaca318e3f027b6b70a2e60726a704,PASS_POSTHOC_MANIFEST_RETAINED_ORIGINAL_COHORT
cifar,learned,789,32,0.027010608913388,0.02788846078139745,-0.0019095838069915771,0.0014224648475646973,-0.07069754751234351,0.05092048036799503,-0.12161802788033854,41.720475306456244,7.9227158781968505,5.265931020102604,0.029505005846167467,0.030053655470157044,cifar_seeds_456_789.json,/home/djoko.bandjur.ftnkm/Notebooks/CIFAR100_checkpoints/learned_seed789/best_model.pth,f9628ba6d0e438b45aa91d3d9a320b844ed31251a739cb7ce1f0908ad0c41107,PASS_POSTHOC_MANIFEST_RETAINED_ORIGINAL_COHORT
cifar,learned,1011,32,0.02694565636100094,0.02832776207703251,0.0037951022386550903,0.000531613826751709,0.1408428203718885,0.019033694869010558,0.12180912550287794,50.21949550248646,8.24641098442341,6.08986086157308,0.029505184270912373,0.030057527368724263,cifar_seeds_1011_1213.json,/home/djoko.bandjur.ftnkm/Notebooks/CIFAR100_checkpoints/learned_seed1011/best_model.pth,4ba5e01609f5df9d6c452976758220b12dabd5e8566e500ca2f1d899be9fe4a9,PASS_POSTHOC_MANIFEST_RETAINED_ORIGINAL_COHORT
cifar,learned,1213,32,0.027912139761618854,0.02889381749735722,0.002978608012199402,-0.002079218626022339,0.1067137108669539,-0.0717309305003957,0.1784446413673496,43.62159182687787,7.224637813360504,6.037893241680375,0.029771466344337482,0.030067518143257397,cifar_seeds_1011_1213.json,/home/djoko.bandjur.ftnkm/Notebooks/CIFAR100_checkpoints/learned_seed1213/best_model.pth,34da8ff6b5d97644a5a2b967057f5b72e9c1cb24c820392c983209422310e036,PASS_POSTHOC_MANIFEST_RETAINED_ORIGINAL_COHORT
cifar,sinusoidal,42,32,0.02757241151681126,0.029286173685692155,0.009419307112693787,0.001302860677242279,0.3416207213848782,0.04442977374062562,0.2971909476442526,8.775353953299048,2.792426781531276,3.1425547166851513,0.02872054401590149,0.030210226540716832,cifar_seeds_42_123.json,/home/djoko.bandjur.ftnkm/Notebooks/CIFAR100_checkpoints/sinusoidal_seed42/best_model.pth,dadb1a73c89fa451415ca42062508ad39418b85d96dc717e9ba0e57774c5cb15,PASS_POSTHOC_MANIFEST_RETAINED_ORIGINAL_COHORT
cifar,sinusoidal,123,32,0.027137076280107846,0.02894802295285855,0.013713479042053223,0.00124378502368927,0.5053410655040074,0.04285872408947144,0.4624823414145359,9.80536977607126,2.844295143703854,3.447381259914772,0.028736540077812945,0.03010993345057949,cifar_seeds_42_123.json,/home/djoko.bandjur.ftnkm/Notebooks/CIFAR100_checkpoints/sinusoidal_seed123/best_model.pth,1adc50dc4c581bd7032d665991b56f433549ca5a60bdfb39239dfb79195c8d20,PASS_POSTHOC_MANIFEST_RETAINED_ORIGINAL_COHORT
cifar,sinusoidal,456,32,0.027243184877938354,0.029004419855006392,0.018026024103164673,-8.064508438110352e-05,0.6616709530816356,-0.0027868208142994445,0.6644577738959351,9.51879542389159,2.6873434878246467,3.5420836476683046,0.02887145044367009,0.030164910559732076,cifar_seeds_456_789.json,/home/djoko.bandjur.ftnkm/Notebooks/CIFAR100_checkpoints/sinusoidal_seed456/best_model.pth,8617a0fbb16240b3630400a95d14023b9fc71fce9780087b18211ef8811113b0,PASS_POSTHOC_MANIFEST_RETAINED_ORIGINAL_COHORT
cifar,sinusoidal,789,32,0.027498187054474457,0.02890966444282114,0.012080162763595581,8.589774370193481e-05,0.43930760743115677,0.002850211064924577,0.4364573963662322,9.484104521982015,2.6962211520109287,3.517554379731968,0.028908246788462297,0.030141274831013143,cifar_seeds_456_789.json,/home/djoko.bandjur.ftnkm/Notebooks/CIFAR100_checkpoints/sinusoidal_seed789/best_model.pth,659cf4221bc1510b54c450762dfb9c991790b98b15add6c2971088196f2c5cda,PASS_POSTHOC_MANIFEST_RETAINED_ORIGINAL_COHORT
cifar,sinusoidal,1011,32,0.026980411625809237,0.02871378308815017,0.011939004063606262,1.8283724784851074e-05,0.4425063720001036,0.0006426241718573734,0.4418637478282462,9.114714821989523,2.632590714400687,3.4622604919673208,0.028756543689939483,0.030136803235282845,cifar_seeds_1011_1213.json,/home/djoko.bandjur.ftnkm/Notebooks/CIFAR100_checkpoints/sinusoidal_seed1011/best_model.pth,e6858a68a1bfe870d8ed0fbe6d4e63b9838ce8bef7ae90fad213d4557541635c,PASS_POSTHOC_MANIFEST_RETAINED_ORIGINAL_COHORT
cifar,sinusoidal,1213,32,0.02762456479630051,0.02903585833307149,0.01969769597053528,0.0037456676363945007,0.7130500015396877,0.1293260737075301,0.5837239278321575,9.30782897484735,2.7287257814232495,3.411053260907943,0.028796958781469536,0.03015887324498142,cifar_seeds_1011_1213.json,/home/djoko.bandjur.ftnkm/Notebooks/CIFAR100_checkpoints/sinusoidal_seed1213/best_model.pth,1f647b3023e8d2f73fb253c0022234dee1ac954c1d324eb73741dd495e95162e,PASS_POSTHOC_MANIFEST_RETAINED_ORIGINAL_COHORT
cifar,rope,42,32,0.030136169894869034,0.030141238379667597,0.008519232273101807,0.0005330741405487061,0.28269127439954755,0.017686425582747398,0.26500484881680014,3.559394983093669,2.5521181531276538,1.3946826790646758,0.029994905054167575,0.02998834679474717,cifar_seeds_42_123.json,/home/djoko.bandjur.ftnkm/Notebooks/CIFAR100_checkpoints/rope_seed42/best_model.pth,4ac2fa8fffa1717fdc8629c124fb4073b97127f6d983c84de6cbe4df4093cf12,PASS_POSTHOC_MANIFEST_RETAINED_ORIGINAL_COHORT
cifar,rope,123,32,0.02998304219702643,0.03009281571220001,0.03414425253868103,0.0013016313314437866,1.1387854612720816,0.043291592249657396,1.095493869022424,3.521579242270528,2.4629533126832426,1.4298197307012592,0.030016675516234208,0.029990270630570404,cifar_seeds_42_123.json,/home/djoko.bandjur.ftnkm/Notebooks/CIFAR100_checkpoints/rope_seed123/best_model.pth,8b37968fc422d5b45f1406c9f6c2e86b9c4a2899198fb5803738f73998c812e5,PASS_POSTHOC_MANIFEST_RETAINED_ORIGINAL_COHORT
cifar,rope,456,32,0.030523033717159535,0.03012684699570993,0.02397039532661438,0.0035863518714904785,0.7853215230417488,0.11901925086304287,0.666302272178706,5.057370389258384,2.537956703077964,1.992693722128886,0.02999818038195698,0.02999346063101607,cifar_seeds_456_789.json,/home/djoko.bandjur.ftnkm/Notebooks/CIFAR100_checkpoints/rope_seed456/best_model.pth,0ced36995f04733961ac01639a426c3963804cc9c612d5289f69feab49de9bbb,PASS_POSTHOC_MANIFEST_RETAINED_ORIGINAL_COHORT
cifar,rope,789,32,0.030123925399009363,0.030060044303903424,0.02565091848373413,0.0009966790676116943,0.8515131459121749,0.03317562810690662,0.8183375178052682,3.5327787737622742,2.4702586926408485,1.430125024673238,0.030016068848433494,0.029990262662511688,cifar_seeds_456_789.json,/home/djoko.bandjur.ftnkm/Notebooks/CIFAR100_checkpoints/rope_seed789/best_model.pth,efb6b589a640cf8fd312d193b8b003c474ad71a2385b65f3128613fdc898f2dd,PASS_POSTHOC_MANIFEST_RETAINED_ORIGINAL_COHORT
cifar,rope,1011,32,0.030922323465829182,0.030210019062073462,0.019196659326553345,0.0007404237985610962,0.6208026168462625,0.024487213144082823,0.5963154037021796,6.090970869469877,2.5371395298524555,2.4007236487400005,0.030005265328360092,0.02998959979581073,cifar_seeds_1011_1213.json,/home/djoko.bandjur.ftnkm/Notebooks/CIFAR100_checkpoints/rope_seed1011/best_model.pth,5fdff49920c6065a13e12316c40397abb40b1454a0dd0455e9613900e4b580df,PASS_POSTHOC_MANIFEST_RETAINED_ORIGINAL_COHORT
cifar,rope,1213,32,0.030083538395193635,0.03008331558410367,-0.017588555812835693,0.0004746764898300171,-0.584657149760208,0.015775389401398603,-0.6004325391616065,3.4884233703160548,2.3742692450706544,1.4692619118739605,0.02999669321832419,0.02999437907214532,cifar_seeds_1011_1213.json,/home/djoko.bandjur.ftnkm/Notebooks/CIFAR100_checkpoints/rope_seed1213/best_model.pth,d13fb1ebfe7396a057baff3c0c9a566fcf7923ed4374da727fcfef45ecb7d6fc,PASS_POSTHOC_MANIFEST_RETAINED_ORIGINAL_COHORT
cifar,alibi,42,32,0.02987500376547597,0.02978204920656599,-0.0012426674365997314,0.0061066001653671265,-0.04159555748862458,0.2048577450069537,-0.24645330249557829,4.3400905795400115,4.343728509677288,0.9991624867601251,0.029833962422510133,0.029745144759682526,cifar_seeds_42_123.json,/home/djoko.bandjur.ftnkm/Notebooks/CIFAR100_checkpoints/alibi_seed42/best_model.pth,240b27b1d53b6dbbbd756b3011265d699bd0db6186a6011fbf99ea131b4bbe62,PASS_POSTHOC_MANIFEST_RETAINED_ORIGINAL_COHORT
cifar,alibi,123,32,0.028754583937100606,0.029695061917295977,0.03198564052581787,0.002683296799659729,1.1123666611134093,0.09063118307295676,1.0217354780404526,5.449362351597897,4.428099405785538,1.2306323440883074,0.029242884954806644,0.029719865143806985,cifar_seeds_42_123.json,/home/djoko.bandjur.ftnkm/Notebooks/CIFAR100_checkpoints/alibi_seed123/best_model.pth,77de9c72ffad2ebdc59bed38d2de960754aa18e3a7927edba45fe012425cdc12,PASS_POSTHOC_MANIFEST_RETAINED_ORIGINAL_COHORT
cifar,alibi,456,32,0.029821576715978806,0.02979904344416623,0.031179174780845642,0.00862053781747818,1.0455240203359004,0.2886260110836104,0.75689800925229,4.374619650184782,4.392006167236389,0.9960413268129477,0.029783495880705124,0.029761728203748658,cifar_seeds_456_789.json,/home/djoko.bandjur.ftnkm/Notebooks/CIFAR100_checkpoints/alibi_seed456/best_model.pth,53c4360107b1733b185a50b092200f357aa7c197d731728a6f923d9da869aadd,PASS_POSTHOC_MANIFEST_RETAINED_ORIGINAL_COHORT
cifar,alibi,789,32,0.02957091395106783,0.02972268729086497,0.03302651643753052,0.002813979983329773,1.116858156368816,0.09471365828508616,1.0221444980837298,4.5611009400068925,4.366670462973312,1.0445260247326267,0.029539232051093028,0.029738880245758555,cifar_seeds_456_789.json,/home/djoko.bandjur.ftnkm/Notebooks/CIFAR100_checkpoints/alibi_seed789/best_model.pth,ad282c0a665f2abbab52b8825bb12d81a2c83ac591e760f8277abd689fbad1e2,PASS_POSTHOC_MANIFEST_RETAINED_ORIGINAL_COHORT
cifar,alibi,1011,32,0.02966938752766843,0.029725515490925957,0.014227956533432007,0.0041018202900886536,0.47955005879927953,0.13740319351363695,0.3421468652856426,4.585370665122798,4.399006327232556,1.0423650988489224,0.029688901374288267,0.029740875751108474,cifar_seeds_1011_1213.json,/home/djoko.bandjur.ftnkm/Notebooks/CIFAR100_checkpoints/alibi_seed1011/best_model.pth,8df341a73c790472aa734410a7678b20e0f37a66e2d4e0c833f96d1ae8c0566e,PASS_POSTHOC_MANIFEST_RETAINED_ORIGINAL_COHORT
cifar,alibi,1213,32,0.02978632590170787,0.029818122097821722,0.02647310495376587,-0.0005162060260772705,0.888767048380679,-0.017323312336132067,0.906090360716811,4.299195520878027,4.337815212661134,0.9910969716574407,0.029756671495249933,0.029789115873544783,cifar_seeds_1011_1213.json,/home/djoko.bandjur.ftnkm/Notebooks/CIFAR100_checkpoints/alibi_seed1213/best_model.pth,7920e9e667eb49cd6caed4e78c83a1f3b5518b8d799e6da05e40a672a3b1aa23,PASS_POSTHOC_MANIFEST_RETAINED_ORIGINAL_COHORT
