dataset,pe_type,seed,direction,kind,functional_gain,probe_radius,rho_rel_calibration,rho_rel_heldout,delta_ce,damage_efficiency,parameter_radius_global_rms,parameter_space_cosine_to_task_gradient,attention_task_alignment_cosine,source_file
imagenet,learned,42,random_22,gaussian random,2.8722150737355987,0.0001,0.0300685552035578,0.0291173996532067,-0.0019296938553452,-0.0662728773286158,0.0186248211972929,0.0008797576883807,2.075841048523307e-05,imagenet_seeds_42_123.json
imagenet,learned,42,random_23,gaussian random,2.875834034830099,0.0001,0.0305161912991702,0.0295509258795351,0.0018908930942416,0.0639876091175578,0.0173117835083113,-0.000170872779563,9.362943125162064e-05,imagenet_seeds_42_123.json
imagenet,learned,42,random_24,gaussian random,2.8215535333160977,0.0001,0.0302866927179956,0.0294238028266141,-0.0001364611089229,-0.0046377794783048,0.0194392053585663,0.0022493477445095,0.00016218886816,imagenet_seeds_42_123.json
imagenet,learned,42,random_25,gaussian random,2.7769891463113465,0.0001,0.0304332692870621,0.0299528156836263,0.0066025145351886,0.2204305132755155,0.020193912149875,-0.002464948920533,0.0001116070375625,imagenet_seeds_42_123.json
imagenet,learned,42,random_26,gaussian random,2.8048953753568093,0.0001,0.0305040909426394,0.0297489678597689,0.0110110873356461,0.370133424041814,0.0191554766289574,-0.0016472515417262,5.275034211180628e-05,imagenet_seeds_42_123.json
imagenet,learned,42,random_27,gaussian random,2.819864173178372,0.0001,0.0306033123683206,0.0295600562713808,0.0049919104203581,0.168873508714907,0.0190721022219642,-0.0005640747840516,0.0002280216265828,imagenet_seeds_42_123.json
imagenet,learned,42,random_28,gaussian random,2.881702138376147,0.0001,0.0301051061877874,0.0291661253148719,0.0039530722424387,0.1355364210968092,0.0179974953457129,-0.0001983236870728,3.942069707176008e-05,imagenet_seeds_42_123.json
imagenet,learned,42,random_29,gaussian random,2.820259933033705,0.0001,0.0306083772926486,0.0297509108786024,0.0035626832395792,0.1197503919835126,0.0185575724836318,-0.00444300705567,4.185416967719471e-05,imagenet_seeds_42_123.json
imagenet,learned,42,random_30,gaussian random,2.870106301891328,0.0001,0.0299951047788241,0.0288918084994057,0.0018820399418473,0.0651409530796951,0.0183138176703729,-7.776967686368152e-05,7.137478540229486e-05,imagenet_seeds_42_123.json
imagenet,learned,42,random_31,gaussian random,2.838063088879079,0.0001,0.0305784505942708,0.0299453724486771,0.0107052642852067,0.3574931086115011,0.0184765721984125,-0.0008116003591567,5.961608798652809e-05,imagenet_seeds_42_123.json
