dataset,pe_type,seed,direction,kind,functional_gain,probe_radius,rho_rel_calibration,rho_rel_heldout,delta_ce,damage_efficiency,parameter_radius_global_rms,parameter_space_cosine_to_task_gradient,attention_task_alignment_cosine,source_file
imagenet,sinusoidal,123,random_11,gaussian random,2.233801070476676,0.0001,0.030380594322179,0.0305912577951485,-0.0274651814252138,-0.8978114469542832,0.0373197959164107,-0.0038772362750023,-0.0002595118898301,imagenet_seeds_42_123.json
imagenet,sinusoidal,123,random_12,gaussian random,2.251640296076335,0.0001,0.0304131155458732,0.0303704588917491,-0.0029099844396114,-0.0958162815380443,0.0367310171318805,0.0037400508299469,-9.88972777870191e-05,imagenet_seeds_42_123.json
imagenet,sinusoidal,123,random_13,gaussian random,2.242580563207244,0.0001,0.0303877692142958,0.0304547800559465,0.0024863230064511,0.0816398280297432,0.036757486564554,0.0002815537736751,0.0001334165295139,imagenet_seeds_42_123.json
imagenet,sinusoidal,123,random_14,gaussian random,2.247167061987429,0.0001,0.0303731340369077,0.0305608349308452,-0.0046085678040981,-0.1507998002844704,0.0363789140456682,-0.0021555889397859,-7.104628173265638e-05,imagenet_seeds_42_123.json
imagenet,sinusoidal,123,random_15,gaussian random,2.2460527229996297,0.0001,0.0303726976529154,0.0304353197165038,0.0113043952733278,0.3714235755899715,0.0366349093935964,0.001200113678351,4.072890397792945e-05,imagenet_seeds_42_123.json
imagenet,sinusoidal,123,random_16,gaussian random,2.234259783918238,0.0001,0.0303817930458015,0.0306418861875297,-0.0022603655233979,-0.073767179656121,0.0371731942549074,-0.0047122547402977,8.080864421076682e-05,imagenet_seeds_42_123.json
imagenet,sinusoidal,123,random_17,gaussian random,2.243140084509023,0.0001,0.0303984990303636,0.030582478859296,-0.007092310115695,-0.2319076275119921,0.0369542957304355,-0.0015901444712653,6.542407842211875e-05,imagenet_seeds_42_123.json
imagenet,sinusoidal,123,random_18,gaussian random,2.2372522187845965,0.0001,0.030379408919449,0.0305327117686614,0.0052969129756093,0.1734832141914762,0.036588855487976,0.0014840152580291,0.0001491221866971,imagenet_seeds_42_123.json
imagenet,sinusoidal,123,random_19,gaussian random,2.250549468707994,0.0001,0.0303581848347924,0.0303741208519554,-0.0029556406661868,-0.0973078589037261,0.036466447757609,0.0011313298018649,-0.000211434389507,imagenet_seeds_42_123.json
imagenet,sinusoidal,123,random_20,gaussian random,2.2382679869662376,0.0001,0.0304385350647545,0.0305003866808028,0.00791029445827,0.2593506286019932,0.0363781436385701,0.0051191239617764,-0.0001114495061384,imagenet_seeds_42_123.json
imagenet,sinusoidal,123,random_21,gaussian random,2.2477890436313523,0.0001,0.0304501755331471,0.0303460789744221,0.0069190254434943,0.2280039358404812,0.0365468196907523,-0.0015751513419672,-1.3658384183785064e-05,imagenet_seeds_42_123.json
imagenet,sinusoidal,123,random_22,gaussian random,2.240529740353806,0.0001,0.0304544328103129,0.0305188788329853,0.0067181745544075,0.2201317614311071,0.036808721814619,-0.0012244544923305,-6.027195171001462e-05,imagenet_seeds_42_123.json
imagenet,sinusoidal,123,random_23,gaussian random,2.252747343366377,0.0001,0.0303799519349685,0.0303949078312294,-0.0019379425793886,-0.0637587911155784,0.0365371284282852,-0.001477324636653,-5.731913662018354e-05,imagenet_seeds_42_123.json
imagenet,sinusoidal,123,random_24,gaussian random,2.2445415531109427,0.0001,0.0303799420696148,0.0304064604141336,-0.0057648876681923,-0.1895941714252517,0.036855712543471,0.0008450372260995,-1.2262332880064027e-05,imagenet_seeds_42_123.json
imagenet,sinusoidal,123,random_25,gaussian random,2.237825826407826,0.0001,0.0305204158240213,0.0304905607845849,0.0084319505840539,0.2765429814041637,0.0371490321380545,0.004149152431637,-5.76207606567565e-05,imagenet_seeds_42_123.json
imagenet,sinusoidal,123,random_26,gaussian random,2.245752045049625,0.0001,0.0304237467054022,0.0306114528145732,0.0190825909376144,0.6233807671006644,0.0365844652774268,0.0014962634304538,-1.348998054564575e-05,imagenet_seeds_42_123.json
imagenet,sinusoidal,123,random_27,gaussian random,2.247813401264447,0.0001,0.0303600434966762,0.0303989091281014,-0.0022820429876446,-0.0750698973449379,0.0366104161603176,-0.0010958592174574,-2.3008845163565093e-05,imagenet_seeds_42_123.json
imagenet,sinusoidal,123,random_28,gaussian random,2.2361143087579505,0.0001,0.0303066745933886,0.0304285741625971,-0.0264751017093658,-0.8700736869198777,0.0367510211063718,-0.0020043058320879,-9.798441953456672e-05,imagenet_seeds_42_123.json
imagenet,sinusoidal,123,random_29,gaussian random,2.2376735870315287,0.0001,0.0304936292100854,0.0305165329296569,0.0035719498991966,0.1170496631262226,0.0368327766984466,0.0007532181334681,-4.815540317748046e-05,imagenet_seeds_42_123.json
imagenet,sinusoidal,123,random_30,gaussian random,2.2460141995324183,0.0001,0.0304408190099778,0.0304469638618917,-0.0059523014351725,-0.195497372485886,0.0363617053836468,0.0013150055892765,-8.011256024852504e-05,imagenet_seeds_42_123.json
imagenet,sinusoidal,123,random_31,gaussian random,2.238228368096033,0.0001,0.0304138389297084,0.0306502488875031,0.0224117469042539,0.7312092957715514,0.0366331892737425,0.0005025948630645,4.733774612809082e-05,imagenet_seeds_42_123.json
imagenet,sinusoidal,123,task_gradient,held-out task-gradient ascent,3.650034275189743,0.0001,0.0304074495041332,0.029929774418039,0.1948134349659085,6.50901781767162,0.009350429505671,1.0,0.0005959869540529,imagenet_seeds_42_123.json
imagenet,sinusoidal,456,random_00,gaussian random,2.321207973988049,0.0001,0.0303586372146947,0.0305266412591928,-0.0183484628796577,-0.6010639272059529,0.0353178271617946,0.0017029446316882,-0.0001194126449067,imagenet_seeds_456_789.json
imagenet,sinusoidal,456,random_01,gaussian random,2.311275730418289,0.0001,0.0302521951477713,0.0304095374801125,-0.0213348930701613,-0.7015855826190743,0.0354666163224461,0.0020165457390248,-7.963259223250353e-05,imagenet_seeds_456_789.json
imagenet,sinusoidal,456,random_02,gaussian random,2.313772905101707,0.0001,0.0302929045794044,0.0303771566641841,-0.0153826251626014,-0.5063879194703619,0.0354642556973136,0.0032359631732106,-0.0001187104337179,imagenet_seeds_456_789.json
imagenet,sinusoidal,456,random_03,gaussian random,2.311729526552457,0.0001,0.0303488480831671,0.0304868382009802,-0.0068969763815402,-0.2262279983274401,0.0356789684872459,-0.0020577653776854,3.5297904669991776e-05,imagenet_seeds_456_789.json
imagenet,sinusoidal,456,random_04,gaussian random,2.3191993395052064,0.0001,0.0303266365541944,0.0303515265236424,-0.011390907689929,-0.3752993339908622,0.0356458768556975,-0.0033550364896655,-0.0002271778932887,imagenet_seeds_456_789.json
imagenet,sinusoidal,456,random_05,gaussian random,2.3040708910770853,0.0001,0.0304450687260638,0.0305403109902347,0.0037288665771484,0.1220965489952193,0.035581482767612,0.0016837252769619,6.85419309007127e-05,imagenet_seeds_456_789.json
imagenet,sinusoidal,456,random_06,gaussian random,2.318760333705938,0.0001,0.0304029052823163,0.0304775589801636,-0.0004071593284606,-0.0133593155779205,0.0356037464786674,0.0001707733608782,0.000134947954815,imagenet_seeds_456_789.json
imagenet,sinusoidal,456,random_07,gaussian random,2.319164806304359,0.0001,0.0302683909874801,0.0302533182438055,0.001158095896244,0.0382799627766839,0.0352426440769151,-0.003230357542634,-5.623118102655245e-05,imagenet_seeds_456_789.json
imagenet,sinusoidal,456,random_08,gaussian random,2.3171723030699485,0.0001,0.0302703863700411,0.0306249399544472,-0.0016759214922785,-0.0547240743907223,0.0353502946469419,-0.000805799558293,-0.000136235977189,imagenet_seeds_456_789.json
imagenet,sinusoidal,456,random_09,gaussian random,2.3270413550544764,0.0001,0.0302998548017092,0.030596854664966,-0.0059473803266882,-0.1943788141562846,0.0352524966701004,0.0025601633824408,9.909237931359688e-05,imagenet_seeds_456_789.json
imagenet,sinusoidal,456,random_10,gaussian random,2.318268568193179,0.0001,0.0303449078238553,0.0303622417512443,0.0014161616563796,0.0466421968437709,0.0352899804509789,-5.277117816149257e-05,1.3525991674492008e-05,imagenet_seeds_456_789.json
imagenet,sinusoidal,456,random_11,gaussian random,2.308223943740606,0.0001,0.0303961310985332,0.0305888853470178,-0.0078430641442537,-0.256402417259652,0.0353174931837723,0.0008561801514588,0.0001227903232813,imagenet_seeds_456_789.json
imagenet,sinusoidal,456,random_12,gaussian random,2.3074987975363985,0.0001,0.030278809161061,0.0305804772430333,0.0025954749435186,0.0848735918308771,0.0354254674992515,-0.0027707323897629,-4.1070093235013146e-05,imagenet_seeds_456_789.json
imagenet,sinusoidal,456,random_13,gaussian random,2.308882053191857,0.0001,0.0303715280491264,0.0303541063840447,-0.0016078874468803,-0.0529710025568568,0.0357745172029197,0.0015796354273334,0.0001201869962167,imagenet_seeds_456_789.json
imagenet,sinusoidal,456,random_14,gaussian random,2.319832693249209,0.0001,0.0302215454965656,0.0303408714366596,-0.0222087670117616,-0.7319752518685981,0.035559463986801,-5.924695869907737e-05,-4.782993780224662e-05,imagenet_seeds_456_789.json
imagenet,sinusoidal,456,random_15,gaussian random,2.325514278775608,0.0001,0.0303322756313242,0.0304609326878151,-0.0019725486636161,-0.064756673206045,0.0355106878243798,0.0031414551194757,-1.839219229610779e-05,imagenet_seeds_456_789.json
imagenet,sinusoidal,456,random_16,gaussian random,2.311444993584709,0.0001,0.0302714316448225,0.0305898775785822,0.0131074199452996,0.4284888003107575,0.0356445496369122,-0.0032512021716684,6.933082907175893e-05,imagenet_seeds_456_789.json
imagenet,sinusoidal,456,random_17,gaussian random,2.3212569694568232,0.0001,0.0303157220954593,0.0304397884004148,0.0054308027029037,0.1784113158562471,0.0343309337994982,-2.3823602532502264e-05,3.9288443504935785e-06,imagenet_seeds_456_789.json
imagenet,sinusoidal,456,random_18,gaussian random,2.3148319875137964,0.0001,0.0302209099776115,0.0303536501867473,-0.0020742006599903,-0.0683344720397392,0.0352015619618538,0.0011570637580007,0.0001421899878139,imagenet_seeds_456_789.json
imagenet,sinusoidal,456,random_19,gaussian random,2.316257713668721,0.0001,0.0303659744194121,0.0305180184848425,-0.0193812567740678,-0.635075858011359,0.0354224267440927,-0.0012831778731197,-0.0002027650638775,imagenet_seeds_456_789.json
imagenet,sinusoidal,456,random_20,gaussian random,2.304144080919709,0.0001,0.0303383912980692,0.030498768197293,-0.0054296571761369,-0.1780287368005532,0.0354491873882532,0.0019700196571648,8.099613817788926e-06,imagenet_seeds_456_789.json
imagenet,sinusoidal,456,random_21,gaussian random,2.3256177653120105,0.0001,0.0302997382532808,0.0304013030505306,0.0027310885488986,0.0898345884832401,0.034876478482382,-0.0003357645473442,0.0001226694123707,imagenet_seeds_456_789.json
imagenet,sinusoidal,456,random_22,gaussian random,2.318829132210883,0.0001,0.0303237520706094,0.0305382679671703,-0.0052267182618379,-0.1711530682570749,0.0349757480144243,-0.0021005861926823,2.0614880814847955e-05,imagenet_seeds_456_789.json
imagenet,sinusoidal,456,random_23,gaussian random,2.303511751011638,0.0001,0.0303319138611107,0.0304888560776958,0.007899947464466,0.2591093429131738,0.0359858369078077,-0.0031571735162287,2.6259989192121075e-05,imagenet_seeds_456_789.json
imagenet,sinusoidal,456,random_24,gaussian random,2.3196418291245524,0.0001,0.0302991583698789,0.030500840660924,0.0068900948390364,0.2258985224582237,0.0355320115219571,0.0005431700847111,0.0001422596389106,imagenet_seeds_456_789.json
imagenet,sinusoidal,456,random_25,gaussian random,2.303475310440464,0.0001,0.0304209569663329,0.0303997374065387,0.0004263771697878,0.014025685948727,0.0355777658506304,-0.0028005251660943,-8.796272556653502e-05,imagenet_seeds_456_789.json
imagenet,sinusoidal,456,random_26,gaussian random,2.318495036502246,0.0001,0.0303105000191834,0.0302243982848695,0.0152373760938644,0.5041415862195128,0.0350639538966564,0.0008495396468788,0.0001257624163609,imagenet_seeds_456_789.json
imagenet,sinusoidal,456,random_27,gaussian random,2.315752522891172,0.0001,0.0303407906562695,0.0303692757915974,0.0272517940029501,0.8973475096989373,0.0352616107217064,-0.0013604090781882,0.0001268948120962,imagenet_seeds_456_789.json
imagenet,sinusoidal,456,random_28,gaussian random,2.3130342689533387,0.0001,0.0304031587032968,0.0304531472420202,0.0005775969475507,0.0189667407102601,0.0357229483115846,-0.0006492843967862,-0.0001034893038441,imagenet_seeds_456_789.json
imagenet,sinusoidal,456,random_29,gaussian random,2.32076973013998,0.0001,0.0303353529598185,0.0304894117196905,-0.0102438246831297,-0.3359797419939781,0.0350135523329225,0.0002344693493796,-8.297791853553163e-05,imagenet_seeds_456_789.json
imagenet,sinusoidal,456,random_30,gaussian random,2.317802107554459,0.0001,0.0303889203824848,0.0305297466133794,-0.0063753649592399,-0.2088246928471395,0.0358541876964295,-0.0001535603078082,-0.0001805510613283,imagenet_seeds_456_789.json
imagenet,sinusoidal,456,random_31,gaussian random,2.308608958602601,0.0001,0.0304799790182787,0.0306252433973078,-0.0108617562800645,-0.3546667740449507,0.0358228601016514,0.0032938860822468,-0.0001038430667414,imagenet_seeds_456_789.json
imagenet,sinusoidal,456,task_gradient,held-out task-gradient ascent,3.528060206077113,0.0001,0.0305066567082994,0.0308277085799316,0.0383126027882099,1.242797617892067,0.0104437949132267,1.0,0.0004860413831016,imagenet_seeds_456_789.json
imagenet,sinusoidal,789,random_00,gaussian random,2.308807429179533,0.0001,0.0304855371887955,0.0306917053349716,-0.0038385493680834,-0.1250679728020733,0.034929678049886,0.0033701828215271,-2.465310836984787e-05,imagenet_seeds_456_789.json
imagenet,sinusoidal,789,random_01,gaussian random,2.286140036158741,0.0001,0.030511746913216,0.0307846606652749,-0.0094015356153249,-0.3053967596897983,0.0355012406910101,0.0011051770998165,-2.146942562012519e-05,imagenet_seeds_456_789.json
imagenet,sinusoidal,789,random_02,gaussian random,2.297939789630655,0.0001,0.0305170823492665,0.0309638057493688,0.0167177054099738,0.5399111964883269,0.0352111139659815,0.0029516951180994,8.365247237679625e-05,imagenet_seeds_456_789.json
imagenet,sinusoidal,789,random_03,gaussian random,2.3235784579826984,0.0001,0.0305002453202825,0.0309204899411631,-0.0028663454577326,-0.0927005187559086,0.0346196965375674,-0.0008110258495435,7.105237544263259e-05,imagenet_seeds_456_789.json
imagenet,sinusoidal,789,random_04,gaussian random,2.294004014273332,0.0001,0.0305444526737864,0.0307923606281488,-0.0115373232401907,-0.374681349686581,0.0351871706758641,-0.0017509416211396,-0.0001731731734176,imagenet_seeds_456_789.json
imagenet,sinusoidal,789,random_05,gaussian random,2.2948065640527813,0.0001,0.0304840562914503,0.0307292335951784,-0.0002639545127749,-0.0085896874699914,0.0350427844706801,-0.0026839466299861,1.5206802608699352e-05,imagenet_seeds_456_789.json
imagenet,sinusoidal,789,random_06,gaussian random,2.289259966505622,0.0001,0.0304389612001703,0.0309492524508772,-0.0171531131491065,-0.5542335207072282,0.0349108423073194,0.0013805035268887,-0.0001517388200792,imagenet_seeds_456_789.json
imagenet,sinusoidal,789,random_07,gaussian random,2.283697747970197,0.0001,0.0307648518131746,0.0313950168584734,-0.0133103453554213,-0.4239636314076029,0.0358703528832188,-0.0003621275536715,-3.4905081173567744e-05,imagenet_seeds_456_789.json
imagenet,sinusoidal,789,random_08,gaussian random,2.2880892285612404,0.0001,0.0305594498466039,0.0307507467477969,-0.0078414604067802,-0.2550006499384289,0.0358907543996083,0.0031012294348329,-0.0001183555209998,imagenet_seeds_456_789.json
imagenet,sinusoidal,789,random_09,gaussian random,2.2975017628750414,0.0001,0.0305650906453332,0.0307654788866336,-0.00221444433555,-0.0719782176545984,0.0344951837248831,-0.0012787025189027,1.6574028168749557e-05,imagenet_seeds_456_789.json
imagenet,sinusoidal,789,random_10,gaussian random,2.2774107023316823,0.0001,0.0304879707012418,0.0307389597841855,0.0194261139258742,0.6319704395419561,0.0355899100899679,0.0014335986925289,0.0001353928844033,imagenet_seeds_456_789.json
imagenet,sinusoidal,789,random_11,gaussian random,2.304102480898666,0.0001,0.0305025046328454,0.0307265165977732,0.0002538906410336,0.0082629165016397,0.0353763067082793,0.003808942856267,0.0001509962751896,imagenet_seeds_456_789.json
imagenet,sinusoidal,789,random_12,gaussian random,2.2780759241143174,0.0001,0.0304370637976182,0.0308094647169375,0.0027210041880607,0.0883171523121232,0.0354286036114741,-0.0039089093916118,-2.700402800031082e-05,imagenet_seeds_456_789.json
imagenet,sinusoidal,789,random_13,gaussian random,2.2765563978502232,0.0001,0.0305045253484813,0.0308987527526252,-0.0205867569893598,-0.6662649833854772,0.036254396440983,-0.0064923269674181,-5.1797329049624806e-05,imagenet_seeds_456_789.json
imagenet,sinusoidal,789,random_14,gaussian random,2.2864186905066,0.0001,0.0305071389568375,0.0311848299235968,-0.0162140307947993,-0.5199332763566085,0.03540254180989,0.0033212504349648,-7.196917091157396e-05,imagenet_seeds_456_789.json
imagenet,sinusoidal,789,random_15,gaussian random,2.2973805442381634,0.0001,0.0305286432884914,0.031000723143408,0.0018097120337188,0.0583764457798991,0.0356399239500651,0.0002759908093139,0.0001586864295019,imagenet_seeds_456_789.json
imagenet,sinusoidal,789,random_16,gaussian random,2.292545008213161,0.0001,0.0304471089824802,0.0306066914381038,0.0022828369401395,0.0745862042866062,0.0351548085161299,-0.0013678459217771,-0.0002135213259364,imagenet_seeds_456_789.json
imagenet,sinusoidal,789,random_17,gaussian random,2.2743031272734946,0.0001,0.0306946458537309,0.0308150977000159,0.0034851259551942,0.1130980011526112,0.0354631606633041,0.0013041564961895,0.0002217828750515,imagenet_seeds_456_789.json
imagenet,sinusoidal,789,random_18,gaussian random,2.306576531030017,0.0001,0.0305023363855069,0.0306538236912511,-0.004745929967612,-0.1548234248168706,0.0352123996195764,0.0035807597450912,-0.0001482685875462,imagenet_seeds_456_789.json
imagenet,sinusoidal,789,random_19,gaussian random,2.297761775448361,0.0001,0.0306957263754969,0.0308311286659764,-0.0127208512276411,-0.4125976497798199,0.0354118636019777,0.0009730932069942,6.80896431137767e-05,imagenet_seeds_456_789.json
imagenet,sinusoidal,789,random_20,gaussian random,2.288460378623501,0.0001,0.0305373272978659,0.0307543698346835,-0.0167626081965863,-0.5450480138819879,0.0354091187030792,-0.0010841017356142,-7.336477014053558e-05,imagenet_seeds_456_789.json
imagenet,sinusoidal,789,random_21,gaussian random,2.3032076326655715,0.0001,0.030519847181891,0.0307321009602455,0.0101089738309383,0.3289385858784958,0.0354854753822297,0.0004280186258256,-2.541969629329724e-05,imagenet_seeds_456_789.json
imagenet,sinusoidal,789,random_22,gaussian random,2.2914432040610784,0.0001,0.0303707115905547,0.0306545017587886,0.022271207999438,0.726523241991787,0.0352216197967458,0.0008094137301668,7.655919627228211e-05,imagenet_seeds_456_789.json
imagenet,sinusoidal,789,random_23,gaussian random,2.28337875354792,0.0001,0.0304485257735953,0.0307028683223875,0.0059943390078842,0.1952371011379866,0.0355667607786064,0.0033430375624448,0.0001362585867469,imagenet_seeds_456_789.json
imagenet,sinusoidal,789,random_24,gaussian random,2.2826507773399918,0.0001,0.0305203771248798,0.0309775331511624,0.0042402865365147,0.1368826405841691,0.0358614915880852,0.0032791113480925,-8.337768761676028e-05,imagenet_seeds_456_789.json
imagenet,sinusoidal,789,random_25,gaussian random,2.308539078950702,0.0001,0.0304697072329094,0.0308853072727808,-0.0109379817731678,-0.354148387664171,0.0347149045749692,-0.0028690509498119,-0.0001004221980732,imagenet_seeds_456_789.json
imagenet,sinusoidal,789,random_26,gaussian random,2.284330347791435,0.0001,0.0305481817875459,0.0307972411584168,0.0263780928216874,0.8565083049485542,0.0359343369049358,0.0018068044446408,0.0001958978303385,imagenet_seeds_456_789.json
imagenet,sinusoidal,789,random_27,gaussian random,2.292288456499513,0.0001,0.0305017268817428,0.0308608974313176,-0.0117873377166688,-0.3819505814081433,0.0345129772916297,-0.0017052514012902,-8.673938952486219e-05,imagenet_seeds_456_789.json
imagenet,sinusoidal,789,random_28,gaussian random,2.3020049919325847,0.0001,0.03048641048797,0.0305926761299466,0.0034147747792303,0.1116206625639948,0.0355042304765094,-0.003070677164942,-0.0001253078857574,imagenet_seeds_456_789.json
imagenet,sinusoidal,789,random_29,gaussian random,2.271821825564816,0.0001,0.0304085695230014,0.0309356470618008,0.0049639642238616,0.1604609793338108,0.0357071088401739,0.0005434009362943,7.934670359625103e-05,imagenet_seeds_456_789.json
imagenet,sinusoidal,789,random_30,gaussian random,2.28448171101854,0.0001,0.0305421477093606,0.0309483375814524,-0.0031783543527126,-0.1026987102085069,0.0357777789882388,-0.0002775911998469,-1.4442938331291397e-05,imagenet_seeds_456_789.json
imagenet,sinusoidal,789,random_31,gaussian random,2.281995210490967,0.0001,0.0305076644773132,0.0306113260727306,-0.0017260164022445,-0.0563848948635436,0.035476846405432,-0.0007492844597436,0.0001045905342836,imagenet_seeds_456_789.json
imagenet,sinusoidal,789,task_gradient,held-out task-gradient ascent,3.651007337664768,0.0001,0.0304321052216782,0.0306355414920625,0.3014179025776684,9.838830583613603,0.0096662546062705,1.0,0.0015889168122088,imagenet_seeds_456_789.json
imagenet,sinusoidal,1011,random_00,gaussian random,2.277662388057401,0.0001,0.0300723794719576,0.0321623600444616,0.0010220324620604,0.0317772843985199,0.0354551851425859,0.0009779856773093,-0.0001154523102091,imagenet_seeds_1011_1213.json
imagenet,sinusoidal,1011,random_01,gaussian random,2.3287384445880197,0.0001,0.0292022255015633,0.0314468552857491,-0.0037659811787307,-0.119757004142712,0.0326755687998534,0.0021791213657706,-6.967325735721365e-05,imagenet_seeds_1011_1213.json
imagenet,sinusoidal,1011,random_02,gaussian random,2.337442106315707,0.0001,0.0290554254628016,0.0300160071930128,-0.0062351562082767,-0.2077277023616973,0.0288991021171175,-0.0007219442049972,8.208422183611084e-05,imagenet_seeds_1011_1213.json
imagenet,sinusoidal,1011,random_03,gaussian random,2.273741970978917,0.0001,0.03058558445791,0.0321864789605034,0.0005106902681291,0.0158666087320637,0.0332174960759687,0.0017855137120932,0.0001414719884574,imagenet_seeds_1011_1213.json
imagenet,sinusoidal,1011,random_04,gaussian random,2.27261439598102,0.0001,0.0299122413504196,0.032368670968094,0.0138960951007902,0.4293069404822869,0.0343366648241819,0.0016578109934926,0.0001403862126475,imagenet_seeds_1011_1213.json
imagenet,sinusoidal,1011,random_05,gaussian random,2.448762050611061,0.0001,0.0292502664766396,0.0307763475249569,0.0035613435320556,0.1157169001021863,0.0321778969896855,0.0023454730398952,-0.0001223336742124,imagenet_seeds_1011_1213.json
imagenet,sinusoidal,1011,random_06,gaussian random,2.2939395412405634,0.0001,0.0296378130702159,0.0321449332617048,0.0150143094360828,0.4670816801467685,0.0336933616442895,0.0033370810560882,2.0074651573882056e-05,imagenet_seeds_1011_1213.json
imagenet,sinusoidal,1011,random_07,gaussian random,2.3222969186678117,0.0001,0.03085842583452,0.0307393684428565,-0.0118479491211473,-0.3854324184692456,0.0333639443461987,0.0009310379973612,2.5150117829530222e-05,imagenet_seeds_1011_1213.json
imagenet,sinusoidal,1011,random_08,gaussian random,2.271640386391925,0.0001,0.0289018673620479,0.0316207136472342,0.0074028433300554,0.2341137335685328,0.0322113867833226,0.0032032118178904,6.98593340315454e-05,imagenet_seeds_1011_1213.json
imagenet,sinusoidal,1011,random_09,gaussian random,2.4287614563753723,0.0001,0.0303609166015517,0.0310681239181921,-0.020378713030368,-0.6559363894655779,0.0345779940577902,-0.0007884333608672,-2.278142390764904e-05,imagenet_seeds_1011_1213.json
imagenet,sinusoidal,1011,random_10,gaussian random,2.243845625465359,0.0001,0.0297990272825534,0.0313724889397769,1.375097781419754e-05,0.0004383132572169,0.0340732980928387,0.0001206262386403,-0.0001216699118007,imagenet_seeds_1011_1213.json
imagenet,sinusoidal,1011,random_11,gaussian random,2.384840797575306,0.0001,0.0306279253998158,0.0321830360506777,0.0122601664625108,0.3809512080589625,0.0343289255795413,0.0002433937042951,-7.818706248624125e-05,imagenet_seeds_1011_1213.json
imagenet,sinusoidal,1011,random_12,gaussian random,2.328713429730356,0.0001,0.0288956676408929,0.0297699320577282,-0.0011053946800529,-0.0371312463162318,0.031537888375353,0.0007576521020382,7.550767434611544e-05,imagenet_seeds_1011_1213.json
imagenet,sinusoidal,1011,random_13,gaussian random,2.280353636575073,0.0001,0.031647264939079,0.0316473294467928,0.006223524454981,0.1966524368333958,0.0322097991023934,-0.0028053224086761,5.70832546845881e-05,imagenet_seeds_1011_1213.json
imagenet,sinusoidal,1011,random_14,gaussian random,2.2348025750204656,0.0001,0.031581360764191,0.0326088289499409,-0.0117744663730263,-0.3610821594084783,0.0349610406133485,-5.206329205975635e-06,-5.1265965386953e-07,imagenet_seeds_1011_1213.json
imagenet,sinusoidal,1011,random_15,gaussian random,2.3984887279908507,0.0001,0.0285888985475784,0.0287835160140679,0.0103464950807392,0.3594590416154302,0.0284904205861839,0.0018608993850648,0.0001225075006898,imagenet_seeds_1011_1213.json
imagenet,sinusoidal,1011,random_16,gaussian random,2.374499807514744,0.0001,0.028803777043256,0.028987665501931,0.0279602496884763,0.9645567935304664,0.0307720623423956,0.0093689244240522,9.20352135167187e-05,imagenet_seeds_1011_1213.json
imagenet,sinusoidal,1011,random_17,gaussian random,2.306970352796336,0.0001,0.0318673490481765,0.0320977731087549,-0.0141333662904798,-0.4403223314774103,0.0330407605333195,-0.0008971163770183,-4.885107491176968e-05,imagenet_seeds_1011_1213.json
imagenet,sinusoidal,1011,random_18,gaussian random,2.277362090531563,0.0001,0.0299139908104982,0.0321520265081784,-0.0040370151400566,-0.1255602081265304,0.0341576506759572,-0.0023610221687704,-4.240749234437891e-05,imagenet_seeds_1011_1213.json
imagenet,sinusoidal,1011,random_19,gaussian random,2.285116884981229,0.0001,0.0294237070367513,0.0309553461632974,0.0107608283869922,0.3476242304067948,0.0332344419189123,0.0001676438259892,-1.6243349338461804e-05,imagenet_seeds_1011_1213.json
imagenet,sinusoidal,1011,random_20,gaussian random,2.309723092390183,0.0001,0.0305786034696193,0.0311021132561011,-0.0004508104175329,-0.0144945269095014,0.0334933566620763,-0.0015670845750719,0.0002785113394291,imagenet_seeds_1011_1213.json
imagenet,sinusoidal,1011,random_21,gaussian random,2.242667128361415,0.0001,0.0311113478112963,0.0313990107257423,-0.0125701427459716,-0.4003356301816896,0.0343165250696271,-0.0030389397870749,-8.182339080132649e-06,imagenet_seeds_1011_1213.json
imagenet,sinusoidal,1011,random_22,gaussian random,2.235319476495068,0.0001,0.0305066194027744,0.0324287035773682,0.0049547324888408,0.1527884849611654,0.0351123145926387,-0.002839948516339,4.786444335271751e-05,imagenet_seeds_1011_1213.json
imagenet,sinusoidal,1011,random_23,gaussian random,2.2907605284223265,0.0001,0.0301160758134903,0.031821732571115,-0.0097937094978988,-0.3077679531122912,0.0338991033854483,0.001334095839411,5.635365107786367e-05,imagenet_seeds_1011_1213.json
imagenet,sinusoidal,1011,random_24,gaussian random,2.283028397633417,0.0001,0.0281585098111231,0.0286345958929969,0.0117135508917272,0.4090698864932104,0.0289064643324953,0.0029277415014803,-6.3940747747091e-05,imagenet_seeds_1011_1213.json
imagenet,sinusoidal,1011,random_25,gaussian random,2.365160150909606,0.0001,0.0290491716304863,0.0310756552351617,-0.0211807885207235,-0.6815878333196894,0.033120295394444,0.0004647955647669,-3.355409887528714e-05,imagenet_seeds_1011_1213.json
imagenet,sinusoidal,1011,random_26,gaussian random,2.266223206628853,0.0001,0.0316782865945462,0.0316759229098733,0.0047363433986902,0.1495250323776333,0.0344927868338147,0.0040469365194439,2.3999942186968115e-05,imagenet_seeds_1011_1213.json
imagenet,sinusoidal,1011,random_27,gaussian random,2.2281949253506825,0.0001,0.030704985574328,0.0327880577323414,0.0017248601652681,0.0526063537934671,0.0355537046235529,0.0001868620311142,8.502696741214893e-05,imagenet_seeds_1011_1213.json
