scope,endpoint_multiplier,endpoint,architecture,family,seed,noise_nauc,adversarial_nauc,adversarial_raw_nauc,gap,raw_gap
vitb,1.0,0.0957481143921283,vitb,sinusoidal,789,0.9961550750387376,0.8388516685849869,0.8388516685849869,0.15730340645375063,0.15730340645375063
vitb,0.9,0.08617330295291548,vitb,sinusoidal,789,0.9964776345067041,0.8895291213180403,0.8895291213180403,0.10694851318866383,0.10694851318866383
vitb,0.75,0.07181108579409623,vitb,sinusoidal,789,0.9969612486025493,0.9251298248142824,0.9251298248142824,0.0718314237882669,0.0718314237882669
cross,1.0,0.07923839733806452,vitb,sinusoidal,1011,0.9980889379985524,0.8986023520092514,0.8986023520092514,0.09948658598930094,0.09948658598930094
cross,0.9,0.07131455760425807,vitb,sinusoidal,1011,0.9983050109289068,0.920308842572761,0.920308842572761,0.07799616835614576,0.07799616835614576
cross,0.75,0.05942879800354839,vitb,sinusoidal,1011,0.9985886102362244,0.9406327793463686,0.9406327793463686,0.057955830889855786,0.057955830889855786
vitb,1.0,0.0957481143921283,vitb,sinusoidal,1011,0.9975897232168345,0.8144511565111089,0.8144511565111089,0.1831385667057256,0.1831385667057256
vitb,0.9,0.08617330295291548,vitb,sinusoidal,1011,0.9978876053818774,0.8715338706300384,0.8715338706300384,0.12635373475183898,0.12635373475183898
vitb,0.75,0.07181108579409623,vitb,sinusoidal,1011,0.9982919963424691,0.9191174644647693,0.9191174644647693,0.07917453187769985,0.07917453187769985
cross,1.0,0.07923839733806452,vitb,sinusoidal,1213,0.9995160534474555,0.8980765530316357,0.8980765530316357,0.10143950041581984,0.10143950041581984
cross,0.9,0.07131455760425807,vitb,sinusoidal,1213,0.9995030332214847,0.920084887974092,0.920084887974092,0.07941814524739266,0.07941814524739266
cross,0.75,0.05942879800354839,vitb,sinusoidal,1213,0.9994785547669539,0.9427980386822811,0.9427980386822811,0.05668051608467284,0.05668051608467284
vitb,1.0,0.0957481143921283,vitb,sinusoidal,1213,0.9995087191265934,0.8147468519412644,0.8147468519412644,0.18476186718532905,0.18476186718532905
vitb,0.9,0.08617330295291548,vitb,sinusoidal,1213,0.9995259552579153,0.8706979166722612,0.8706979166722612,0.12882803858565417,0.12882803858565417
vitb,0.75,0.07181108579409623,vitb,sinusoidal,1213,0.9995039132407642,0.9188422638662986,0.9188422638662986,0.08066164937446552,0.08066164937446552
cross,1.0,0.07923839733806452,vitb,rope,42,0.998502624895095,0.9706454288469716,0.9706454288469716,0.027857196048123423,0.027857196048123423
cross,0.9,0.07131455760425807,vitb,rope,42,0.9985972124754128,0.9769379203543811,0.9769379203543811,0.02165929212103168,0.02165929212103168
cross,0.75,0.05942879800354839,vitb,rope,42,0.9987516949516829,0.9851026245041711,0.9851026245041711,0.013649070447511846,0.013649070447511846
vitb,1.0,0.0957481143921283,vitb,rope,42,0.9983189467558753,0.9524135604442998,0.9524135604442998,0.04590538631157548,0.04590538631157548
vitb,0.9,0.08617330295291548,vitb,rope,42,0.9984236455423303,0.9640518101260686,0.9640518101260686,0.034371835416261765,0.034371835416261765
vitb,0.75,0.07181108579409623,vitb,rope,42,0.9985911220362846,0.9765601309014859,0.9765601309014859,0.022030991134798783,0.022030991134798783
cross,1.0,0.07923839733806452,vitb,rope,123,0.9990869333711553,0.9642176671767627,0.9642176671767627,0.03486926619439257,0.03486926619439257
cross,0.9,0.07131455760425807,vitb,rope,123,0.9991554042709061,0.9728467022982838,0.9728467022982838,0.02630870197262225,0.02630870197262225
cross,0.75,0.05942879800354839,vitb,rope,123,0.9992657525570987,0.9836825644276199,0.9836825644276199,0.015583188129478787,0.015583188129478787
vitb,1.0,0.0957481143921283,vitb,rope,123,0.9989523971396413,0.9342185606762672,0.9342185606762672,0.06473383646337416,0.06473383646337416
