architecture,family,seed,regime,point_index,rho,normalized_accuracy,clean_anchor,lower_envelope
vitb,rope,42,adversarial_raw,8,0.1522134332619591,0.1851471594798083,False,False
vitb,rope,42,adversarial_raw,9,0.1650690188919318,0.0882956878850102,False,False
vitb,rope,42,adversarial_raw,10,0.176901511386934,0.0602327173169062,False,False
vitb,rope,123,noise,0,0.0,1.0,True,False
vitb,rope,123,noise,1,0.024227824770477,0.999346405228758,False,False
vitb,rope,123,noise,2,0.0484812519480798,0.9988304093567252,False,False
vitb,rope,123,noise,3,0.0971677507754324,0.9981768145854832,False,False
vitb,rope,123,noise,4,0.1956208128190628,0.9951152390780872,False,False
vitb,rope,123,noise,5,0.396541476866904,0.970966632266942,False,False
vitb,rope,123,adversarial,0,0.0,1.0,True,True
vitb,rope,123,adversarial,1,0.0235016929777985,0.9955280357757136,False,True
vitb,rope,123,adversarial,2,0.0311723320471512,0.9917440660474716,False,True
vitb,rope,123,adversarial,3,0.0497962027491056,0.9656002751977985,False,True
vitb,rope,123,adversarial,4,0.0767382773789348,0.8844169246646026,False,True
vitb,rope,123,adversarial,5,0.0959479013299763,0.7162022703818369,False,True
vitb,rope,123,adversarial,6,0.1111237561160072,0.4238046095631234,False,True
vitb,rope,123,adversarial,7,0.1165356714549196,0.2820777433780529,False,True
vitb,rope,123,adversarial,8,0.1227555190796102,0.1874785001719986,False,True
vitb,rope,123,adversarial,9,0.1340420183739759,0.0970072239422084,False,True
vitb,rope,123,adversarial,10,0.1441585463562157,0.0677674578603371,False,True
vitb,rope,123,adversarial_raw,0,0.0,1.0,True,False
vitb,rope,123,adversarial_raw,1,0.0235016929777985,0.9955280357757136,False,False
vitb,rope,123,adversarial_raw,2,0.0311723320471512,0.9917440660474716,False,False
vitb,rope,123,adversarial_raw,3,0.0497962027491056,0.9656002751977985,False,False
vitb,rope,123,adversarial_raw,4,0.0767382773789348,0.8844169246646026,False,False
vitb,rope,123,adversarial_raw,5,0.0959479013299763,0.7162022703818369,False,False
vitb,rope,123,adversarial_raw,6,0.1111237561160072,0.4238046095631234,False,False
vitb,rope,123,adversarial_raw,7,0.1165356714549196,0.2820777433780529,False,False
vitb,rope,123,adversarial_raw,8,0.1227555190796102,0.1874785001719986,False,False
vitb,rope,123,adversarial_raw,9,0.1340420183739759,0.0970072239422084,False,False
vitb,rope,123,adversarial_raw,10,0.1441585463562157,0.0677674578603371,False,False
vitb,rope,456,noise,0,0.0,1.0,True,False
vitb,rope,456,noise,1,0.0244601949943333,0.9996569468267582,False,False
vitb,rope,456,noise,2,0.0489100464069289,0.9993825042881648,False,False
vitb,rope,456,noise,3,0.0979216843346733,0.9984562607204116,False,False
vitb,rope,456,noise,4,0.1973076689040697,0.9936192109777016,False,False
vitb,rope,456,noise,5,0.400858722740903,0.964802744425386,False,False
vitb,rope,456,adversarial,0,0.0,1.0,True,True
vitb,rope,456,adversarial,1,0.0229331929069427,1.0,False,True
vitb,rope,456,adversarial,2,0.0330842722337571,0.9934819897084048,False,True
vitb,rope,456,adversarial,3,0.0522467593145162,0.9612349914236707,False,True
vitb,rope,456,adversarial,4,0.0795753642545186,0.8888507718696398,False,True
vitb,rope,456,adversarial,5,0.0988289505394684,0.7197255574614065,False,True
vitb,rope,456,adversarial,6,0.1132694308169014,0.3965694682675815,False,True
vitb,rope,456,adversarial,7,0.1191714425983529,0.2490566037735849,False,True
vitb,rope,456,adversarial,8,0.1257741509275836,0.1735849056603773,False,True
vitb,rope,456,adversarial,9,0.1352792164187526,0.0847341337907375,False,True
vitb,rope,456,adversarial,10,0.1467808360667532,0.0624356775300171,False,True
vitb,rope,456,adversarial_raw,0,0.0,1.0,True,False
vitb,rope,456,adversarial_raw,1,0.0229331929069427,1.0017152658662092,False,False
vitb,rope,456,adversarial_raw,2,0.0330842722337571,0.9934819897084048,False,False
vitb,rope,456,adversarial_raw,3,0.0522467593145162,0.9612349914236707,False,False
vitb,rope,456,adversarial_raw,4,0.0795753642545186,0.8888507718696398,False,False
vitb,rope,456,adversarial_raw,5,0.0988289505394684,0.7197255574614065,False,False
vitb,rope,456,adversarial_raw,6,0.1132694308169014,0.3965694682675815,False,False
vitb,rope,456,adversarial_raw,7,0.1191714425983529,0.2490566037735849,False,False
vitb,rope,456,adversarial_raw,8,0.1257741509275836,0.1735849056603773,False,False
vitb,rope,456,adversarial_raw,9,0.1352792164187526,0.0847341337907375,False,False
vitb,rope,456,adversarial_raw,10,0.1467808360667532,0.0624356775300171,False,False
vitb,rope,789,noise,0,0.0,1.0,True,False
vitb,rope,789,noise,1,0.02472437588665,0.9999659284497444,False,False
vitb,rope,789,noise,2,0.0495221783470728,0.9996252129471892,False,False
vitb,rope,789,noise,3,0.0990688369215888,0.9981260647359452,False,False
vitb,rope,789,noise,4,0.1993650253306396,0.994037478705281,False,False
vitb,rope,789,noise,5,0.4047039698917005,0.9691311754684838,False,False
vitb,rope,789,adversarial,0,0.0,1.0,True,True
vitb,rope,789,adversarial,1,0.0196354744496333,0.9969335604770015,False,True
vitb,rope,789,adversarial,2,0.028172269668562,0.9908006814310052,False,True
vitb,rope,789,adversarial,3,0.0453876107504752,0.9625212947189098,False,True
vitb,rope,789,adversarial,4,0.0734906191357528,0.8695059625212948,False,True
vitb,rope,789,adversarial,5,0.0935949873183909,0.6606473594548552,False,True
vitb,rope,789,adversarial,6,0.1120487662403698,0.3441226575809199,False,True
vitb,rope,789,adversarial,7,0.1177914926795318,0.21396933560477,False,True
vitb,rope,789,adversarial,8,0.1256751032704636,0.1434412265758092,False,True
vitb,rope,789,adversarial,9,0.1375720964226727,0.0875638841567291,False,True
vitb,rope,789,adversarial,10,0.1496203415646222,0.0579216354344122,False,True
vitb,rope,789,adversarial_raw,0,0.0,1.0,True,False
vitb,rope,789,adversarial_raw,1,0.0196354744496333,0.9969335604770015,False,False
vitb,rope,789,adversarial_raw,2,0.028172269668562,0.9908006814310052,False,False
vitb,rope,789,adversarial_raw,3,0.0453876107504752,0.9625212947189098,False,False
vitb,rope,789,adversarial_raw,4,0.0734906191357528,0.8695059625212948,False,False
vitb,rope,789,adversarial_raw,5,0.0935949873183909,0.6606473594548552,False,False
vitb,rope,789,adversarial_raw,6,0.1120487662403698,0.3441226575809199,False,False
vitb,rope,789,adversarial_raw,7,0.1177914926795318,0.21396933560477,False,False
vitb,rope,789,adversarial_raw,8,0.1256751032704636,0.1434412265758092,False,False
vitb,rope,789,adversarial_raw,9,0.1375720964226727,0.0875638841567291,False,False
vitb,rope,789,adversarial_raw,10,0.1496203415646222,0.0579216354344122,False,False
vitb,rope,1011,noise,0,0.0,1.0,True,False
vitb,rope,1011,noise,1,0.0240511714824467,0.9991769547325102,False,False
vitb,rope,1011,noise,2,0.0481361194510138,0.9984910836762688,False,False
vitb,rope,1011,noise,3,0.0964643280685447,0.9968106995884772,False,False
vitb,rope,1011,noise,4,0.1943360293257739,0.991460905349794,False,False
vitb,rope,1011,noise,5,0.3952429742694506,0.96539780521262,False,False
vitb,rope,1011,adversarial,0,0.0,1.0,True,True
vitb,rope,1011,adversarial,1,0.0203385350641036,0.9996570644718792,False,True
vitb,rope,1011,adversarial,2,0.033065122960332,0.9907407407407408,False,True
vitb,rope,1011,adversarial,3,0.0528858116512338,0.9790809327846364,False,True
vitb,rope,1011,adversarial,4,0.0877841772636362,0.8919753086419752,False,True
vitb,rope,1011,adversarial,5,0.1187538562032042,0.7270233196159122,False,True
vitb,rope,1011,adversarial,6,0.1369089603981873,0.3834019204389574,False,True
vitb,rope,1011,adversarial,7,0.143679743601142,0.2589163237311385,False,True
vitb,rope,1011,adversarial,8,0.1497612586206183,0.1505486968449931,False,True
vitb,rope,1011,adversarial,9,0.1607211269845851,0.0751028806584362,False,True
vitb,rope,1011,adversarial,10,0.1704601067612146,0.0545267489711934,False,True
vitb,rope,1011,adversarial_raw,0,0.0,1.0,True,False
vitb,rope,1011,adversarial_raw,1,0.0203385350641036,0.9996570644718792,False,False
vitb,rope,1011,adversarial_raw,2,0.033065122960332,0.9907407407407408,False,False
vitb,rope,1011,adversarial_raw,3,0.0528858116512338,0.9790809327846364,False,False
vitb,rope,1011,adversarial_raw,4,0.0877841772636362,0.8919753086419752,False,False
vitb,rope,1011,adversarial_raw,5,0.1187538562032042,0.7270233196159122,False,False
vitb,rope,1011,adversarial_raw,6,0.1369089603981873,0.3834019204389574,False,False
vitb,rope,1011,adversarial_raw,7,0.143679743601142,0.2589163237311385,False,False
vitb,rope,1011,adversarial_raw,8,0.1497612586206183,0.1505486968449931,False,False
vitb,rope,1011,adversarial_raw,9,0.1607211269845851,0.0751028806584362,False,False
vitb,rope,1011,adversarial_raw,10,0.1704601067612146,0.0545267489711934,False,False
vitb,rope,1213,noise,0,0.0,1.0,True,False
vitb,rope,1213,noise,1,0.0252816035982228,0.9995891817870592,False,False
vitb,rope,1213,noise,2,0.0504770836049208,0.9998972954467648,False,False
vitb,rope,1213,noise,3,0.1008919447857077,0.9980486134885312,False,False
vitb,rope,1213,noise,4,0.2026767526421015,0.9914755220814788,False,False
vitb,rope,1213,noise,5,0.4095958955605902,0.963505648750428,False,False
vitb,rope,1213,adversarial,0,0.0,1.0,True,True
vitb,rope,1213,adversarial,1,0.0215923958456568,0.997945908935296,False,True
vitb,rope,1213,adversarial,2,0.0354404360036034,0.9904142416980484,False,True
vitb,rope,1213,adversarial,3,0.0496908490296103,0.965765148921602,False,True
vitb,rope,1213,adversarial,4,0.0753278157773912,0.9014036288942142,False,True
vitb,rope,1213,adversarial,5,0.1009602953275255,0.7363916466963368,False,True
vitb,rope,1213,adversarial,6,0.1196186318380913,0.4313591235878123,False,True
vitb,rope,1213,adversarial,7,0.1288077834205875,0.2916809311879493,False,True
vitb,rope,1213,adversarial,8,0.1355048635700807,0.1807600136939404,False,True
vitb,rope,1213,adversarial,9,0.1473474941101302,0.0855871276959945,False,True
vitb,rope,1213,adversarial,10,0.1586369224589491,0.0657309140705238,False,True
vitb,rope,1213,adversarial_raw,0,0.0,1.0,True,False
vitb,rope,1213,adversarial_raw,1,0.0215923958456568,0.997945908935296,False,False
vitb,rope,1213,adversarial_raw,2,0.0354404360036034,0.9904142416980484,False,False
vitb,rope,1213,adversarial_raw,3,0.0496908490296103,0.965765148921602,False,False
vitb,rope,1213,adversarial_raw,4,0.0753278157773912,0.9014036288942142,False,False
vitb,rope,1213,adversarial_raw,5,0.1009602953275255,0.7363916466963368,False,False
vitb,rope,1213,adversarial_raw,6,0.1196186318380913,0.4313591235878123,False,False
vitb,rope,1213,adversarial_raw,7,0.1288077834205875,0.2916809311879493,False,False
vitb,rope,1213,adversarial_raw,8,0.1355048635700807,0.1807600136939404,False,False
vitb,rope,1213,adversarial_raw,9,0.1473474941101302,0.0855871276959945,False,False
vitb,rope,1213,adversarial_raw,10,0.1586369224589491,0.0657309140705238,False,False
vitb,alibi,42,noise,0,0.0,1.0,True,False
vitb,alibi,42,noise,1,0.0044362232108331,0.9988971896122376,False,False
vitb,alibi,42,noise,2,0.0110972300470279,0.997616506581288,False,False
vitb,alibi,42,noise,3,0.0222005519790661,0.9923514763429384,False,False
vitb,alibi,42,noise,4,0.0443653419998947,0.9749555318392032,False,False
vitb,alibi,42,noise,5,0.1103938516378207,0.8800782639630025,False,False
vitb,alibi,42,noise,6,0.2178759676487305,0.6501245108502313,False,False
vitb,alibi,42,adversarial,0,0.0,1.0,True,True
vitb,alibi,42,adversarial,1,0.0118714867078738,0.9871931696905016,False,True
vitb,alibi,42,adversarial,2,0.0234429412474746,0.9580220562077554,False,True
vitb,alibi,42,adversarial,3,0.0514488669203362,0.8384916399857703,False,True
vitb,alibi,42,adversarial,4,0.0640093576489484,0.7317680540732836,False,True
vitb,alibi,42,adversarial,5,0.0760594642885694,0.6207755247242974,False,True
vitb,alibi,42,adversarial,6,0.0988595720571871,0.424048381358947,False,True
vitb,alibi,42,adversarial,7,0.1204982513921675,0.2746353610814657,False,True
vitb,alibi,42,adversarial_raw,0,0.0,1.0,True,False
vitb,alibi,42,adversarial_raw,1,0.0118714867078738,0.9871931696905016,False,False
vitb,alibi,42,adversarial_raw,2,0.0234429412474746,0.9580220562077554,False,False
vitb,alibi,42,adversarial_raw,3,0.0514488669203362,0.8384916399857703,False,False
vitb,alibi,42,adversarial_raw,4,0.0640093576489484,0.7317680540732836,False,False
vitb,alibi,42,adversarial_raw,5,0.0760594642885694,0.6207755247242974,False,False
vitb,alibi,42,adversarial_raw,6,0.0988595720571871,0.424048381358947,False,False
vitb,alibi,42,adversarial_raw,7,0.1204982513921675,0.2746353610814657,False,False
vitb,alibi,123,noise,0,0.0,1.0,True,False
vitb,alibi,123,noise,1,0.0044707967971728,0.9982238010657196,False,False
vitb,alibi,123,noise,2,0.0111757177364467,0.9956305506216696,False,False
vitb,alibi,123,noise,3,0.0223439554741341,0.9911545293072824,False,False
vitb,alibi,123,noise,4,0.0446405828526991,0.9729662522202488,False,False
vitb,alibi,123,noise,5,0.1108229196544545,0.8157371225577265,False,False
vitb,alibi,123,noise,6,0.2186505950233835,0.5144227353463589,False,False
vitb,alibi,123,adversarial,0,0.0,1.0,True,True
vitb,alibi,123,adversarial,1,0.0122313122857632,0.985790408525755,False,True
vitb,alibi,123,adversarial,2,0.0239937793014928,0.9673179396092364,False,True
vitb,alibi,123,adversarial,3,0.0530460946165729,0.8238010657193606,False,True
vitb,alibi,123,adversarial,4,0.066053591461522,0.7214920071047958,False,True
vitb,alibi,123,adversarial,5,0.0783221177971553,0.6095914742451155,False,True
vitb,alibi,123,adversarial,6,0.1006381483831708,0.3996447602131439,False,True
vitb,alibi,123,adversarial,7,0.1230787324814036,0.2536412078152753,False,True
vitb,alibi,123,adversarial_raw,0,0.0,1.0,True,False
vitb,alibi,123,adversarial_raw,1,0.0122313122857632,0.985790408525755,False,False
vitb,alibi,123,adversarial_raw,2,0.0239937793014928,0.9673179396092364,False,False
vitb,alibi,123,adversarial_raw,3,0.0530460946165729,0.8238010657193606,False,False
vitb,alibi,123,adversarial_raw,4,0.066053591461522,0.7214920071047958,False,False
vitb,alibi,123,adversarial_raw,5,0.0783221177971553,0.6095914742451155,False,False
vitb,alibi,123,adversarial_raw,6,0.1006381483831708,0.3996447602131439,False,False
vitb,alibi,123,adversarial_raw,7,0.1230787324814036,0.2536412078152753,False,False
vitb,alibi,456,noise,0,0.0,1.0,True,False
vitb,alibi,456,noise,1,0.0044236208118312,0.9984604368063014,False,False
vitb,alibi,456,noise,2,0.0110614097629886,0.9970998925886144,False,False
vitb,alibi,456,noise,3,0.0221312856589365,0.9923379878267096,False,False
vitb,alibi,456,noise,4,0.0442843949502797,0.9751163623344072,False,False
vitb,alibi,456,noise,5,0.1103593861269852,0.8528822055137845,False,False
vitb,alibi,456,noise,6,0.2186429243965249,0.5504833512352308,False,False
vitb,alibi,456,adversarial,0,0.0,1.0,True,True
vitb,alibi,456,adversarial,1,0.0120079524118673,0.986752595775152,False,True
vitb,alibi,456,adversarial,2,0.0235735755830111,0.9595417114214106,False,True
vitb,alibi,456,adversarial,3,0.0458784626162102,0.8775510204081631,False,True
vitb,alibi,456,adversarial,4,0.0647689433101389,0.7440028643036162,False,True
vitb,alibi,456,adversarial,5,0.0769742976328788,0.623344074471894,False,True
vitb,alibi,456,adversarial,6,0.1001403079653072,0.4153240243465807,False,True
vitb,alibi,456,adversarial,7,0.1223172974264593,0.2527747941281775,False,True
vitb,alibi,456,adversarial_raw,0,0.0,1.0,True,False
vitb,alibi,456,adversarial_raw,1,0.0120079524118673,0.986752595775152,False,False
vitb,alibi,456,adversarial_raw,2,0.0235735755830111,0.9595417114214106,False,False
vitb,alibi,456,adversarial_raw,3,0.0458784626162102,0.8775510204081631,False,False
vitb,alibi,456,adversarial_raw,4,0.0647689433101389,0.7440028643036162,False,False
vitb,alibi,456,adversarial_raw,5,0.0769742976328788,0.623344074471894,False,False
vitb,alibi,456,adversarial_raw,6,0.1001403079653072,0.4153240243465807,False,False
vitb,alibi,456,adversarial_raw,7,0.1223172974264593,0.2527747941281775,False,False
vitb,alibi,789,noise,0,0.0,1.0,True,False
vitb,alibi,789,noise,1,0.0044193174794946,0.9994277539341916,False,False
vitb,alibi,789,noise,2,0.011040960957217,0.9975321888412017,False,False
vitb,alibi,789,noise,3,0.022065657579354,0.9934191702432044,False,False
vitb,alibi,789,noise,4,0.0440931589746103,0.9802217453505008,False,False
vitb,alibi,789,noise,5,0.1097191812636376,0.9082260371959944,False,False
vitb,alibi,789,noise,6,0.2177800696441842,0.7204935622317596,False,False
vitb,alibi,789,adversarial,0,0.0,1.0,True,True
vitb,alibi,789,adversarial,1,0.0121330494667709,0.990343347639485,False,True
vitb,alibi,789,adversarial,2,0.0238813345585974,0.9717453505007152,False,True
vitb,alibi,789,adversarial,3,0.051191695208408,0.8454935622317595,False,True
vitb,alibi,789,adversarial,4,0.0637986279203868,0.7535765379113019,False,True
vitb,alibi,789,adversarial,5,0.0759387719632624,0.650214592274678,False,True
vitb,alibi,789,adversarial,6,0.0991093438250037,0.4273962804005722,False,True
vitb,alibi,789,adversarial,7,0.1211948664481268,0.282904148783977,False,True
vitb,alibi,789,adversarial_raw,0,0.0,1.0,True,False
vitb,alibi,789,adversarial_raw,1,0.0121330494667709,0.990343347639485,False,False
vitb,alibi,789,adversarial_raw,2,0.0238813345585974,0.9717453505007152,False,False
vitb,alibi,789,adversarial_raw,3,0.051191695208408,0.8454935622317595,False,False
vitb,alibi,789,adversarial_raw,4,0.0637986279203868,0.7535765379113019,False,False
vitb,alibi,789,adversarial_raw,5,0.0759387719632624,0.650214592274678,False,False
vitb,alibi,789,adversarial_raw,6,0.0991093438250037,0.4273962804005722,False,False
vitb,alibi,789,adversarial_raw,7,0.1211948664481268,0.282904148783977,False,False
vitb,alibi,1011,noise,0,0.0,1.0,True,False
vitb,alibi,1011,noise,1,0.0045530309317675,0.9978068623983022,False,False
vitb,alibi,1011,noise,2,0.0113819670522681,0.9958259639193492,False,False
vitb,alibi,1011,noise,3,0.0227322780875806,0.9902016271666078,False,False
vitb,alibi,1011,noise,4,0.0452823941660658,0.9661832331093032,False,False
vitb,alibi,1011,noise,5,0.1115067360949667,0.8296073576229219,False,False
vitb,alibi,1011,noise,6,0.2183042996777477,0.5684824902723735,False,False
vitb,alibi,1011,adversarial,0,0.0,1.0,True,True
vitb,alibi,1011,adversarial,1,0.0122155707351791,0.9886805801202688,False,True
vitb,alibi,1011,adversarial,2,0.0241334736414775,0.9635656172621152,False,True
vitb,alibi,1011,adversarial,3,0.0523142316204623,0.8107534488857447,False,True
vitb,alibi,1011,adversarial,4,0.0649392653765657,0.7110010611956138,False,True
vitb,alibi,1011,adversarial,5,0.0778044452574931,0.5843650512911214,False,True
vitb,alibi,1011,adversarial,6,0.099872048141252,0.4248319773611603,False,True
vitb,alibi,1011,adversarial,7,0.1233267700548234,0.2260346657233817,False,True
vitb,alibi,1011,adversarial_raw,0,0.0,1.0,True,False
vitb,alibi,1011,adversarial_raw,1,0.0122155707351791,0.9886805801202688,False,False
vitb,alibi,1011,adversarial_raw,2,0.0241334736414775,0.9635656172621152,False,False
vitb,alibi,1011,adversarial_raw,3,0.0523142316204623,0.8107534488857447,False,False
vitb,alibi,1011,adversarial_raw,4,0.0649392653765657,0.7110010611956138,False,False
vitb,alibi,1011,adversarial_raw,5,0.0778044452574931,0.5843650512911214,False,False
vitb,alibi,1011,adversarial_raw,6,0.099872048141252,0.4248319773611603,False,False
vitb,alibi,1011,adversarial_raw,7,0.1233267700548234,0.2260346657233817,False,False
vitb,alibi,1213,noise,0,0.0,1.0,True,False
vitb,alibi,1213,noise,1,0.0047485073911763,0.9986719310839914,False,False
vitb,alibi,1213,noise,2,0.0118826270199258,0.9965541995692748,False,False
vitb,alibi,1213,noise,3,0.0237864454456976,0.9897702799712852,False,False
vitb,alibi,1213,noise,4,0.0475930481999701,0.9660804020100504,False,False
vitb,alibi,1213,noise,5,0.1165357351998523,0.8066044508255563,False,False
vitb,alibi,1213,noise,6,0.2238059378764028,0.5469849246231157,False,False
vitb,alibi,1213,adversarial,0,0.0,1.0,True,True
vitb,alibi,1213,adversarial,1,0.0132063987262461,0.9881550610193828,False,True
vitb,alibi,1213,adversarial,2,0.0263084007294965,0.969849246231156,False,True
vitb,alibi,1213,adversarial,3,0.0588752633621057,0.8557071069633885,False,True
vitb,alibi,1213,adversarial,4,0.073507846767792,0.7674084709260589,False,True
vitb,alibi,1213,adversarial,5,0.0829517630973154,0.648600143575018,False,True
vitb,alibi,1213,adversarial,6,0.1067488130438584,0.4260588657573583,False,True
vitb,alibi,1213,adversarial,7,0.1291839748739271,0.2627422828427854,False,True
vitb,alibi,1213,adversarial_raw,0,0.0,1.0,True,False
vitb,alibi,1213,adversarial_raw,1,0.0132063987262461,0.9881550610193828,False,False
vitb,alibi,1213,adversarial_raw,2,0.0263084007294965,0.969849246231156,False,False
vitb,alibi,1213,adversarial_raw,3,0.0588752633621057,0.8557071069633885,False,False
vitb,alibi,1213,adversarial_raw,4,0.073507846767792,0.7674084709260589,False,False
vitb,alibi,1213,adversarial_raw,5,0.0829517630973154,0.648600143575018,False,False
vitb,alibi,1213,adversarial_raw,6,0.1067488130438584,0.4260588657573583,False,False
vitb,alibi,1213,adversarial_raw,7,0.1291839748739271,0.2627422828427854,False,False
vits,learned,42,noise,0,0.0,1.0,True,False
vits,learned,42,noise,1,0.004786913484071015,0.9998153618906942,False,False
vits,learned,42,noise,2,0.00957356034808558,0.9994091580502216,False,False
vits,learned,42,noise,3,0.01921595899125199,0.9991137370753324,False,False
vits,learned,42,noise,4,0.03895477708970626,0.9981536189069425,False,False
vits,learned,42,noise,5,0.08066729352378993,0.9954579025110784,False,False
vits,learned,42,noise,6,0.1239217613878266,0.9915066469719351,False,False
vits,learned,42,noise,7,0.16686112657852029,0.9848966026587889,False,False
vits,learned,42,noise,8,0.25024666605102847,0.9583825701624816,False,False
vits,learned,42,adversarial,0,0.0,1.0,True,True
vits,learned,42,adversarial,1,0.029176303042733043,0.9641802067946825,False,True
vits,learned,42,adversarial,2,0.04553825128665887,0.9313146233382571,False,True
vits,learned,42,adversarial,3,0.05659276430608917,0.8969719350073856,False,True
vits,learned,42,adversarial,4,0.09683447228040026,0.6447562776957164,False,True
vits,learned,42,adversarial,5,0.11895647373066039,0.06351550960118169,False,True
vits,learned,42,adversarial,6,0.12014637512011779,0.06351550960118169,False,True
vits,learned,42,adversarial_raw,0,0.0,1.0,True,False
vits,learned,42,adversarial_raw,1,0.029176303042733043,0.9641802067946825,False,False
vits,learned,42,adversarial_raw,2,0.04553825128665887,0.9313146233382571,False,False
vits,learned,42,adversarial_raw,3,0.05659276430608917,0.8969719350073856,False,False
vits,learned,42,adversarial_raw,4,0.09683447228040026,0.6447562776957164,False,False
vits,learned,42,adversarial_raw,5,0.11895647373066039,0.06351550960118169,False,False
vits,learned,42,adversarial_raw,6,0.12014637512011779,0.08050221565731168,False,False
vits,learned,123,noise,0,0.0,1.0,True,False
vits,learned,123,noise,1,0.004559546472705645,0.9992196209587514,False,False
vits,learned,123,noise,2,0.009115322103166353,0.998810850984764,False,False
vits,learned,123,noise,3,0.018279152040550445,0.9992567818654775,False,False
vits,learned,123,noise,4,0.03694004363481276,0.9989223337049424,False,False
vits,learned,123,noise,5,0.07605937080712608,0.9972129319955407,False,False
vits,learned,123,noise,6,0.11694455542708873,0.9947603121516165,False,False
vits,learned,123,noise,7,0.15827352793318142,0.9893719806763285,False,False
vits,learned,123,noise,8,0.23928672393639863,0.9680787811222593,False,False
vits,learned,123,adversarial,0,0.0,1.0,True,True
vits,learned,123,adversarial,1,0.0191990946354476,0.9706428836863619,False,True
vits,learned,123,adversarial,2,0.04198636768489473,0.9015235971757711,False,True
vits,learned,123,adversarial,3,0.053797938865771465,0.8097361575622445,False,True
vits,learned,123,adversarial,4,0.08372933555295395,0.26681531029357114,False,True
vits,learned,123,adversarial,5,0.08830885978441799,0.043106651802303976,False,True
vits,learned,123,adversarial,6,0.09492790714885053,0.043106651802303976,False,True
vits,learned,123,adversarial_raw,0,0.0,1.0,True,False
vits,learned,123,adversarial_raw,1,0.0191990946354476,0.9706428836863619,False,False
vits,learned,123,adversarial_raw,2,0.04198636768489473,0.9015235971757711,False,False
vits,learned,123,adversarial_raw,3,0.053797938865771465,0.8097361575622445,False,False
vits,learned,123,adversarial_raw,4,0.08372933555295395,0.26681531029357114,False,False
vits,learned,123,adversarial_raw,5,0.08830885978441799,0.043106651802303976,False,False
vits,learned,123,adversarial_raw,6,0.09492790714885053,0.12077294685990338,False,False
vits,learned,456,noise,0,0.0,1.0,True,False
vits,learned,456,noise,1,0.004703090021108862,0.9997055576002944,False,False
vits,learned,456,noise,2,0.009406620059715811,0.9993743099006258,False,False
vits,learned,456,noise,3,0.018891481686268464,0.9988222304011778,False,False
vits,learned,456,noise,4,0.038374890326378676,0.9982701509017298,False,False
vits,learned,456,noise,5,0.07982039509868644,0.9960986382039014,False,False
vits,learned,456,noise,6,0.12292796406862136,0.9915715863084283,False,False
vits,learned,456,noise,7,0.1658302025881086,0.9853882959146117,False,False
vits,learned,456,noise,8,0.2491078530329555,0.9635259477364742,False,False
vits,learned,456,adversarial,0,0.0,1.0,True,True
vits,learned,456,adversarial,1,0.017815575216156673,0.9705557600294442,False,True
vits,learned,456,adversarial,2,0.02969817803643128,0.94516010305484,False,True
vits,learned,456,adversarial,3,0.04241818509534331,0.9065145380934856,False,True
vits,learned,456,adversarial,4,0.06588845150124921,0.7331615752668385,False,True
vits,learned,456,adversarial,5,0.09784979098537745,0.07655502392344497,False,True
vits,learned,456,adversarial,6,0.10238845985618027,0.07655502392344497,False,True
vits,learned,456,adversarial_raw,0,0.0,1.0,True,False
vits,learned,456,adversarial_raw,1,0.017815575216156673,0.9705557600294442,False,False
vits,learned,456,adversarial_raw,2,0.02969817803643128,0.94516010305484,False,False
vits,learned,456,adversarial_raw,3,0.04241818509534331,0.9065145380934856,False,False
vits,learned,456,adversarial_raw,4,0.06588845150124921,0.7331615752668385,False,False
vits,learned,456,adversarial_raw,5,0.09784979098537745,0.07655502392344497,False,False
vits,learned,456,adversarial_raw,6,0.10238845985618027,0.11409642988590357,False,False
vits,learned,789,noise,0,0.0,1.0,True,False
vits,learned,789,noise,1,0.004601080401972525,0.9998508019395749,False,False
vits,learned,789,noise,2,0.009202287021348628,0.9994032077582992,False,False
vits,learned,789,noise,3,0.01848002010870061,0.9983588213353227,False,False
vits,learned,789,noise,4,0.0375469311017523,0.9966057441253264,False,False
vits,learned,789,noise,5,0.0784488835319583,0.9944423722491609,False,False
vits,learned,789,noise,6,0.12185290544656077,0.9897053338306602,False,False
vits,learned,789,noise,7,0.16537575265827162,0.9826557254755688,False,False
vits,learned,789,noise,8,0.2493113825872489,0.9555762775083926,False,False
vits,learned,789,adversarial,0,0.0,1.0,True,True
vits,learned,789,adversarial,1,0.017914958421677316,0.977993286087281,False,True
vits,learned,789,adversarial,2,0.030458684024527043,0.9406937709809774,False,True
vits,learned,789,adversarial,3,0.040037149497324724,0.9082431928384931,False,True
vits,learned,789,adversarial,4,0.08001014400538739,0.4196195449459157,False,True
vits,learned,789,adversarial,5,0.09458625563274876,0.08429690414024618,False,True
vits,learned,789,adversarial,6,0.1280946161241568,0.08429690414024618,False,True
vits,learned,789,adversarial_raw,0,0.0,1.0,True,False
vits,learned,789,adversarial_raw,1,0.017914958421677316,0.977993286087281,False,False
vits,learned,789,adversarial_raw,2,0.030458684024527043,0.9406937709809774,False,False
vits,learned,789,adversarial_raw,3,0.040037149497324724,0.9082431928384931,False,False
vits,learned,789,adversarial_raw,4,0.08001014400538739,0.4196195449459157,False,False
vits,learned,789,adversarial_raw,5,0.09458625563274876,0.08429690414024618,False,False
