regime,family,seed,budget,rho,accuracy,rho_sd,accuracy_sd,n_draws,source_index
amp_fp16_trained,rope,1213,0.4,0.37961943290719224,0.9682901191310442,0.004184026488561916,0.004730563688642491,10,5
amp_fp16_trained,rope,1213,0.6,0.5703577579678563,0.8986334968465313,0.004349260939469268,0.01122576912453074,10,6
amp_fp16_trained,sinusoidal,42,0.0,0.0,1.0,0.0,0.0,10,0
amp_fp16_trained,sinusoidal,42,0.01,0.011248467910952391,0.9988632196552988,7.787379540974789e-05,0.001310248350652639,10,1
amp_fp16_trained,sinusoidal,42,0.025,0.02890641536464867,0.9986798679867986,0.0001957701164266874,0.0024213529914512825,10,2
amp_fp16_trained,sinusoidal,42,0.05,0.061859426548016724,0.9987898789878988,0.0003814887841309688,0.003347751320897533,10,3
amp_fp16_trained,sinusoidal,42,0.1,0.13058976299062586,0.9942060872753942,0.0005843875677454536,0.005740595997872498,10,4
amp_fp16_trained,sinusoidal,42,0.2,0.25157268335951277,0.9430509717638429,0.0011968648138890798,0.01704462812378034,10,5
amp_fp16_trained,sinusoidal,42,0.3,0.3680037364771911,0.7503116978364502,0.0017985600248686482,0.08988503957183375,10,6
amp_fp16_trained,sinusoidal,123,0.0,0.0,1.0,0.0,0.0,10,0
amp_fp16_trained,sinusoidal,123,0.01,0.010302459928752585,1.0008807339449541,0.00010222090511575411,0.0013310307531484468,10,1
amp_fp16_trained,sinusoidal,123,0.025,0.026132351997128107,1.0010275229357797,0.00025645025701805015,0.0016393262940918103,10,2
amp_fp16_trained,sinusoidal,123,0.05,0.05444104674784489,1.001137614678899,0.0005623450395891008,0.0020428500793288826,10,3
amp_fp16_trained,sinusoidal,123,0.1,0.1156586030049815,1.0004770642201835,0.0011261811874691892,0.003674003621665807,10,4
amp_fp16_trained,sinusoidal,123,0.2,0.23411145622637472,0.9666422018348623,0.0016328787693129373,0.007344442745945646,10,5
amp_fp16_trained,sinusoidal,123,0.3,0.34888428839711305,0.8743119266055045,0.002020816942059153,0.03070957696314575,10,6
amp_fp16_trained,sinusoidal,456,0.0,0.0,1.0,0.0,0.0,10,0
amp_fp16_trained,sinusoidal,456,0.01,0.011485599110337414,0.9997403560830861,0.0001385946827385815,0.0010498481560511214,10,1
amp_fp16_trained,sinusoidal,456,0.025,0.029350176303857223,0.9990727002967359,0.0003676067845120197,0.0009774597119709056,10,2
amp_fp16_trained,sinusoidal,456,0.05,0.06228904285479196,0.9986275964391691,0.0007837909330283444,0.002663573231356866,10,3
amp_fp16_trained,sinusoidal,456,0.1,0.13365669750172365,0.9967359050445104,0.0011803511546269727,0.0031560901166443178,10,4
amp_fp16_trained,sinusoidal,456,0.2,0.26223981645103156,0.9557492581602374,0.0014056659250521026,0.00931009723059263,10,5
amp_fp16_trained,sinusoidal,456,0.3,0.37990518626561026,0.8101632047477745,0.0015134151235362753,0.03857796602247907,10,6
amp_fp16_trained,sinusoidal,789,0.0,0.0,1.0,0.0,0.0,10,0
amp_fp16_trained,sinusoidal,789,0.01,0.011170865843305195,0.9995267564615945,0.00012920091276883078,0.0009249284795611726,10,1
amp_fp16_trained,sinusoidal,789,0.025,0.028357687366763827,1.000254823443757,0.00031226388056088296,0.001848662603918306,10,2
amp_fp16_trained,sinusoidal,789,0.05,0.05918471246268679,1.0005096468875139,0.0005913277280124114,0.00258096065451199,10,3
amp_fp16_trained,sinusoidal,789,0.1,0.1253927803572717,0.9946123043319985,0.000987181417771048,0.004012816833358964,10,4
amp_fp16_trained,sinusoidal,789,0.2,0.251250041613482,0.9518747724790682,0.001637359784230117,0.014603546806024673,10,5
amp_fp16_trained,sinusoidal,789,0.3,0.3723568728480473,0.7864579541317802,0.0020525901903565664,0.06359035182579585,10,6
amp_fp16_trained,sinusoidal,1011,0.0,0.0,1.0,0.0,0.0,10,0
amp_fp16_trained,sinusoidal,1011,0.01,0.011568324183599571,0.9995567048393055,8.090125641910577e-05,0.0009664532382883165,10,1
amp_fp16_trained,sinusoidal,1011,0.025,0.029707733456236222,0.9986331732545253,0.00019713189366378744,0.0018017678079996543,10,2
amp_fp16_trained,sinusoidal,1011,0.05,0.0636377488337331,1.0006280014776505,0.00041676528016403616,0.0029452791527968276,10,3
amp_fp16_trained,sinusoidal,1011,0.1,0.13537971063186718,0.9989287033616548,0.0007884147900066672,0.004295541656995025,10,4
amp_fp16_trained,sinusoidal,1011,0.2,0.26323312088511397,0.9585888437384558,0.0010157821113646994,0.012696251184863913,10,5
amp_fp16_trained,sinusoidal,1011,0.3,0.38384550255408406,0.8189139268562984,0.0013791455069994342,0.03914216965504991,10,6
amp_fp16_trained,sinusoidal,1213,0.0,0.0,1.0,0.0,0.0,10,0
amp_fp16_trained,sinusoidal,1213,0.01,0.010954868712032223,0.9981256890848952,8.635605014474709e-05,0.0010168568403502278,10,1
amp_fp16_trained,sinusoidal,1213,0.025,0.028061272574021152,0.9966556413083426,0.00022328514983348008,0.0007026647261888839,10,2
amp_fp16_trained,sinusoidal,1213,0.05,0.059766373372266354,0.9956266078647555,0.0004884604090330877,0.001804180479034695,10,3
amp_fp16_trained,sinusoidal,1213,0.1,0.12769118086389467,0.991694230062477,0.0008580570556467453,0.002457418874064915,10,4
amp_fp16_trained,sinusoidal,1213,0.2,0.2544113594209318,0.9444321940463064,0.0012781548359187484,0.013440646454791537,10,5
amp_fp16_trained,sinusoidal,1213,0.3,0.37680431837410955,0.7605659683939728,0.0018076319092827126,0.05282841273741506,10,6
