support_multiplier,regime,family,metric,n,mean,sd,cv_abs,median,mad,q1,q3,min,max
,amp_fp16_trained,sinusoidal,clean_accuracy_percent,6,78.5363741339492,0.5078698639075963,0.006466683361793469,78.60854503464203,0.2886836027713642,78.24769053117782,78.70958429561202,77.82909930715935,79.3013856812933
,amp_fp16_trained,sinusoidal,epsilon50,6,0.007711051940009737,0.0004926439601919104,0.06388803551377562,0.0076898892470060355,0.00048528971261715395,0.007341246448863636,0.008080684082850826,0.007116990291262136,0.008333561643835617
,amp_fp16_trained,sinusoidal,rho50,6,0.06745373691501526,0.002460604671644469,0.03647840407633126,0.06743843815564475,0.0009492761352025009,0.06658796296696987,0.0682696331496422,0.06375999028016952,0.07123438551357952
,amp_fp16_trained,sinusoidal,cliff_width_rho20_minus_rho80,6,0.03972162896668641,0.004424721445653202,0.11139325251147457,0.03935847836952634,0.0031813886112159705,0.03732510928354372,0.0422801303496361,0.03365187359667183,0.046059609533171786
,amp_fp16_trained,sinusoidal,max_rho_rel,6,0.09212850301598169,0.0034974428417539226,0.03796265788826738,0.09237834733391068,0.0022064705377133897,0.08994797342897434,0.09392227829660511,0.08734557159142926,0.09709398109180732
,full_fp32_trained,learned,clean_accuracy_percent,6,77.95419553502694,0.41380220860769,0.005308273733923115,77.94457274826789,0.3175519630484942,77.69197459584296,78.28377598152424,77.3960739030023,78.43533487297921
,full_fp32_trained,learned,epsilon50,6,0.005200053349241157,0.0003548494525232025,0.06823957922950649,0.005295835990685671,0.00022884512486940397,0.004903073497317695,0.005366258088475543,0.004774036054081121,0.005672727272727273
,full_fp32_trained,learned,rho50,6,0.08251443487237307,0.011470549778256631,0.13901264422398804,0.07863338282507419,0.005280462868233721,0.07628182086629184,0.08613315081043507,0.07087379043234682,0.1028150127994901
,full_fp32_trained,learned,cliff_width_rho20_minus_rho80,6,0.044478197576133464,0.013488523286052413,0.3032614633937013,0.04164850611285831,0.004082922635858976,0.03635507066742427,0.043061506856095305,0.0345180570082692,0.07093101693336108
,full_fp32_trained,learned,max_rho_rel,6,0.1083498417900343,0.013036176650164806,0.1203156039251719,0.10430134072964148,0.007673651711317335,0.09934271812989338,0.11666333674086402,0.09492790714885053,0.1280946161241568
