regime,family,seed,budget,rho,accuracy,accuracy_percent,attack_loss,restart_loss_min,restart_loss_max,restart_loss_spread,source_index
full_fp32_trained,rope,1011,0.0,9.691197349018589e-05,1.0,82.50577367205543,,,,0.0,0
full_fp32_trained,rope,1011,0.01,0.014197615419750972,0.9965010496850946,82.21709006928407,0.7583172979298979,0.7582988486625254,0.7583172979298979,1.8449267372488976e-05,1
full_fp32_trained,rope,1011,0.025,0.024705268421734396,0.9898530440867739,81.66859122401847,0.8085621573962272,0.808514065714553,0.8085621573962272,4.8091681674189424e-05,2
full_fp32_trained,rope,1011,0.05,0.05502056000873477,0.8995801259622114,74.22055427251732,1.1449883595574648,1.1378339629620313,1.1449883595574648,0.007154396595433488,3
full_fp32_trained,rope,1011,0.075,0.09440914309370431,0.31210636808957315,25.750577367205544,3.434258036315441,3.2005580253899097,3.434258036315441,0.2337000109255314,4
full_fp32_trained,rope,1011,0.1,0.12291580692759205,0.07522743177046885,6.206697459584295,4.9082523211836815,4.8680893436074255,4.9082523211836815,0.040162977576255976,5
full_fp32_trained,rope,1213,0.0,9.962333695021914e-05,1.0,83.11200923787528,,,,0.0,0
full_fp32_trained,rope,1213,0.01,0.014177637034467805,0.9965265717262939,82.82332563510393,0.7163282790221274,0.716278431052342,0.7163282790221274,4.9847969785354884e-05,1
full_fp32_trained,rope,1213,0.025,0.024374863394220365,0.9881903438693991,82.13048498845265,0.7638335686177016,0.7638215030543506,0.7638335686177016,1.2065563350982522e-05,2
full_fp32_trained,rope,1213,0.05,0.0501980695320225,0.87565126780132,72.7771362586605,1.1268886507023126,1.1210017934907228,1.1268886507023126,0.005886857211589769,3
full_fp32_trained,rope,1213,0.075,0.08466570096189348,0.34317471344216743,28.521939953810623,3.2330533497035505,3.188586463034153,3.2330533497035505,0.044466886669397354,4
full_fp32_trained,rope,1213,0.1,0.11552437829711201,0.08648836401528309,7.188221709006928,4.634722980856895,4.587731604278088,4.634722980856895,0.046991376578807476,5
full_fp32_trained,sinusoidal,42,0.0,0.0,1.0,79.01270207852194,,,,0.0,0
full_fp32_trained,sinusoidal,42,0.005,0.02065255186825077,0.9433686518085496,74.53810623556582,1.1845607239753009,1.1845251544378699,1.1845607239753009,3.556953743100166e-05,1
full_fp32_trained,sinusoidal,42,0.006,0.03344135095590618,0.8903909389842893,70.35219399538106,1.344786015059799,1.3447182833217084,1.344786015059799,6.773173809060395e-05,2
full_fp32_trained,sinusoidal,42,0.007,0.05427327854342225,0.7541103397880892,59.584295612009235,1.8177360355854035,1.8176160329952835,1.8177360355854035,0.00012000259012001635,3
