session,architecture,seed,budget,restart,restart_seed,steps,attack_loss,accuracy,clean_accuracy,normalized_accuracy,rho_abs,rho_rel,clean_logit_rms,global_rms,elapsed_sec,file,sha256
1,vitb,456,0.015,1,159873437,400,6.167087060213089,2.9445727482678983,81.20669745958429,0.036260220405261286,0.13376393923743993,0.09763144636337072,1.370090726092381,0.014999998733401299,992.5837471485138,/home/djoko.bandjur.ftnkm/Notebooks/results/sinusoidal_per_restart_audit_v1/final/session_1/vitb/seed_456/budget_0.015/restart_1.json,9d1816d575676a28b670c7688bdf26ad8114d15e3ca3e201cc85471557ae0489
1,vitb,456,0.015,2,343961084,400,6.167081370949745,2.9445727482678983,81.20669745958429,0.036260220405261286,0.13376352760330465,0.09763114592039461,1.370090726092381,0.014999997802078724,864.2550508975983,/home/djoko.bandjur.ftnkm/Notebooks/results/sinusoidal_per_restart_audit_v1/final/session_1/vitb/seed_456/budget_0.015/restart_2.json,e0b76f00e0ed0feb3aba5a12db2dbd76b290447f237d4e503a119a7a7224005d
1,vitb,456,0.015,3,1180582755,400,6.167087772488594,2.9445727482678983,81.20669745958429,0.036260220405261286,0.1337628993309001,0.09763068735776619,1.370090726092381,0.014999997802078724,1007.486490726471,/home/djoko.bandjur.ftnkm/Notebooks/results/sinusoidal_per_restart_audit_v1/final/session_1/vitb/seed_456/budget_0.015/restart_3.json,63de15be80325c19c3802c3974790e1c4f1ce4be50b5d6501b8a53ee20ddabe1
1,vitb,456,0.015,4,1167908881,400,6.167097201943397,2.9445727482678983,81.20669745958429,0.036260220405261286,0.1337636004858221,0.09763119911578967,1.370090726092381,0.01499999687075615,832.5949294567108,/home/djoko.bandjur.ftnkm/Notebooks/results/sinusoidal_per_restart_audit_v1/final/session_1/vitb/seed_456/budget_0.015/restart_4.json,1152abc5307417d80005e3173a5611080a4351ba980ec32d8d4c8d232acd30ea
1,vitb,1011,0.01,0,2069541120,400,3.940337046980858,18.793302540415706,82.2459584295612,0.22850122850122853,0.13051359044628819,0.09361644256920684,1.394131061429778,0.009999999776482582,1022.9724383354187,/home/djoko.bandjur.ftnkm/Notebooks/results/sinusoidal_per_restart_audit_v1/final/session_1/vitb/seed_1011/budget_0.01/restart_0.json,7fff9ee6e3575e8ba88a356147b1199eaa4bb8b9f6dd40792c9581be1025345c
1,vitb,1011,0.01,1,376411740,400,3.9403020948171616,18.73556581986143,82.2459584295612,0.2277992277992278,0.13051346743623402,0.09361635433499589,1.394131061429778,0.009999999776482582,868.0084028244019,/home/djoko.bandjur.ftnkm/Notebooks/results/sinusoidal_per_restart_audit_v1/final/session_1/vitb/seed_1011/budget_0.01/restart_1.json,0235a7a5e4fe5ece57f7cfc9f6e4833701c82c69268bdbdab227e6fb5bba093b
1,vitb,1011,0.01,2,728315027,400,3.9402344539761542,18.706697459584294,82.2459584295612,0.22744822744822743,0.13051048698899043,0.09361421648201632,1.394131061429778,0.009999999776482582,987.3391726016998,/home/djoko.bandjur.ftnkm/Notebooks/results/sinusoidal_per_restart_audit_v1/final/session_1/vitb/seed_1011/budget_0.01/restart_2.json,6bbab9acef7507c86de1710b67ed5c9f48f485df882617e686c40858cefabd41
1,vitb,1011,0.01,3,2005252843,400,3.940235215425491,18.67782909930716,82.2459584295612,0.22709722709722713,0.13050969278739505,0.09361364680702855,1.394131061429778,0.009999999776482582,892.669340133667,/home/djoko.bandjur.ftnkm/Notebooks/results/sinusoidal_per_restart_audit_v1/final/session_1/vitb/seed_1011/budget_0.01/restart_3.json,d32bb44583a0fdeadef8dd7d5861ae1eaa0604e6c45f5d47d2962de4f35e7195
1,vitb,1011,0.01,4,471482259,400,3.940199039131403,18.706697459584294,82.2459584295612,0.22744822744822743,0.13050346862173773,0.0936091822585872,1.394131061429778,0.009999999776482582,953.4719574451447,/home/djoko.bandjur.ftnkm/Notebooks/results/sinusoidal_per_restart_audit_v1/final/session_1/vitb/seed_1011/budget_0.01/restart_4.json,e12258da43212aa14d75f9bd0a9718c8239b0d12d4adf39f1c6cd0a16675c554
1,vitb,1011,0.02,0,66433482,400,7.384436756372452,2.0496535796766744,82.2459584295612,0.024921024921024923,0.13341706697129066,0.09569908501605454,1.394131061429778,0.019999999552965164,914.663049697876,/home/djoko.bandjur.ftnkm/Notebooks/results/sinusoidal_per_restart_audit_v1/final/session_1/vitb/seed_1011/budget_0.02/restart_0.json,016a8372fa3e9839e3ce5331494080b44ebc2ae41e92b0b7605f7753f5871121
